"kind","id","url","sitemap_exact_matches","matched_sitemaps"
"source","gid://shopify/UrlRedirect/417581695203","https://www.matchwalls.com/fr/collections/marbre-papeles-peint-matchwallswallpa","0",""
"source","gid://shopify/UrlRedirect/417581072611","https://www.matchwalls.com/fr/collections/nature-painted-papers-matchwallswallpapers","0",""
"source","gid://shopify/UrlRedirect/417581400291","https://www.matchwalls.com/fr/collections/painted-adolescents-matchwallswallpapers","0",""
"source","gid://shopify/UrlRedirect/417581269219","https://www.matchwalls.com/fr/collections/painted-dining-papers-matchwallswallpapers","0",""
"source","gid://shopify/UrlRedirect/417581170915","https://www.matchwalls.com/fr/collections/painted-papeles-marble-matchwallswallpa","0",""
"source","gid://shopify/UrlRedirect/417581367523","https://www.matchwalls.com/fr/collections/painted-papers-baller-matchwallswallpapers","0",""
"source","gid://shopify/UrlRedirect/417581007075","https://www.matchwalls.com/fr/collections/painted-papers-graphic-matchwallswallpapers-1","0",""
"source","gid://shopify/UrlRedirect/417581301987","https://www.matchwalls.com/fr/collections/painted-papers-kitchen-matchwallswallpapers","0",""
"source","gid://shopify/UrlRedirect/417581236451","https://www.matchwalls.com/fr/collections/painted-papers-matchwallswallpapers","0",""
"source","gid://shopify/UrlRedirect/417581629667","https://www.matchwalls.com/fr/collections/papier-peint-matchwallswallpapers","0",""
"source","gid://shopify/UrlRedirect/417581727971","https://www.matchwalls.com/fr/collections/papiers-en-bois-peint-matchwallswallpapers","0",""
"source","gid://shopify/UrlRedirect/417581498595","https://www.matchwalls.com/fr/collections/papiers-peints-a-floral-matchwallswallspapers","0",""
"source","gid://shopify/UrlRedirect/417581465827","https://www.matchwalls.com/fr/collections/papiers-peints-botaniques-matchwallswallpapers","0",""
"source","gid://shopify/UrlRedirect/417581662435","https://www.matchwalls.com/fr/collections/papiers-peints-japonais-matchwallswallpapers","0",""
"source","gid://shopify/UrlRedirect/417581433059","https://www.matchwalls.com/fr/collections/papinons-peints-paysages-matchwallswallpapers","0",""
"source","gid://shopify/UrlRedirect/417581564131","https://www.matchwalls.com/fr/collections/peintures-geometriques-matchwalswallpapers","0",""
"source","gid://shopify/UrlRedirect/417581105379","https://www.matchwalls.com/fr/collections/wall-paper-matchwallswallpapers","0",""
