check_group,url,language,section,handle,source_flags,geo_reason,url_lastmod,sitemap_url,http_status,final_url,redirect_location,robots_meta,has_noindex,canonical,canonical_self,h1,title,estado,diagnostic_note,error
enchanted_typo_enchathed,https://www.matchwalls.com/en/products/enchathed-garden-symphony-black,en,product,enchathed-garden-symphony-black,enchanted_typo_enchathed,,2026-06-27T01:13:44+02:00,https://www.matchwalls.com/en/sitemap_products_1.xml?from=8296203518179&to=14867444826488,200,https://www.matchwalls.com/en/products/enchathed-garden-symphony-black,,,no,https://www.matchwalls.com/en/products/enchathed-garden-symphony-black,yes,,Enchathed Garden Symphony Black Wallpaper,INCORRECTO,Handle o termino con typo detectado; no cambiar sin mapa 301 aprobado.,
enchanted_typo_enchathed,https://www.matchwalls.com/en/products/enchathed-garden-symphony-blue,en,product,enchathed-garden-symphony-blue,enchanted_typo_enchathed,,2026-06-27T01:13:44+02:00,https://www.matchwalls.com/en/sitemap_products_1.xml?from=8296203518179&to=14867444826488,200,https://www.matchwalls.com/en/products/enchathed-garden-symphony-blue,,,no,https://www.matchwalls.com/en/products/enchathed-garden-symphony-blue,yes,,Enchathed Garden Symphony Blue Wallpaper,INCORRECTO,Handle o termino con typo detectado; no cambiar sin mapa 301 aprobado.,
enchanted_typo_enchathed,https://www.matchwalls.com/en/products/enchathed-garden-symphony-green,en,product,enchathed-garden-symphony-green,enchanted_typo_enchathed,,2026-06-27T01:13:44+02:00,https://www.matchwalls.com/en/sitemap_products_1.xml?from=8296203518179&to=14867444826488,200,https://www.matchwalls.com/en/products/enchathed-garden-symphony-green,,,no,https://www.matchwalls.com/en/products/enchathed-garden-symphony-green,yes,,Enchathed Garden Symphony Green Wallpaper,INCORRECTO,Handle o termino con typo detectado; no cambiar sin mapa 301 aprobado.,
enchanted_typo_enchathed,https://www.matchwalls.com/en/products/enchathed-garden-symphony-multicolor,en,product,enchathed-garden-symphony-multicolor,enchanted_typo_enchathed,,2026-06-27T01:13:44+02:00,https://www.matchwalls.com/en/sitemap_products_1.xml?from=8296203518179&to=14867444826488,200,https://www.matchwalls.com/en/products/enchathed-garden-symphony-multicolor,,,no,https://www.matchwalls.com/en/products/enchathed-garden-symphony-multicolor,yes,,Enchathed Garden Symphony Multicolor Wallpaper,INCORRECTO,Handle o termino con typo detectado; no cambiar sin mapa 301 aprobado.,
enchanted_typo_enchathed,https://www.matchwalls.com/nl/products/enchathed-forest-tapestry-blue-1,nl,product,enchathed-forest-tapestry-blue-1,enchanted_typo_enchathed|suffix_minus_1,,2026-06-27T01:13:46+02:00,https://www.matchwalls.com/nl/sitemap_products_1.xml?from=8296203518179&to=14867444826488,200,https://www.matchwalls.com/nl/products/enchathed-forest-tapestry-blue-1,,,no,https://www.matchwalls.com/nl/products/enchathed-forest-tapestry-blue-1,yes,,Behang Enchathed Forest Tapestry Blue,INCORRECTO,Handle o termino con typo detectado; no cambiar sin mapa 301 aprobado.,
enchanted_typo_enchathed,https://www.matchwalls.com/nl/products/enchathed-forest-tapestry-brown-2,nl,product,enchathed-forest-tapestry-brown-2,enchanted_typo_enchathed,,2026-06-27T01:13:46+02:00,https://www.matchwalls.com/nl/sitemap_products_1.xml?from=8296203518179&to=14867444826488,200,https://www.matchwalls.com/nl/products/enchathed-forest-tapestry-brown-2,,,no,https://www.matchwalls.com/nl/products/enchathed-forest-tapestry-brown-2,yes,,Behang Enchathed Forest Tapestry Brown,INCORRECTO,Handle o termino con typo detectado; no cambiar sin mapa 301 aprobado.,
enchanted_typo_enchathed,https://www.matchwalls.com/nl/products/enchathed-forest-tapestry-gray-1,nl,product,enchathed-forest-tapestry-gray-1,enchanted_typo_enchathed|suffix_minus_1,,2026-06-27T01:13:46+02:00,https://www.matchwalls.com/nl/sitemap_products_1.xml?from=8296203518179&to=14867444826488,200,https://www.matchwalls.com/nl/products/enchathed-forest-tapestry-gray-1,,,no,https://www.matchwalls.com/nl/products/enchathed-forest-tapestry-gray-1,yes,,Behang Enchathed Forest Tapestry Gray,INCORRECTO,Handle o termino con typo detectado; no cambiar sin mapa 301 aprobado.,
enchanted_typo_enchathed,https://www.matchwalls.com/nl/products/enchathed-forest-tapestry-green-1,nl,product,enchathed-forest-tapestry-green-1,enchanted_typo_enchathed|suffix_minus_1,,2026-06-27T01:13:46+02:00,https://www.matchwalls.com/nl/sitemap_products_1.xml?from=8296203518179&to=14867444826488,200,https://www.matchwalls.com/nl/products/enchathed-forest-tapestry-green-1,,,no,https://www.matchwalls.com/nl/products/enchathed-forest-tapestry-green-1,yes,,Behang Enchathed Forest Tapestry Green,INCORRECTO,Handle o termino con typo detectado; no cambiar sin mapa 301 aprobado.,
enchanted_typo_enchathed,https://www.matchwalls.com/nl/products/enchathed-forest-tapestry-multolor,nl,product,enchathed-forest-tapestry-multolor,enchanted_typo_enchathed,,2026-06-27T01:13:46+02:00,https://www.matchwalls.com/nl/sitemap_products_1.xml?from=8296203518179&to=14867444826488,200,https://www.matchwalls.com/nl/products/enchathed-forest-tapestry-multolor,,,no,https://www.matchwalls.com/nl/products/enchathed-forest-tapestry-multolor,yes,,Behang Enchathed Forest Tapestry Multolor,INCORRECTO,Handle o termino con typo detectado; no cambiar sin mapa 301 aprobado.,
enchanted_typo_enchathed,https://www.matchwalls.com/nl/products/enchathed-garden-symphony-black-1,nl,product,enchathed-garden-symphony-black-1,enchanted_typo_enchathed|suffix_minus_1,,2026-06-27T01:13:46+02:00,https://www.matchwalls.com/nl/sitemap_products_1.xml?from=8296203518179&to=14867444826488,200,https://www.matchwalls.com/nl/products/enchathed-garden-symphony-black-1,,,no,https://www.matchwalls.com/nl/products/enchathed-garden-symphony-black-1,yes,,Behang Enchathed Garden Symphony Black,INCORRECTO,Handle o termino con typo detectado; no cambiar sin mapa 301 aprobado.,
enchanted_typo_enchathed,https://www.matchwalls.com/nl/products/enchathed-garden-symphony-blue-1,nl,product,enchathed-garden-symphony-blue-1,enchanted_typo_enchathed|suffix_minus_1,,2026-06-27T01:13:46+02:00,https://www.matchwalls.com/nl/sitemap_products_1.xml?from=8296203518179&to=14867444826488,200,https://www.matchwalls.com/nl/products/enchathed-garden-symphony-blue-1,,,no,https://www.matchwalls.com/nl/products/enchathed-garden-symphony-blue-1,yes,,Behang Enchathed Garden Symphony Blue,INCORRECTO,Handle o termino con typo detectado; no cambiar sin mapa 301 aprobado.,
enchanted_typo_enchathed,https://www.matchwalls.com/nl/products/enchathed-garden-symphony-green-1,nl,product,enchathed-garden-symphony-green-1,enchanted_typo_enchathed|suffix_minus_1,,2026-06-27T01:13:46+02:00,https://www.matchwalls.com/nl/sitemap_products_1.xml?from=8296203518179&to=14867444826488,200,https://www.matchwalls.com/nl/products/enchathed-garden-symphony-green-1,,,no,https://www.matchwalls.com/nl/products/enchathed-garden-symphony-green-1,yes,,Behang Enchathed Garden Symphony Green,INCORRECTO,Handle o termino con typo detectado; no cambiar sin mapa 301 aprobado.,
enchanted_typo_enchathed,https://www.matchwalls.com/nl/products/enchathed-garden-symphony-multicolor-1,nl,product,enchathed-garden-symphony-multicolor-1,enchanted_typo_enchathed|suffix_minus_1,,2026-06-27T01:13:46+02:00,https://www.matchwalls.com/nl/sitemap_products_1.xml?from=8296203518179&to=14867444826488,200,https://www.matchwalls.com/nl/products/enchathed-garden-symphony-multicolor-1,,,no,https://www.matchwalls.com/nl/products/enchathed-garden-symphony-multicolor-1,yes,,Behang Enchathed Garden Symphony Multicolor,INCORRECTO,Handle o termino con typo detectado; no cambiar sin mapa 301 aprobado.,
enchanted_typo_enchathed,https://www.matchwalls.com/pt/products/multicolor-symphony-de-jardim-enchathed,pt,product,multicolor-symphony-de-jardim-enchathed,enchanted_typo_enchathed,,2026-06-27T01:13:34+02:00,https://www.matchwalls.com/pt/sitemap_products_1.xml?from=8296203518179&to=14867444826488,200,https://www.matchwalls.com/pt/products/multicolor-symphony-de-jardim-enchathed,,,no,https://www.matchwalls.com/pt/products/multicolor-symphony-de-jardim-enchathed,yes,,Papel de parede Multicolor Symphony de Jardim Enchathed,INCORRECTO,Handle o termino con typo detectado; no cambiar sin mapa 301 aprobado.,
facade_test,https://www.matchwalls.com/de/pages/facade-variants/test,de,page,test,facade_variants_test,,2024-11-20T17:57:46+01:00,https://www.matchwalls.com/de/sitemap_metaobject_pages_1.xml,301,https://www.matchwalls.com/de/pages/facade-variants/test,/de/,,no,,no,,,INCORRECTO,URL incluida en sitemap pero responde con redireccion.,
facade_test,https://www.matchwalls.com/en/pages/facade-variants/test,en,page,test,facade_variants_test,,2024-11-20T17:57:46+01:00,https://www.matchwalls.com/en/sitemap_metaobject_pages_1.xml,301,https://www.matchwalls.com/en/pages/facade-variants/test,/en/,,no,,no,,,INCORRECTO,URL incluida en sitemap pero responde con redireccion.,
facade_test,https://www.matchwalls.com/pages/facade-variants/test,es,page,test,facade_variants_test,,2024-11-20T17:57:46+01:00,https://www.matchwalls.com/sitemap_metaobject_pages_1.xml,301,https://www.matchwalls.com/pages/facade-variants/test,/,,no,,no,,,INCORRECTO,URL incluida en sitemap pero responde con redireccion.,
facade_test,https://www.matchwalls.com/fr/pages/facade-variants/test,fr,page,test,facade_variants_test,,2024-11-20T17:57:46+01:00,https://www.matchwalls.com/fr/sitemap_metaobject_pages_1.xml,301,https://www.matchwalls.com/fr/pages/facade-variants/test,/fr/,,no,,no,,,INCORRECTO,URL incluida en sitemap pero responde con redireccion.,
facade_test,https://www.matchwalls.com/it/pages/facade-variants/test,it,page,test,facade_variants_test,,2024-11-20T17:57:46+01:00,https://www.matchwalls.com/it/sitemap_metaobject_pages_1.xml,301,https://www.matchwalls.com/it/pages/facade-variants/test,/it/,,no,,no,,,INCORRECTO,URL incluida en sitemap pero responde con redireccion.,
facade_test,https://www.matchwalls.com/nl/pages/facade-variants/test,nl,page,test,facade_variants_test,,2024-11-20T17:57:46+01:00,https://www.matchwalls.com/nl/sitemap_metaobject_pages_1.xml,301,https://www.matchwalls.com/nl/pages/facade-variants/test,/nl/,,no,,no,,,INCORRECTO,URL incluida en sitemap pero responde con redireccion.,
facade_test,https://www.matchwalls.com/pt/pages/facade-variants/test,pt,page,test,facade_variants_test,,2024-11-20T17:57:46+01:00,https://www.matchwalls.com/pt/sitemap_metaobject_pages_1.xml,301,https://www.matchwalls.com/pt/pages/facade-variants/test,/pt/,,no,,no,,,INCORRECTO,URL incluida en sitemap pero responde con redireccion.,
geo_collection_candidate,https://www.matchwalls.com/de/collections/alava-wallpaper-1,de,collection,alava-wallpaper-1,suffix_minus_1,,2026-06-15T14:49:07+02:00,https://www.matchwalls.com/de/sitemap_collections_1.xml?from=436915699939&to=665363448184,429,https://www.matchwalls.com/de/collections/alava-wallpaper-1,,,no,,no,Your connection needs to be verified before you can proceed,Verifying your connection...,REQUIERE DECISION HUMANA,"Coleccion geografica candidata: decidir por pais/idioma con datos de demanda, contenido y canibalizacion.",
geo_collection_candidate,https://www.matchwalls.com/de/collections/alicante-wallpaper-1,de,collection,alicante-wallpaper-1,suffix_minus_1,,2026-06-15T14:49:07+02:00,https://www.matchwalls.com/de/sitemap_collections_1.xml?from=436915699939&to=665363448184,429,https://www.matchwalls.com/de/collections/alicante-wallpaper-1,,,no,,no,Your connection needs to be verified before you can proceed,Verifying your connection...,REQUIERE DECISION HUMANA,"Coleccion geografica candidata: decidir por pais/idioma con datos de demanda, contenido y canibalizacion.",
geo_collection_candidate,https://www.matchwalls.com/de/collections/almeria-wallpaper-1,de,collection,almeria-wallpaper-1,suffix_minus_1,,2026-06-15T14:49:07+02:00,https://www.matchwalls.com/de/sitemap_collections_1.xml?from=436915699939&to=665363448184,429,https://www.matchwalls.com/de/collections/almeria-wallpaper-1,,,no,,no,Your connection needs to be verified before you can proceed,Verifying your connection...,REQUIERE DECISION HUMANA,"Coleccion geografica candidata: decidir por pais/idioma con datos de demanda, contenido y canibalizacion.",
geo_collection_candidate,https://www.matchwalls.com/de/collections/asturias-wallpaper-1,de,collection,asturias-wallpaper-1,suffix_minus_1,,2026-06-15T14:49:07+02:00,https://www.matchwalls.com/de/sitemap_collections_1.xml?from=436915699939&to=665363448184,429,https://www.matchwalls.com/de/collections/asturias-wallpaper-1,,,no,,no,Your connection needs to be verified before you can proceed,Verifying your connection...,REQUIERE DECISION HUMANA,"Coleccion geografica candidata: decidir por pais/idioma con datos de demanda, contenido y canibalizacion.",
geo_collection_candidate,https://www.matchwalls.com/de/collections/avila-wallpaper-1,de,collection,avila-wallpaper-1,suffix_minus_1,,2026-06-15T14:49:07+02:00,https://www.matchwalls.com/de/sitemap_collections_1.xml?from=436915699939&to=665363448184,429,https://www.matchwalls.com/de/collections/avila-wallpaper-1,,,no,,no,Your connection needs to be verified before you can proceed,Verifying your connection...,REQUIERE DECISION HUMANA,"Coleccion geografica candidata: decidir por pais/idioma con datos de demanda, contenido y canibalizacion.",
geo_collection_candidate,https://www.matchwalls.com/de/collections/badajoz-wallpaper-1,de,collection,badajoz-wallpaper-1,suffix_minus_1,,2026-06-15T14:49:07+02:00,https://www.matchwalls.com/de/sitemap_collections_1.xml?from=436915699939&to=665363448184,429,https://www.matchwalls.com/de/collections/badajoz-wallpaper-1,,,no,,no,Your connection needs to be verified before you can proceed,Verifying your connection...,REQUIERE DECISION HUMANA,"Coleccion geografica candidata: decidir por pais/idioma con datos de demanda, contenido y canibalizacion.",
geo_collection_candidate,https://www.matchwalls.com/de/collections/barcelona-wallpaper-1,de,collection,barcelona-wallpaper-1,suffix_minus_1,,2026-06-15T14:49:07+02:00,https://www.matchwalls.com/de/sitemap_collections_1.xml?from=436915699939&to=665363448184,429,https://www.matchwalls.com/de/collections/barcelona-wallpaper-1,,,no,,no,Your connection needs to be verified before you can proceed,Verifying your connection...,REQUIERE DECISION HUMANA,"Coleccion geografica candidata: decidir por pais/idioma con datos de demanda, contenido y canibalizacion.",
geo_collection_candidate,https://www.matchwalls.com/de/collections/basin-wallpaper-1,de,collection,basin-wallpaper-1,suffix_minus_1,,2026-06-15T14:49:07+02:00,https://www.matchwalls.com/de/sitemap_collections_1.xml?from=436915699939&to=665363448184,429,https://www.matchwalls.com/de/collections/basin-wallpaper-1,,,no,,no,Your connection needs to be verified before you can proceed,Verifying your connection...,REQUIERE DECISION HUMANA,"Coleccion geografica candidata: decidir por pais/idioma con datos de demanda, contenido y canibalizacion.",
geo_collection_candidate,https://www.matchwalls.com/de/collections/bizkaia-wallpaper-2,de,collection,bizkaia-wallpaper-2,,,2026-06-15T14:49:07+02:00,https://www.matchwalls.com/de/sitemap_collections_1.xml?from=436915699939&to=665363448184,429,https://www.matchwalls.com/de/collections/bizkaia-wallpaper-2,,,no,,no,Your connection needs to be verified before you can proceed,Verifying your connection...,REQUIERE DECISION HUMANA,"Coleccion geografica candidata: decidir por pais/idioma con datos de demanda, contenido y canibalizacion.",
geo_collection_candidate,https://www.matchwalls.com/de/collections/bordeaux-wallpaper-1,de,collection,bordeaux-wallpaper-1,suffix_minus_1,,2026-06-15T14:49:07+02:00,https://www.matchwalls.com/de/sitemap_collections_1.xml?from=436915699939&to=665363448184,429,https://www.matchwalls.com/de/collections/bordeaux-wallpaper-1,,,no,,no,Your connection needs to be verified before you can proceed,Verifying your connection...,REQUIERE DECISION HUMANA,"Coleccion geografica candidata: decidir por pais/idioma con datos de demanda, contenido y canibalizacion.",
geo_collection_candidate,https://www.matchwalls.com/de/collections/burgos-wallpaper,de,collection,burgos-wallpaper,,,2026-06-15T14:49:07+02:00,https://www.matchwalls.com/de/sitemap_collections_1.xml?from=436915699939&to=665363448184,429,https://www.matchwalls.com/de/collections/burgos-wallpaper,,,no,,no,Your connection needs to be verified before you can proceed,Verifying your connection...,REQUIERE DECISION HUMANA,"Coleccion geografica candidata: decidir por pais/idioma con datos de demanda, contenido y canibalizacion.",
geo_collection_candidate,https://www.matchwalls.com/de/collections/caceres-wallpaper-1,de,collection,caceres-wallpaper-1,suffix_minus_1,,2026-06-15T14:49:07+02:00,https://www.matchwalls.com/de/sitemap_collections_1.xml?from=436915699939&to=665363448184,429,https://www.matchwalls.com/de/collections/caceres-wallpaper-1,,,no,,no,Your connection needs to be verified before you can proceed,Verifying your connection...,REQUIERE DECISION HUMANA,"Coleccion geografica candidata: decidir por pais/idioma con datos de demanda, contenido y canibalizacion.",
geo_collection_candidate,https://www.matchwalls.com/de/collections/cadiz-wallpaper-1,de,collection,cadiz-wallpaper-1,suffix_minus_1,,2026-06-15T14:49:07+02:00,https://www.matchwalls.com/de/sitemap_collections_1.xml?from=436915699939&to=665363448184,429,https://www.matchwalls.com/de/collections/cadiz-wallpaper-1,,,no,,no,Your connection needs to be verified before you can proceed,Verifying your connection...,REQUIERE DECISION HUMANA,"Coleccion geografica candidata: decidir por pais/idioma con datos de demanda, contenido y canibalizacion.",
geo_collection_candidate,https://www.matchwalls.com/de/collections/cantabria-wallpaper-1,de,collection,cantabria-wallpaper-1,suffix_minus_1,,2026-06-15T14:49:07+02:00,https://www.matchwalls.com/de/sitemap_collections_1.xml?from=436915699939&to=665363448184,429,https://www.matchwalls.com/de/collections/cantabria-wallpaper-1,,,no,,no,Your connection needs to be verified before you can proceed,Verifying your connection...,REQUIERE DECISION HUMANA,"Coleccion geografica candidata: decidir por pais/idioma con datos de demanda, contenido y canibalizacion.",
geo_collection_candidate,https://www.matchwalls.com/de/collections/cordoba-wallpaper-2,de,collection,cordoba-wallpaper-2,,,2026-06-15T14:49:07+02:00,https://www.matchwalls.com/de/sitemap_collections_1.xml?from=436915699939&to=665363448184,429,https://www.matchwalls.com/de/collections/cordoba-wallpaper-2,,,no,,no,Your connection needs to be verified before you can proceed,Verifying your connection...,REQUIERE DECISION HUMANA,"Coleccion geografica candidata: decidir por pais/idioma con datos de demanda, contenido y canibalizacion.",
geo_collection_candidate,https://www.matchwalls.com/de/collections/gipuzkoa-wallpaper-1,de,collection,gipuzkoa-wallpaper-1,suffix_minus_1,,2026-06-15T14:49:07+02:00,https://www.matchwalls.com/de/sitemap_collections_1.xml?from=436915699939&to=665363448184,429,https://www.matchwalls.com/de/collections/gipuzkoa-wallpaper-1,,,no,,no,Your connection needs to be verified before you can proceed,Verifying your connection...,REQUIERE DECISION HUMANA,"Coleccion geografica candidata: decidir por pais/idioma con datos de demanda, contenido y canibalizacion.",
geo_collection_candidate,https://www.matchwalls.com/de/collections/guadalajara-wallpaper-1,de,collection,guadalajara-wallpaper-1,suffix_minus_1,,2026-06-15T14:49:07+02:00,https://www.matchwalls.com/de/sitemap_collections_1.xml?from=436915699939&to=665363448184,429,https://www.matchwalls.com/de/collections/guadalajara-wallpaper-1,,,no,,no,Your connection needs to be verified before you can proceed,Verifying your connection...,REQUIERE DECISION HUMANA,"Coleccion geografica candidata: decidir por pais/idioma con datos de demanda, contenido y canibalizacion.",
geo_collection_candidate,https://www.matchwalls.com/de/collections/huelva-wallpaper-2,de,collection,huelva-wallpaper-2,,,2026-06-15T14:49:07+02:00,https://www.matchwalls.com/de/sitemap_collections_1.xml?from=436915699939&to=665363448184,429,https://www.matchwalls.com/de/collections/huelva-wallpaper-2,,,no,,no,Your connection needs to be verified before you can proceed,Verifying your connection...,REQUIERE DECISION HUMANA,"Coleccion geografica candidata: decidir por pais/idioma con datos de demanda, contenido y canibalizacion.",
geo_collection_candidate,https://www.matchwalls.com/de/collections/huesca-wallpaper-1,de,collection,huesca-wallpaper-1,suffix_minus_1,,2026-06-15T14:49:07+02:00,https://www.matchwalls.com/de/sitemap_collections_1.xml?from=436915699939&to=665363448184,429,https://www.matchwalls.com/de/collections/huesca-wallpaper-1,,,no,,no,Your connection needs to be verified before you can proceed,Verifying your connection...,REQUIERE DECISION HUMANA,"Coleccion geografica candidata: decidir por pais/idioma con datos de demanda, contenido y canibalizacion.",
geo_collection_candidate,https://www.matchwalls.com/de/collections/la-rioja-wallpaper-1,de,collection,la-rioja-wallpaper-1,suffix_minus_1,,2026-06-15T14:49:07+02:00,https://www.matchwalls.com/de/sitemap_collections_1.xml?from=436915699939&to=665363448184,429,https://www.matchwalls.com/de/collections/la-rioja-wallpaper-1,,,no,,no,Your connection needs to be verified before you can proceed,Verifying your connection...,REQUIERE DECISION HUMANA,"Coleccion geografica candidata: decidir por pais/idioma con datos de demanda, contenido y canibalizacion.",
geo_collection_candidate,https://www.matchwalls.com/de/collections/las-palmas-wallpaper-2,de,collection,las-palmas-wallpaper-2,,,2026-06-15T14:49:07+02:00,https://www.matchwalls.com/de/sitemap_collections_1.xml?from=436915699939&to=665363448184,429,https://www.matchwalls.com/de/collections/las-palmas-wallpaper-2,,,no,,no,Your connection needs to be verified before you can proceed,Verifying your connection...,REQUIERE DECISION HUMANA,"Coleccion geografica candidata: decidir por pais/idioma con datos de demanda, contenido y canibalizacion.",
geo_collection_candidate,https://www.matchwalls.com/de/collections/leon-wallpaper-2,de,collection,leon-wallpaper-2,,,2026-06-15T14:49:07+02:00,https://www.matchwalls.com/de/sitemap_collections_1.xml?from=436915699939&to=665363448184,429,https://www.matchwalls.com/de/collections/leon-wallpaper-2,,,no,,no,Your connection needs to be verified before you can proceed,Verifying your connection...,REQUIERE DECISION HUMANA,"Coleccion geografica candidata: decidir por pais/idioma con datos de demanda, contenido y canibalizacion.",
geo_collection_candidate,https://www.matchwalls.com/de/collections/lille-wallpaper-1,de,collection,lille-wallpaper-1,suffix_minus_1,,2026-06-15T14:49:07+02:00,https://www.matchwalls.com/de/sitemap_collections_1.xml?from=436915699939&to=665363448184,429,https://www.matchwalls.com/de/collections/lille-wallpaper-1,,,no,,no,Your connection needs to be verified before you can proceed,Verifying your connection...,REQUIERE DECISION HUMANA,"Coleccion geografica candidata: decidir por pais/idioma con datos de demanda, contenido y canibalizacion.",
geo_collection_candidate,https://www.matchwalls.com/de/collections/lleida-wallpaper-2,de,collection,lleida-wallpaper-2,,,2026-06-15T14:49:07+02:00,https://www.matchwalls.com/de/sitemap_collections_1.xml?from=436915699939&to=665363448184,429,https://www.matchwalls.com/de/collections/lleida-wallpaper-2,,,no,,no,Your connection needs to be verified before you can proceed,Verifying your connection...,REQUIERE DECISION HUMANA,"Coleccion geografica candidata: decidir por pais/idioma con datos de demanda, contenido y canibalizacion.",
