path,final_status,redirect_hops,final_url,canonical,h1,chain
/products/ethereal-flow-blanco-y-negro-copia,200,1,https://www.matchwalls.com/products/ethereal-flow-verde,https://www.matchwalls.com/products/ethereal-flow-verde,Ethereal Flow Verde,301 https://www.matchwalls.com/products/ethereal-flow-blanco-y-negro-copia -> /products/ethereal-flow-verde | 200 https://www.matchwalls.com/products/ethereal-flow-verde
/products/ethereal-flow-verde,200,0,https://www.matchwalls.com/products/ethereal-flow-verde,https://www.matchwalls.com/products/ethereal-flow-verde,Ethereal Flow Verde,200 https://www.matchwalls.com/products/ethereal-flow-verde
/products/ethereal-flow-verde-copia,200,1,https://www.matchwalls.com/products/ethereal-flow-azul,https://www.matchwalls.com/products/ethereal-flow-azul,Ethereal Flow Azul,301 https://www.matchwalls.com/products/ethereal-flow-verde-copia -> /products/ethereal-flow-azul | 200 https://www.matchwalls.com/products/ethereal-flow-azul
/products/ethereal-groves-azul-copia,200,1,https://www.matchwalls.com/products/ethereal-flow-blanco-negro,https://www.matchwalls.com/products/ethereal-flow-blanco-negro,Ethereal Flow Blanco y Negro,301 https://www.matchwalls.com/products/ethereal-groves-azul-copia -> /products/ethereal-flow-blanco-negro | 200 https://www.matchwalls.com/products/ethereal-flow-blanco-negro
/products/floral-cascade-lila,200,0,https://www.matchwalls.com/products/floral-cascade-lila,https://www.matchwalls.com/products/floral-cascade-lila,Floral Cascade Lila,200 https://www.matchwalls.com/products/floral-cascade-lila
/products/floral-cascade-rosa,200,0,https://www.matchwalls.com/products/floral-cascade-rosa,https://www.matchwalls.com/products/floral-cascade-rosa,Floral Cascade Rosa,200 https://www.matchwalls.com/products/floral-cascade-rosa
/products/floral-cascade-rosa-copy-1,200,1,https://www.matchwalls.com/products/floral-cascade-lila,https://www.matchwalls.com/products/floral-cascade-lila,Floral Cascade Lila,301 https://www.matchwalls.com/products/floral-cascade-rosa-copy-1 -> /products/floral-cascade-lila | 200 https://www.matchwalls.com/products/floral-cascade-lila
/products/linear-dynamics-azul-blanco,200,0,https://www.matchwalls.com/products/linear-dynamics-azul-blanco,https://www.matchwalls.com/products/linear-dynamics-azul-blanco,Linear Dynamics Azul y Blanco,200 https://www.matchwalls.com/products/linear-dynamics-azul-blanco
/products/linear-dynamics-azul-marino-copia,200,1,https://www.matchwalls.com/products/linear-dynamics-azul-blanco,https://www.matchwalls.com/products/linear-dynamics-azul-blanco,Linear Dynamics Azul y Blanco,301 https://www.matchwalls.com/products/linear-dynamics-azul-marino-copia -> /products/linear-dynamics-azul-blanco | 200 https://www.matchwalls.com/products/linear-dynamics-azul-blanco
/products/linear-dynamics-rojo-copia,200,1,https://www.matchwalls.com/products/linear-dynamics-rosa-2,https://www.matchwalls.com/products/linear-dynamics-rosa-2,Linear Dynamics Rosa,301 https://www.matchwalls.com/products/linear-dynamics-rojo-copia -> /products/linear-dynamics-rosa-2 | 200 https://www.matchwalls.com/products/linear-dynamics-rosa-2
/products/linear-dynamics-rosa-2,200,0,https://www.matchwalls.com/products/linear-dynamics-rosa-2,https://www.matchwalls.com/products/linear-dynamics-rosa-2,Linear Dynamics Rosa,200 https://www.matchwalls.com/products/linear-dynamics-rosa-2
/products/melodic-flow,404,0,https://www.matchwalls.com/products/melodic-flow,https://www.matchwalls.com/404,,404 https://www.matchwalls.com/products/melodic-flow
/products/muestra-aurora-maritima-rosa,200,0,https://www.matchwalls.com/products/muestra-aurora-maritima-rosa,https://www.matchwalls.com/products/muestra-aurora-maritima-rosa,Muestra de Aurora Marítima Elegance Rosa,200 https://www.matchwalls.com/products/muestra-aurora-maritima-rosa
/products/muestra-de-botanical-grid-marron-copy,200,1,https://www.matchwalls.com/products/muestra-de-floral-cascade-rosa,https://www.matchwalls.com/products/muestra-de-floral-cascade-rosa,Muestra de Floral Cascade Rosa,301 https://www.matchwalls.com/products/muestra-de-botanical-grid-marron-copy -> /products/muestra-de-floral-cascade-rosa | 200 https://www.matchwalls.com/products/muestra-de-floral-cascade-rosa
/products/muestra-de-enchanted-garden-symphony-multicolor-copia,200,1,https://www.matchwalls.com/products/muestra-de-enchanted-garden-symphony-negro-copia,https://www.matchwalls.com/products/muestra-de-enchanted-garden-symphony-negro-copia,Muestra de Enchanted Garden Symphony Negro,301 https://www.matchwalls.com/products/muestra-de-enchanted-garden-symphony-multicolor-copia -> /products/muestra-de-enchanted-garden-symphony-negro-copia | 200 https://www.matchwalls.com/products/muestra-de-enchanted-garden-symphony-negro-copia
/products/muestra-de-enchanted-garden-symphony-negro-copia,200,0,https://www.matchwalls.com/products/muestra-de-enchanted-garden-symphony-negro-copia,https://www.matchwalls.com/products/muestra-de-enchanted-garden-symphony-negro-copia,Muestra de Enchanted Garden Symphony Negro,200 https://www.matchwalls.com/products/muestra-de-enchanted-garden-symphony-negro-copia
/products/muestra-de-floral-cascade-lila,200,0,https://www.matchwalls.com/products/muestra-de-floral-cascade-lila,https://www.matchwalls.com/products/muestra-de-floral-cascade-lila,Muestra de Floral Cascade Lila,200 https://www.matchwalls.com/products/muestra-de-floral-cascade-lila
/products/muestra-de-floral-cascade-rosa,200,0,https://www.matchwalls.com/products/muestra-de-floral-cascade-rosa,https://www.matchwalls.com/products/muestra-de-floral-cascade-rosa,Muestra de Floral Cascade Rosa,200 https://www.matchwalls.com/products/muestra-de-floral-cascade-rosa
/products/muestra-de-floral-cascade-rosa-copy,200,1,https://www.matchwalls.com/products/muestra-de-floral-cascade-lila,https://www.matchwalls.com/products/muestra-de-floral-cascade-lila,Muestra de Floral Cascade Lila,301 https://www.matchwalls.com/products/muestra-de-floral-cascade-rosa-copy -> /products/muestra-de-floral-cascade-lila | 200 https://www.matchwalls.com/products/muestra-de-floral-cascade-lila
/products/muestra-de-spectrum-grid-multicolor-1,200,0,https://www.matchwalls.com/products/muestra-de-spectrum-grid-multicolor-1,https://www.matchwalls.com/products/muestra-de-spectrum-grid-multicolor-1,Muestra de Spectrum Grid Multicolor Pastel,200 https://www.matchwalls.com/products/muestra-de-spectrum-grid-multicolor-1
/products/muestra-de-spectrum-grid-multicolor-copy,200,1,https://www.matchwalls.com/products/muestra-de-spectrum-grid-multicolor-1,https://www.matchwalls.com/products/muestra-de-spectrum-grid-multicolor-1,Muestra de Spectrum Grid Multicolor Pastel,301 https://www.matchwalls.com/products/muestra-de-spectrum-grid-multicolor-copy -> /products/muestra-de-spectrum-grid-multicolor-1 | 200 https://www.matchwalls.com/products/muestra-de-spectrum-grid-multicolor-1
/products/muestra-desnudos-blanco-y-negro,404,1,https://www.matchwalls.com/collections/muestras,https://www.matchwalls.com/404,,301 https://www.matchwalls.com/products/muestra-desnudos-blanco-y-negro -> /collections/muestras | 404 https://www.matchwalls.com/collections/muestras
/products/muestra-eternal-marble-elegance-multicolor,200,1,https://www.matchwalls.com/products/muestra-aurora-maritima-rosa,https://www.matchwalls.com/products/muestra-aurora-maritima-rosa,Muestra de Aurora Marítima Elegance Rosa,301 https://www.matchwalls.com/products/muestra-eternal-marble-elegance-multicolor -> /products/muestra-aurora-maritima-rosa | 200 https://www.matchwalls.com/products/muestra-aurora-maritima-rosa
/products/poster-de-papel-mate-calidad-museo-con-marco-de-madera,404,1,https://www.matchwalls.com/products/echoing-corridor-3,https://www.matchwalls.com/404,,301 https://www.matchwalls.com/products/poster-de-papel-mate-calidad-museo-con-marco-de-madera -> /products/echoing-corridor-3 | 404 https://www.matchwalls.com/products/echoing-corridor-3
/products/punto-de-conexion-blanco-negro,200,0,https://www.matchwalls.com/products/punto-de-conexion-blanco-negro,https://www.matchwalls.com/products/punto-de-conexion-blanco-negro,Punto de conexión Blanco y negro,200 https://www.matchwalls.com/products/punto-de-conexion-blanco-negro
/products/punto-de-conexion-negro-copia,200,1,https://www.matchwalls.com/products/punto-de-conexion-blanco-negro,https://www.matchwalls.com/products/punto-de-conexion-blanco-negro,Punto de conexión Blanco y negro,301 https://www.matchwalls.com/products/punto-de-conexion-negro-copia -> /products/punto-de-conexion-blanco-negro | 200 https://www.matchwalls.com/products/punto-de-conexion-blanco-negro
/products/rusted-horizon-marron-copia,404,1,https://www.matchwalls.com/products/ember-glow-marron,https://www.matchwalls.com/404,,301 https://www.matchwalls.com/products/rusted-horizon-marron-copia -> /products/ember-glow-marron | 404 https://www.matchwalls.com/products/ember-glow-marron
/products/sombras-tropicales-blanco-y-negro-2,200,0,https://www.matchwalls.com/products/sombras-tropicales-blanco-y-negro-2,https://www.matchwalls.com/products/sombras-tropicales-blanco-y-negro-2,Sombras Tropicales Blanco y negro 2,200 https://www.matchwalls.com/products/sombras-tropicales-blanco-y-negro-2
/products/sombras-tropicales-blanco-y-negro-copy,200,1,https://www.matchwalls.com/products/sombras-tropicales-blanco-y-negro-2,https://www.matchwalls.com/products/sombras-tropicales-blanco-y-negro-2,Sombras Tropicales Blanco y negro 2,301 https://www.matchwalls.com/products/sombras-tropicales-blanco-y-negro-copy -> /products/sombras-tropicales-blanco-y-negro-2 | 200 https://www.matchwalls.com/products/sombras-tropicales-blanco-y-negro-2
/products/urban-geometrico,404,1,https://www.matchwalls.com/products/urban-geometrico-beige,https://www.matchwalls.com/404,,301 https://www.matchwalls.com/products/urban-geometrico -> /products/urban-geometrico-beige | 404 https://www.matchwalls.com/products/urban-geometrico-beige
/products/urban-geometrico-beige,404,0,https://www.matchwalls.com/products/urban-geometrico-beige,https://www.matchwalls.com/404,,404 https://www.matchwalls.com/products/urban-geometrico-beige
/products/urban-geometrico-beige-copia,404,1,https://www.matchwalls.com/products/urban-geometrico-gris,https://www.matchwalls.com/404,,301 https://www.matchwalls.com/products/urban-geometrico-beige-copia -> /products/urban-geometrico-gris | 404 https://www.matchwalls.com/products/urban-geometrico-gris
/products/urban-geometrico-gris,404,0,https://www.matchwalls.com/products/urban-geometrico-gris,https://www.matchwalls.com/404,,404 https://www.matchwalls.com/products/urban-geometrico-gris
/products/urban-sketch-beige-copia,ERROR,0,https://www.matchwalls.com/products/urban-sketch-beige-copia,,,ERROR https://www.matchwalls.com/products/urban-sketch-beige-copia ERROR <urlopen error _ssl.c:989: The handshake operation timed out>
/products/vetas-de-luz-blanco,200,0,https://www.matchwalls.com/products/vetas-de-luz-blanco,https://www.matchwalls.com/products/vetas-de-luz-blanco,Vetas de luz Blanco,200 https://www.matchwalls.com/products/vetas-de-luz-blanco
/products/vetasde-luz-blanco,200,1,https://www.matchwalls.com/products/vetas-de-luz-blanco,https://www.matchwalls.com/products/vetas-de-luz-blanco,Vetas de luz Blanco,301 https://www.matchwalls.com/products/vetasde-luz-blanco -> /products/vetas-de-luz-blanco | 200 https://www.matchwalls.com/products/vetas-de-luz-blanco
