lote,fecha,idioma,index,title,href,standby_reason,estado
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","43","Teenager Room Wallpaper","/en/collections/mural-for-teenage-rooms-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","45","White Wallpaper","/en/collections/white-painted-papers-matchwallswallpapers","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","46","Yellow Wallpaper","/en/collections/yellow-painted-papers-matchwallswallpapers","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","1","Nouveaux Papiers Peints","/fr/collections/nouveaux-matchalls-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","3","Papier Peint 3D","/fr/collections/structure-murale-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","8","Papier Peint Artistique","/fr/collections/peintures-murales-artistiques-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","14","Papier Peint Beige","/fr/collections/papiers-peints-beige-matchwallswallpapers","HANDLE_STANDBY_BRAND_LEGACY|HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","17","Papier Peint Blanc","/fr/collections/papiers-peints-blancs-matchwallswallpapers","HANDLE_STANDBY_BRAND_LEGACY|HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","18","Papier Peint Bleu","/fr/collections/papiers-peints-en-bleu-matchwallswallpapers","HANDLE_STANDBY_BRAND_LEGACY|HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","20","Papier Peint Botanique","/fr/collections/peintures-murales-botaniques-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","25","Papier Peint Chambre Ados","/fr/collections/peinture-murale-pour-les-salles-dadolescents-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","30","Papier Peint de Paysages","/fr/collections/paysages-muraux-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","32","Papier Peint Floral","/fr/collections/peintures-murales-florales-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","33","Papier Peint Graphique","/fr/collections/peintures-murales-graphiques-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","35","Papier Peint Gris","/fr/collections/papiers-gris-peints-matchwallswallpapers","HANDLE_STANDBY_BRAND_LEGACY|HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","42","Papier Peint Japonais","/fr/collections/peintures-murales-japonaises-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","43","Papier Peint Jaune","/fr/collections/papiers-peints-jaunes-matchwallswallpapers","HANDLE_STANDBY_BRAND_LEGACY|HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","46","Papier Peint Noir et Blanc","/fr/collections/papiers-peints-en-noir-et-blanc-matchwallswalpapers","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","48","Papier Peint Styles Géométriques","/fr/collections/peintures-murales-geometriques-matchwallsmurs","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","2","Botanische Tapete","/de/collections/botanische-wandgemalde-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","3","Florale Tapete","/de/collections/blumengemalde-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","4","Geometrische Tapetenstile","/de/collections/geometrische-wandmalereien-matchwallsmurs","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","5","Grafische Tapete","/de/collections/grafische-wandgemalde-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","6","Künstlerische Tapete","/de/collections/kunstlerische-wandgemalde-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","7","Neue Tapeten","/de/collections/neue-matchwalls-matchwallsmurals-wandbilder","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","9","Tapete 3D","/de/collections/wandmalereistruktur-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","11","Tapete Alicante","/de/collections/alicante-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","12","Tapete Almería","/de/collections/almeria-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","13","Tapete Asturien","/de/collections/asturias-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","14","Tapete Badajoz","/de/collections/badajoz-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","15","Tapete Barcelona","/de/collections/barcelona-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","16","Tapete Beige","/de/collections/beige-bemalte-papiere-matchwallswallpapers","HANDLE_STANDBY_BRAND_LEGACY|HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","17","Tapete Bizkaia","/de/collections/bizkaia-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","18","Tapete Black Friday","/de/collections/schwarzer-freitag-wallpaper","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","19","Tapete Blau","/de/collections/blau-gestrichene-papiere-matchwallswallpapers","HANDLE_STANDBY_BRAND_LEGACY|HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","20","Tapete Bordeaux","/de/collections/bordeaux-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","21","Tapete Burgos","/de/collections/burgos-wallpaper","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","24","Tapete Cuenca","/de/collections/basin-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","25","Tapete Cáceres","/de/collections/caceres-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","26","Tapete Cádiz","/de/collections/cadiz-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","27","Tapete Córdoba","/de/collections/cordoba-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","28","Tapete Gelb","/de/collections/gelb-bemalte-papiere-matchwallswallpapers","HANDLE_STANDBY_BRAND_LEGACY|HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","29","Tapete Gipuzkoa","/de/collections/gipuzkoa-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","33","Tapete Grau","/de/collections/gray-painted-papers-matchwallswallpapers","HANDLE_STANDBY_BRAND_LEGACY|HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","34","Tapete Guadalajara","/de/collections/guadalajara-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","35","Tapete Huelva","/de/collections/huelva-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","36","Tapete Huesca","/de/collections/huesca-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","37","Tapete Japanisch","/de/collections/japanische-wandmalereien-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","39","Tapete Jugendzimmer","/de/collections/wandbild-fur-teenagerzimmer-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","40","Tapete Kantabrien","/de/collections/cantabria-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","42","Tapete La Rioja","/de/collections/la-rioja-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","43","Tapete mit Landschaften","/de/collections/mural-landscapes-matchwallsmurals-2","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","44","Tapete Schwarz-Weiß","/de/collections/schwarz-weiss-malpapiere-matchwallswalpapers","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","45","Tapete Straßburg","/de/collections/strassburg-wallpaper","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","46","Tapete Weiß","/de/collections/weiss-gestrichene-papiere-matchwallswallpapers","HANDLE_STANDBY_BRAND_LEGACY|HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","47","Tapete Álava","/de/collections/alava-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","de","48","Tapete Ávila","/de/collections/avila-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","2","Artistiek Behang","/nl/collections/artistieke-muurschilderingen-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","3","Behang 3D","/nl/collections/muurschilderingen-structuur-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","4","Behang Albacete","/nl/collections/albacete-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","5","Behang Alicante","/nl/collections/alicante-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","6","Behang Almería","/nl/collections/almeria-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","7","Behang Asturias","/nl/collections/asturias-wallpaper","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","8","Behang Badajoz","/nl/collections/badajoz-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","9","Behang Barcelona","/nl/collections/barcelona-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","10","Behang Beige","/nl/collections/beige-painted-papers-matchwallswallpapers-3","HANDLE_STANDBY_BRAND_LEGACY|HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","11","Behang Bizkaia","/nl/collections/bizkaia-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","12","Behang Black Friday","/nl/collections/black-friday-wallpaper","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","13","Behang Blauw","/nl/collections/blue-painted-papers-matchwallswallpapers","HANDLE_STANDBY_BRAND_LEGACY|HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","14","Behang Bordeaux","/nl/collections/bordeaux-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","15","Behang Burgos","/nl/collections/burgos-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","16","Behang Cantabria","/nl/collections/cantabria-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","17","Behang Castellón","/nl/collections/castellon-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","19","Behang Cuenca","/nl/collections/bassin-wallpaper","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","20","Behang Cáceres","/nl/collections/caceres-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","21","Behang Cádiz","/nl/collections/cadiz-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","22","Behang Córdoba","/nl/collections/cordoba-wallpaper","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","23","Behang Geel","/nl/collections/geel-geschilderde-papieren-matchwallswallpapers","HANDLE_STANDBY_BRAND_LEGACY|HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","24","Behang Gipuzkoa","/nl/collections/gipuzkoa-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","25","Behang Girona","/nl/collections/girona-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","27","Behang Granada","/nl/collections/granada-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","28","Behang Grijs","/nl/collections/gray-painted-papers-matchwallswallpapers-2","HANDLE_STANDBY_BRAND_LEGACY|HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","29","Behang Guadalajara","/nl/collections/guadalajara-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","30","Behang Huelva","/nl/collections/huelva-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","31","Behang Huesca","/nl/collections/huesca-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","32","Behang Japans","/nl/collections/japanse-muurschilderingen-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","33","Behang Jaén","/nl/collections/jaene-wallpaper","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","34","Behang La Coruña","/nl/collections/la-coruna-wallpaper-1","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","35","Behang La Rioja","/nl/collections/la-rioja-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","36","Behang met Landschappen","/nl/collections/muurschildering-landschappen-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","38","Behang Tienerkamer","/nl/collections/muurschildering-voor-tienerkamers-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","39","Behang Wit","/nl/collections/white-painted-papers-matchwallswallpapers-2","HANDLE_STANDBY_BRAND_LEGACY|HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","40","Behang Zwart-Wit","/nl/collections/zwart-wit-geschilderde-papieren-matchwallswalpapers","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","41","Behang Álava","/nl/collections/alava-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","42","Behang Ávila","/nl/collections/avila-wallpaper-2","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","43","Bloemenbehang","/nl/collections/bloemenmuurschilderingen-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","44","Botanisch Behang","/nl/collections/botanische-muurschilderingen-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","45","Geometrische Behangstijlen","/nl/collections/geometrische-muurschilderingen-matchwallsmurs","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","46","Grafisch Behang","/nl/collections/grafische-muurschilderingen-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","47","Nieuw Behang","/nl/collections/nieuwe-matchwalls-matchwallsmurals-muurschilderingen","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","nl","48","Zelfklevend Peel & Stick Behang","/nl/collections/peel-stick-zelf-adhesive-wallpaper","HANDLE_STANDBY_ENGLISH_IN_NON_EN","STANDBY"
