product_gid,legacy_resource_id,title,representative_url,rolling_block,previous_seo_hidden,new_seo_hidden_value,new_seo_hidden_type,admin_verified_by,admin_updatedAt_observed,status,productType,templateSuffix,estado
gid://shopify/Product/14835721109880,14835721109880,Muestra de Cuadrícula Clásica  Rosa,https://www.matchwalls.com/products/muestra-de-cuadricula-clasica-rosa,011B5-01,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:53:54Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835719569784,14835719569784,Muestra de Damas Clásicas Azul,https://www.matchwalls.com/products/muestra-de-damas-clasicas-azul,011B5-01,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:53:54Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835719471480,14835719471480,Muestra de Damas Clásicas Beige,https://www.matchwalls.com/products/muestra-de-damas-clasicas-beige,011B5-01,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:53:54Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835719668088,14835719668088,Muestra de Damas Clásicas Lila,https://www.matchwalls.com/products/muestra-de-damas-clasicas-lila,011B5-01,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:53:54Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835714818424,14835714818424,Muestra de Floral Symphony Multicolor,https://www.matchwalls.com/products/muestra-de-floral-symphony-multicolor,011B5-01,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:53:54Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835717276024,14835717276024,Muestra de Golden Woodland Rosa,https://www.matchwalls.com/products/muestra-de-golden-woodland-rosa,011B5-01,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:53:54Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835717243256,14835717243256,Muestra de Golden Woodland Verde,https://www.matchwalls.com/products/muestra-de-golden-woodland-verde,011B5-01,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:53:54Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14858207756664,14858207756664,Muestra de Green Meadow Dreams,https://www.matchwalls.com/products/muestra-de-green-meadow-dreams,011B5-01,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:53:54Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14858732405112,14858732405112,Muestra de Highland Plaid Rosa,https://www.matchwalls.com/products/muestra-de-highland-plaid-rosa,011B5-01,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:53:54Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14858732372344,14858732372344,Muestra de Highland Plaid Verde,https://www.matchwalls.com/products/muestra-de-highland-plaid-verde,011B5-01,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:53:54Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14858207822200,14858207822200,Muestra de Jungle Safari Adventure,https://www.matchwalls.com/products/muestra-de-jungle-safari-adventure,011B5-01,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:53:54Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835715735928,14835715735928,Muestra de Misty Blossom Azul,https://www.matchwalls.com/products/muestra-de-misty-blossom-azul,011B5-01,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:53:54Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835715572088,14835715572088,Muestra de Misty Blossom Gris,https://www.matchwalls.com/products/muestra-de-misty-blossom-gris,011B5-01,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:53:54Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835715867000,14835715867000,Muestra de Misty Blossom Lila,https://www.matchwalls.com/products/muestra-de-misty-blossom-lila,011B5-02,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:56:05Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835715801464,14835715801464,Muestra de Misty Blossom Verde,https://www.matchwalls.com/products/muestra-de-misty-blossom-verde,011B5-02,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:56:05Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835718390136,14835718390136,Muestra de Peaks Azul,https://www.matchwalls.com/products/muestra-de-peaks-azul,011B5-02,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:56:05Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835718226296,14835718226296,Muestra de Peaks Gris,https://www.matchwalls.com/products/muestra-de-peaks-gris,011B5-02,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:56:05Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835718521208,14835718521208,Muestra de Peaks Rosa,https://www.matchwalls.com/products/muestra-de-peaks-rosa,011B5-02,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:56:05Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835718619512,14835718619512,Muestra de Peaks Verde,https://www.matchwalls.com/products/muestra-de-peaks-verde,011B5-02,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:56:05Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835714425208,14835714425208,Muestra de Playful Stripes Amarillo,https://www.matchwalls.com/products/muestra-de-playful-stripes-amarillo,011B5-02,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:56:05Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835714654584,14835714654584,Muestra de Playful Stripes Azul,https://www.matchwalls.com/products/muestra-de-playful-stripes-azul,011B5-02,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:56:05Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835714687352,14835714687352,Muestra de Playful Stripes Beige,https://www.matchwalls.com/products/muestra-de-playful-stripes-beige,011B5-02,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:56:05Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835714556280,14835714556280,Muestra de Playful Stripes Multicolor,https://www.matchwalls.com/products/muestra-de-playful-stripes-multicolor,011B5-02,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:56:05Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835755188600,14835755188600,Muestra de Puzzle de Letras Azul,https://www.matchwalls.com/products/muestra-de-puzzle-de-letras-azul,011B5-02,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:56:05Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835755123064,14835755123064,Muestra de Puzzle de Letras Blanco y Negro,https://www.matchwalls.com/products/muestra-de-puzzle-de-letras-blanco-y-negro,011B5-02,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:56:05Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835755581816,14835755581816,Muestra de Puzzle de Letras Lila,https://www.matchwalls.com/products/muestra-de-puzzle-de-letras-lila,011B5-02,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:56:05Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835755450744,14835755450744,Muestra de Puzzle de Letras Marron,https://www.matchwalls.com/products/muestra-de-puzzle-de-letras-marron,011B5-02,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:56:05Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835755352440,14835755352440,Muestra de Puzzle de Letras Verde,https://www.matchwalls.com/products/muestra-de-puzzle-de-letras-verde,011B5-02,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:56:05Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835714261368,14835714261368,Muestra de Stripe Harmony Azul,https://www.matchwalls.com/products/muestra-de-stripe-harmony-azul,011B5-02,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:56:05Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835714097528,14835714097528,Muestra de Stripe Harmony Multicolor,https://www.matchwalls.com/products/muestra-de-stripe-harmony-multicolor,011B5-02,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:56:05Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835714359672,14835714359672,Muestra de Stripe Harmony Rosa,https://www.matchwalls.com/products/muestra-de-stripe-harmony-rosa,011B5-02,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:56:05Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835714195832,14835714195832,Muestra de Stripe Harmony Verde,https://www.matchwalls.com/products/muestra-de-stripe-harmony-verde,011B5-02,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:56:05Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835720651128,14835720651128,Muestra de Tartán Contemporáneo Amarillo,https://www.matchwalls.com/products/muestra-de-tartan-contemporaneo-amarillo,011B5-02,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:56:05Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835720814968,14835720814968,Muestra de Tartán Contemporáneo Azul,https://www.matchwalls.com/products/muestra-de-tartan-contemporaneo-azul,011B5-02,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:56:05Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835720716664,14835720716664,Muestra de Tartán Contemporáneo Beige,https://www.matchwalls.com/products/muestra-de-tartan-contemporaneo-beige,011B5-02,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:56:05Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835720454520,14835720454520,Muestra de Tartán Contemporáneo Gris,https://www.matchwalls.com/products/muestra-de-tartan-contemporaneo-gris,011B5-02,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:56:05Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835720913272,14835720913272,Muestra de Tartán Contemporáneo Rosa,https://www.matchwalls.com/products/muestra-de-tartan-contemporaneo-rosa,011B5-02,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:56:05Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835720585592,14835720585592,Muestra de Tartán Contemporáneo Verde,https://www.matchwalls.com/products/muestra-de-tartan-contemporaneo-verde,011B5-02,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:56:05Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835719963000,14835719963000,Muestra de Tartán Sutil Beige,https://www.matchwalls.com/products/muestra-de-tartan-sutil-beige,011B5-03,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:59:21Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835719864696,14835719864696,Muestra de Tartán Sutil Lila,https://www.matchwalls.com/products/muestra-de-tartan-sutil-lila,011B5-03,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:59:21Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835720356216,14835720356216,Muestra de Tartán Sutil Marrón,https://www.matchwalls.com/products/muestra-de-tartan-sutil-marron,011B5-03,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:59:21Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835720094072,14835720094072,Muestra de Tartán Sutil Rosa,https://www.matchwalls.com/products/muestra-de-tartan-sutil-rosa,011B5-03,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:59:21Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835720225144,14835720225144,Muestra de Tartán Sutil Verde,https://www.matchwalls.com/products/muestra-de-tartan-sutil-verde,011B5-03,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:59:21Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835718652280,14835718652280,Muestra de Verdant Valle  Beige,https://www.matchwalls.com/products/muestra-de-verdant-valle-beige,011B5-03,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:59:21Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835718750584,14835718750584,Muestra de Verdant Valle Azul,https://www.matchwalls.com/products/muestra-de-verdant-valle-azul,011B5-03,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:59:21Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835719045496,14835719045496,Muestra de Verdant Valle Gris,https://www.matchwalls.com/products/muestra-de-verdant-valle-gris,011B5-03,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:59:21Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835718848888,14835718848888,Muestra de Verdant Valle Rosa,https://www.matchwalls.com/products/muestra-de-verdant-valle-rosa,011B5-03,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:59:21Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835718914424,14835718914424,Muestra de Verdant Valle Verde,https://www.matchwalls.com/products/muestra-de-verdant-valle-verde,011B5-03,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:59:21Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835716882808,14835716882808,Muestra de Whispering Forest Azul,https://www.matchwalls.com/products/muestra-de-whispering-forest-azul,011B5-03,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:59:21Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835716587896,14835716587896,Muestra de Whispering Forest Gris,https://www.matchwalls.com/products/muestra-de-whispering-forest-gris,011B5-03,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:59:21Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835717013880,14835717013880,Muestra de Whispering Forest Marrón,https://www.matchwalls.com/products/muestra-de-whispering-forest-marron,011B5-03,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:59:21Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835716751736,14835716751736,Muestra de Whispering Forest Rosa,https://www.matchwalls.com/products/muestra-de-whispering-forest-rosa,011B5-03,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:59:21Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835716718968,14835716718968,Muestra de Whispering Forest Verde,https://www.matchwalls.com/products/muestra-de-whispering-forest-verde,011B5-03,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:59:21Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835714949496,14835714949496,Muestra de Wildflower Whisper Azul,https://www.matchwalls.com/products/muestra-de-wildflower-whisper-azul,011B5-03,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:59:21Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835715178872,14835715178872,Muestra de Wildflower Whisper Lila,https://www.matchwalls.com/products/muestra-de-wildflower-whisper-lila,011B5-03,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:59:21Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835715309944,14835715309944,Muestra de Wildflower Whisper Marrón,https://www.matchwalls.com/products/muestra-de-wildflower-whisper-marron,011B5-03,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:59:21Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835715244408,14835715244408,Muestra de Wildflower Whisper Multicolor,https://www.matchwalls.com/products/muestra-de-wildflower-whisper-multicolor,011B5-03,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:59:21Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835715441016,14835715441016,Muestra de Wildflower Whisper Rosa,https://www.matchwalls.com/products/muestra-de-wildflower-whisper-rosa,011B5-03,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:59:21Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835717603704,14835717603704,Muestra de World Explorer Azul,https://www.matchwalls.com/products/muestra-de-world-explorer-azul,011B5-03,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:59:21Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835717538168,14835717538168,Muestra de World Explorer Gris,https://www.matchwalls.com/products/muestra-de-world-explorer-gris,011B5-03,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:59:21Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835718029688,14835718029688,Muestra de World Explorer Marrón,https://www.matchwalls.com/products/muestra-de-world-explorer-marron,011B5-03,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:59:21Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835717734776,14835717734776,Muestra de World Explorer Rosa,https://www.matchwalls.com/products/muestra-de-world-explorer-rosa,011B5-03,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:59:21Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
gid://shopify/Product/14835717800312,14835717800312,Muestra de World Explorer Verde,https://www.matchwalls.com/products/muestra-de-world-explorer-verde,011B5-03,null,1,number_integer,GraphQL ReadProductsForSeoHidden final read,2026-06-26T22:59:21Z,ACTIVE,Muestra,muestra,CORREGIDO Y VERIFICADO
