label,url,httpStatus,finalUrl,contentType,canonical,robots,htmlLang,hreflangCount,h1Count,h1,title,textLen,estado,issues
geo_barcelona,https://www.matchwalls.com/collections/comprar-papel-pintado-barcelona,200,https://www.matchwalls.com/collections/comprar-papel-pintado-barcelona,text/html; charset=utf-8,https://www.matchwalls.com/collections/comprar-papel-pintado-barcelona,,es,8,1,Papel pintado Barcelona,Comprar papel pintado Barcelona - MatchWalls,17754,VERIFICADO Y CORRECTO,
about_fr,https://www.matchwalls.com/fr/pages/a-propos-de-nous,200,https://www.matchwalls.com/fr/pages/a-propos-de-nous,text/html; charset=utf-8,https://www.matchwalls.com/fr/pages/a-propos-de-nous,,fr,8,1,À propos de MatchWalls — Experts en papiers peints et fresques murales,À propos de MatchWalls — Experts en papier peint,12691,VERIFICADO Y CORRECTO,
about_nl,https://www.matchwalls.com/nl/pages/over-ons,200,https://www.matchwalls.com/nl/pages/over-ons,text/html; charset=utf-8,https://www.matchwalls.com/nl/pages/over-ons,,nl,8,1,"Over ons — MatchWalls, experts in behang en wanddecoratie",Over MatchWalls — Experts in behang en wanddoeken,12243,VERIFICADO Y CORRECTO,
request_sample_en,https://www.matchwalls.com/en/pages/request-your-sample,200,https://www.matchwalls.com/en/pages/request-your-sample,text/html; charset=utf-8,https://www.matchwalls.com/en/pages/request-your-sample,,en,8,1,Request a wallpaper sample — MatchWalls,Wallpaper samples — MatchWalls,9585,VERIFICADO PERO MEJORABLE,sample_indexable
sample_sitemap,https://www.matchwalls.com/products/muestra-de-stripe-harmony-multicolor,200,https://www.matchwalls.com/products/muestra-de-stripe-harmony-multicolor,text/html; charset=utf-8,https://www.matchwalls.com/products/muestra-de-stripe-harmony-multicolor,,es,8,1,Muestra de Stripe Harmony Multicolor,Muestra de Stripe Harmony Multicolor,9964,VERIFICADO PERO MEJORABLE,sample_indexable
sample_sitemap,https://www.matchwalls.com/products/muestra-de-stripe-harmony-verde,200,https://www.matchwalls.com/products/muestra-de-stripe-harmony-verde,text/html; charset=utf-8,https://www.matchwalls.com/products/muestra-de-stripe-harmony-verde,,es,8,1,Muestra de Stripe Harmony Verde,Muestra de Stripe Harmony Verde,9944,VERIFICADO PERO MEJORABLE,sample_indexable
sample_sitemap,https://www.matchwalls.com/products/muestra-de-stripe-harmony-azul,200,https://www.matchwalls.com/products/muestra-de-stripe-harmony-azul,text/html; charset=utf-8,https://www.matchwalls.com/products/muestra-de-stripe-harmony-azul,,es,8,1,Muestra de Stripe Harmony Azul,Muestra de Stripe Harmony Azul,9940,VERIFICADO PERO MEJORABLE,sample_indexable
sample_sitemap,https://www.matchwalls.com/products/muestra-de-stripe-harmony-rosa,200,https://www.matchwalls.com/products/muestra-de-stripe-harmony-rosa,text/html; charset=utf-8,https://www.matchwalls.com/products/muestra-de-stripe-harmony-rosa,,es,8,1,Muestra de Stripe Harmony Rosa,Muestra de Stripe Harmony Rosa,9940,VERIFICADO PERO MEJORABLE,sample_indexable
sample_sitemap,https://www.matchwalls.com/products/muestra-de-playful-stripes-amarillo,200,https://www.matchwalls.com/products/muestra-de-playful-stripes-amarillo,text/html; charset=utf-8,https://www.matchwalls.com/products/muestra-de-playful-stripes-amarillo,,es,8,1,Muestra de Playful Stripes Amarillo,Muestra de Playful Stripes Amarillo,9998,VERIFICADO PERO MEJORABLE,sample_indexable
suffix_1_sitemap,https://www.matchwalls.com/products/metropolis-sketch-plata-1,200,https://www.matchwalls.com/products/metropolis-sketch-plata-1,text/html; charset=utf-8,https://www.matchwalls.com/products/metropolis-sketch-plata-1,,es,8,1,Metropolis Sketch Plata,Papel Pintado Metropolis Sketch Plata,58609,VERIFICADO Y CORRECTO,
suffix_1_sitemap,https://www.matchwalls.com/products/geometric-elegance-azul-1,200,https://www.matchwalls.com/products/geometric-elegance-azul-1,text/html; charset=utf-8,https://www.matchwalls.com/products/geometric-elegance-azul-1,,es,8,1,Geometric Elegance Azul,Papel Pintado Geometric Elegance Azul,62252,VERIFICADO Y CORRECTO,
suffix_1_sitemap,https://www.matchwalls.com/products/geometric-elegance-verde-1,200,https://www.matchwalls.com/products/geometric-elegance-verde-1,text/html; charset=utf-8,https://www.matchwalls.com/products/geometric-elegance-verde-1,,es,8,1,Geometric Elegance Verde,Papel Pintado Geometric Elegance Verde,62104,VERIFICADO Y CORRECTO,
suffix_1_sitemap,https://www.matchwalls.com/products/geometric-elegance-rosa-1,200,https://www.matchwalls.com/products/geometric-elegance-rosa-1,text/html; charset=utf-8,https://www.matchwalls.com/products/geometric-elegance-rosa-1,,es,8,1,Geometric Elegance Rosa,Papel Pintado Geometric Elegance Rosa,57399,VERIFICADO Y CORRECTO,
suffix_1_sitemap,https://www.matchwalls.com/products/canopy-charm-gris-1,200,https://www.matchwalls.com/products/canopy-charm-gris-1,text/html; charset=utf-8,https://www.matchwalls.com/products/canopy-charm-gris-1,,es,8,1,Canopy Charm Gris,Papel Pintado Canopy Charm Gris,62115,VERIFICADO Y CORRECTO,
