lote,fecha,idioma,index,title,href,absoluteHref,flags,estado
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","4","Almeria Wallpaper","/en/collections/almeria-wallpaper","https://www.matchwalls.com/en/collections/almeria-wallpaper","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","5","Artistic Wallpaper","/en/collections/artistic-murals-matchwallsmurals","https://www.matchwalls.com/en/collections/artistic-murals-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","6","Asturias Wallpaper","/en/collections/asturias-wallpaper-2","https://www.matchwalls.com/en/collections/asturias-wallpaper-2","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","7","Badajoz Wallpaper","/en/collections/badajoz-wallpaper","https://www.matchwalls.com/en/collections/badajoz-wallpaper","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","8","Barcelona Wallpaper","/en/collections/barcelona-wallpaper","https://www.matchwalls.com/en/collections/barcelona-wallpaper","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","9","Basin Wallpaper","/en/collections/basin-wallpaper","https://www.matchwalls.com/en/collections/basin-wallpaper","VISIBLE_TOPONYM_TRANSLATED_INCORRECT","INCORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","10","Beige Wallpaper","/en/collections/beige-painted-papers-matchwallswallpapers","https://www.matchwalls.com/en/collections/beige-painted-papers-matchwallswallpapers","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","11","Bizkaia Wallpaper","/en/collections/bizkaia-wallpaper","https://www.matchwalls.com/en/collections/bizkaia-wallpaper","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","12","Black and White Wallpaper","/en/collections/black-and-white-painted-papers-matchwallswalpapers","https://www.matchwalls.com/en/collections/black-and-white-painted-papers-matchwallswalpapers","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","13","Black Friday Wallpaper","/en/collections/wallpapers-black-friday","https://www.matchwalls.com/en/collections/wallpapers-black-friday","VISIBLE_BLACK_FRIDAY_REVIEW","REQUIERE DECISION HUMANA"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","14","Blue Wallpaper","/en/collections/blue-painted-papers-matchwallswallpapers-2","https://www.matchwalls.com/en/collections/blue-painted-papers-matchwallswallpapers-2","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","15","Bordeaux Wallpaper","/en/collections/bordeaux-wallpaper","https://www.matchwalls.com/en/collections/bordeaux-wallpaper","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","16","Botanical Wallpaper","/en/collections/botanical-murals-matchwallsmurals","https://www.matchwalls.com/en/collections/botanical-murals-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","17","Burgos Wallpaper","/en/collections/burgos-wallpaper-1","https://www.matchwalls.com/en/collections/burgos-wallpaper-1","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","18","Cantabria Wallpaper","/en/collections/cantabria-wallpaper","https://www.matchwalls.com/en/collections/cantabria-wallpaper","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","19","Castellón Wallpaper","/en/collections/castellon-wallpaper","https://www.matchwalls.com/en/collections/castellon-wallpaper","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","20","Ciudad Real Wallpaper","/en/collections/ciudad-real-papel","https://www.matchwalls.com/en/collections/ciudad-real-papel","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","21","Cáceres Wallpaper","/en/collections/caceres-wallpaper","https://www.matchwalls.com/en/collections/caceres-wallpaper","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","22","Cádiz Wallpaper","/en/collections/cadiz-wallpaper","https://www.matchwalls.com/en/collections/cadiz-wallpaper","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","23","Córdoba Wallpaper","/en/collections/cordoba-wallpaper-1","https://www.matchwalls.com/en/collections/cordoba-wallpaper-1","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","24","Floral Wallpaper","/en/collections/floral-murals-matchwallsmurals","https://www.matchwalls.com/en/collections/floral-murals-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","25","Geometric Wallpaper","/en/collections/geometric-murals-matchwallsmurs","https://www.matchwalls.com/en/collections/geometric-murals-matchwallsmurs","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","26","Gipuzkoa Wallpaper","/en/collections/gipuzkoa-wallpaper","https://www.matchwalls.com/en/collections/gipuzkoa-wallpaper","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","27","Girona Wallpaper","/en/collections/girona-wallpaper","https://www.matchwalls.com/en/collections/girona-wallpaper","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","28","Golden Wallpaper","/en/collections/gold-painted-papers-matchwallswallpa","https://www.matchwalls.com/en/collections/gold-painted-papers-matchwallswallpa","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","29","Granada Wallpaper","/en/collections/granada-wallpaper","https://www.matchwalls.com/en/collections/granada-wallpaper","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","30","Graphic Wallpaper","/en/collections/graphical-murals-matchwallsmurals","https://www.matchwalls.com/en/collections/graphical-murals-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","31","Gray Wallpaper","/en/collections/gray-painted-papers-matchwallswallpapers-1","https://www.matchwalls.com/en/collections/gray-painted-papers-matchwallswallpapers-1","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","32","Guadalajara Wallpaper","/en/collections/guadalajara-wallpaper","https://www.matchwalls.com/en/collections/guadalajara-wallpaper","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","33","Huelva Wallpaper","/en/collections/huelva-wallpaper","https://www.matchwalls.com/en/collections/huelva-wallpaper","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","34","Huesca Wallpaper","/en/collections/huesca-wallpaper","https://www.matchwalls.com/en/collections/huesca-wallpaper","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","35","Japanese Wallpaper","/en/collections/japanese-murals-matchwallsmurals","https://www.matchwalls.com/en/collections/japanese-murals-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","36","Jaén Wallpaper","/en/collections/jaen-wallpaper","https://www.matchwalls.com/en/collections/jaen-wallpaper","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","37","La Coruña Wallpaper","/en/collections/la-coruna-wallpaper","https://www.matchwalls.com/en/collections/la-coruna-wallpaper","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","38","La Rioja Wallpaper","/en/collections/la-rioja-wallpaper","https://www.matchwalls.com/en/collections/la-rioja-wallpaper","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","39","Landscapes","/en/collections/mural-landscapes-matchwallsmurals","https://www.matchwalls.com/en/collections/mural-landscapes-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","40","New Wallpapers","/en/collections/new-matchwalls-matchwallsmurals-murals","https://www.matchwalls.com/en/collections/new-matchwalls-matchwallsmurals-murals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","41","Peel & Stick Wallpaper","/en/collections/peel-stick-self-adhesive-wallpaper","https://www.matchwalls.com/en/collections/peel-stick-self-adhesive-wallpaper","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","42","Strasbourg Wallpaper","/en/collections/strasbourg-wallpaper","https://www.matchwalls.com/en/collections/strasbourg-wallpaper","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","43","Teenager Room Wallpaper","/en/collections/mural-for-teenage-rooms-matchwallsmurals","https://www.matchwalls.com/en/collections/mural-for-teenage-rooms-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","44","Wallpaper Offers","/en/collections/offers","https://www.matchwalls.com/en/collections/offers","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","45","White Wallpaper","/en/collections/white-painted-papers-matchwallswallpapers","https://www.matchwalls.com/en/collections/white-painted-papers-matchwallswallpapers","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","46","Yellow Wallpaper","/en/collections/yellow-painted-papers-matchwallswallpapers","https://www.matchwalls.com/en/collections/yellow-painted-papers-matchwallswallpapers","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","47","Álava Wallpaper","/en/collections/alava-wallpaper","https://www.matchwalls.com/en/collections/alava-wallpaper","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","en","48","Ávila Wallpaper","/en/collections/avila-wallpaper","https://www.matchwalls.com/en/collections/avila-wallpaper","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","1","Nouveaux Papiers Peints","/fr/collections/nouveaux-matchalls-matchwallsmurals","https://www.matchwalls.com/fr/collections/nouveaux-matchalls-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","2","Offres","/fr/collections/offres","https://www.matchwalls.com/fr/collections/offres","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","3","Papier Peint 3D","/fr/collections/structure-murale-matchwallsmurals","https://www.matchwalls.com/fr/collections/structure-murale-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","4","Papier Peint Alava","/fr/collections/acheter-papier-peint-alava","https://www.matchwalls.com/fr/collections/acheter-papier-peint-alava","FR_PROPER_NAME_ACCENT_REVIEW","VERIFICADO PERO MEJORABLE"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","5","Papier Peint Albacete","/fr/collections/acheter-papier-peint-albacete","https://www.matchwalls.com/fr/collections/acheter-papier-peint-albacete","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","6","Papier Peint Alicante","/fr/collections/acheter-papier-peint-alicante","https://www.matchwalls.com/fr/collections/acheter-papier-peint-alicante","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","7","Papier Peint Almeria","/fr/collections/acheter-papier-peint-almeria","https://www.matchwalls.com/fr/collections/acheter-papier-peint-almeria","FR_PROPER_NAME_ACCENT_REVIEW","VERIFICADO PERO MEJORABLE"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","8","Papier Peint Artistique","/fr/collections/peintures-murales-artistiques-matchwallsmurals","https://www.matchwalls.com/fr/collections/peintures-murales-artistiques-matchwallsmurals","HANDLE_STANDBY_BRAND_LEGACY","STANDBY"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","9","Papier Peint Asturies","/fr/collections/acheter-papier-peint-asturias","https://www.matchwalls.com/fr/collections/acheter-papier-peint-asturias","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","10","Papier Peint Autocollant Peel & Stick","/fr/collections/peigner-et-coller-auto-fond-decran-adhesif","https://www.matchwalls.com/fr/collections/peigner-et-coller-auto-fond-decran-adhesif","","VERIFICADO Y CORRECTO"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","11","Papier Peint Avila","/fr/collections/acheter-papier-peint-avila","https://www.matchwalls.com/fr/collections/acheter-papier-peint-avila","FR_PROPER_NAME_ACCENT_REVIEW","VERIFICADO PERO MEJORABLE"
"MW-COLLECTIONS-I18N-CARD-TITLES-DIAG-013E14","2026-07-05","fr","12","Papier Peint Badajoz","/fr/collections/acheter-papier-peint-badajoz","https://www.matchwalls.com/fr/collections/acheter-papier-peint-badajoz","","VERIFICADO Y CORRECTO"
