product_gid,legacy_resource_id,current_seo_hidden,proposed_seo_hidden,action_group,representative_title,representative_url,url_count,languages,product_types,product_type_anomaly,priority_anomaly,priority_anomaly_flags,es_mapping_status,es_inferred_main_url,rollback,all_urls,rolling_block
gid://shopify/Product/14835716882808,14835716882808,null,1,CANDIDATO_011B5,Muestra de Whispering Forest Azul,https://www.matchwalls.com/products/muestra-de-whispering-forest-azul,6,es|en|fr|de|it|pt,Amostra|Campione|Muestra|Probe|Sample|Échantillon,no,no,,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/whispering-forest-azul,delete seo.hidden to restore null,https://www.matchwalls.com/products/muestra-de-whispering-forest-azul | https://www.matchwalls.com/en/products/blue-forest-whispering-sample | https://www.matchwalls.com/fr/products/echantillon-de-chuchotement-de-la-foret-bleue | https://www.matchwalls.com/de/products/blue-forest-whispering-probe | https://www.matchwalls.com/it/products/campione-di-sussurri-blu-della-foresta | https://www.matchwalls.com/pt/products/amostra-de-sussurro-da-floresta-azul,011B5-03
gid://shopify/Product/14835716587896,14835716587896,null,1,CANDIDATO_011B5,Muestra de Whispering Forest Gris,https://www.matchwalls.com/products/muestra-de-whispering-forest-gris,6,es|en|fr|de|it|pt,Amostra|Campione|Muestra|Probe|Sample|Échantillon,no,no,,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/whispering-forest-gris,delete seo.hidden to restore null,https://www.matchwalls.com/products/muestra-de-whispering-forest-gris | https://www.matchwalls.com/en/products/gray-forest-whispering-sample | https://www.matchwalls.com/fr/products/echantillon-de-chuchotement-de-foret-grise | https://www.matchwalls.com/de/products/probe-des-grauen-waldes-flustert | https://www.matchwalls.com/it/products/campione-di-sussurri-della-foresta-grigia-1 | https://www.matchwalls.com/pt/products/amostra-de-sussurro-da-floresta-cinza-1,011B5-03
gid://shopify/Product/14835717013880,14835717013880,null,1,CANDIDATO_011B5,Muestra de Whispering Forest Marrón,https://www.matchwalls.com/products/muestra-de-whispering-forest-marron,6,es|en|fr|de|it|pt,Amostra|Campione|Muestra|Probe|Sample|Échantillon,no,no,,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/whispering-forest-marron,delete seo.hidden to restore null,https://www.matchwalls.com/products/muestra-de-whispering-forest-marron | https://www.matchwalls.com/en/products/brown-forest-whispering-sample | https://www.matchwalls.com/fr/products/echantillon-de-chuchotement-de-foret-brune | https://www.matchwalls.com/de/products/probe-des-braunen-waldes-flustert | https://www.matchwalls.com/it/products/campione-di-sussurri-della-foresta-marrone | https://www.matchwalls.com/pt/products/amostra-de-sussurro-da-floresta-marrom,011B5-03
gid://shopify/Product/14835716751736,14835716751736,null,1,CANDIDATO_011B5,Muestra de Whispering Forest Rosa,https://www.matchwalls.com/products/muestra-de-whispering-forest-rosa,7,es|en|fr|de|nl|it|pt,Amostra|Campione|Muestra|Probe|Sample|Steekproef|Échantillon,no,yes,nl_non_nl_sample_term_detected,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/whispering-forest-rosa,delete seo.hidden to restore null,https://www.matchwalls.com/products/muestra-de-whispering-forest-rosa | https://www.matchwalls.com/en/products/forest-pink-whispering-sample | https://www.matchwalls.com/fr/products/echantillon-de-chuchotement-rose-foret | https://www.matchwalls.com/de/products/waldrosa-flusterprobe | https://www.matchwalls.com/nl/products/forest-pink-whispering-sample-1 | https://www.matchwalls.com/it/products/campione-di-sussurri-rosa-della-foresta | https://www.matchwalls.com/pt/products/amostra-de-sussurro-rosa-florestal,011B5-03
gid://shopify/Product/14835716718968,14835716718968,null,1,CANDIDATO_011B5,Muestra de Whispering Forest Verde,https://www.matchwalls.com/products/muestra-de-whispering-forest-verde,6,es|en|fr|de|it|pt,Amostra|Campione|Muestra|Probe|Sample|Échantillon,no,no,,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/whispering-forest-verde,delete seo.hidden to restore null,https://www.matchwalls.com/products/muestra-de-whispering-forest-verde | https://www.matchwalls.com/en/products/green-forest-whispering-sample | https://www.matchwalls.com/fr/products/echantillon-de-chuchotement-de-la-foret-verte | https://www.matchwalls.com/de/products/grune-wald-flusternde-probe | https://www.matchwalls.com/it/products/campione-di-sussurri-della-foresta-verde | https://www.matchwalls.com/pt/products/amostra-de-sussurro-da-floresta-verde,011B5-03
gid://shopify/Product/14835714949496,14835714949496,null,1,CANDIDATO_011B5,Muestra de Wildflower Whisper Azul,https://www.matchwalls.com/products/muestra-de-wildflower-whisper-azul,7,es|en|fr|de|nl|it|pt,Amostra|Campione|Muestra|Probe|Sample|Steekproef|Échantillon,no,yes,nl_non_nl_sample_term_detected,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/wildflower-whisper-azul,delete seo.hidden to restore null,https://www.matchwalls.com/products/muestra-de-wildflower-whisper-azul | https://www.matchwalls.com/en/products/wildflower-whisper-blue-sample | https://www.matchwalls.com/fr/products/echantillon-bleu-wildflower-whisper | https://www.matchwalls.com/de/products/wildblumenflusterblau-probe | https://www.matchwalls.com/nl/products/wildflower-whisper-blue-sample-1 | https://www.matchwalls.com/it/products/campione-blu-whisper-wildflower | https://www.matchwalls.com/pt/products/amostra-azul-sussurro-de-flores-silvestres,011B5-03
gid://shopify/Product/14835715178872,14835715178872,null,1,CANDIDATO_011B5,Muestra de Wildflower Whisper Lila,https://www.matchwalls.com/products/muestra-de-wildflower-whisper-lila,4,es|en|fr|pt,Amostra|Muestra|Sample|Échantillon,no,yes,en_url_contains_muestra|fr_url_contains_muestra,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/wildflower-whisper-lila,delete seo.hidden to restore null,https://www.matchwalls.com/products/muestra-de-wildflower-whisper-lila | https://www.matchwalls.com/en/products/muestra-de-wildflower-whisper-lila | https://www.matchwalls.com/fr/products/muestra-de-wildflower-whisper-lila | https://www.matchwalls.com/pt/products/muestra-de-wildflower-whisper-lila,011B5-03
gid://shopify/Product/14835715309944,14835715309944,null,1,CANDIDATO_011B5,Muestra de Wildflower Whisper Marrón,https://www.matchwalls.com/products/muestra-de-wildflower-whisper-marron,6,es|en|fr|de|it|pt,Amostra|Campione|Muestra|Probe|Sample|Échantillon,no,no,,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/wildflower-whisper-marron,delete seo.hidden to restore null,https://www.matchwalls.com/products/muestra-de-wildflower-whisper-marron | https://www.matchwalls.com/en/products/wildflower-whisper-brown-sample | https://www.matchwalls.com/fr/products/echantillon-de-bruns-de-chuchotements-sauvages | https://www.matchwalls.com/de/products/wildblumenflusterbruste-braune-probe | https://www.matchwalls.com/it/products/campione-marrone-whisper-wildflower | https://www.matchwalls.com/pt/products/amostra-marrom-sussurro-de-flores-silvestres,011B5-03
gid://shopify/Product/14835715244408,14835715244408,null,1,CANDIDATO_011B5,Muestra de Wildflower Whisper Multicolor,https://www.matchwalls.com/products/muestra-de-wildflower-whisper-multicolor,6,es|en|fr|de|it|pt,Amostra|Campione|Muestra|Probe|Sample|Échantillon,no,no,,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/wildflower-whisper-multicolor,delete seo.hidden to restore null,https://www.matchwalls.com/products/muestra-de-wildflower-whisper-multicolor | https://www.matchwalls.com/en/products/wildflower-whisper-multicolored-sample | https://www.matchwalls.com/fr/products/echantillon-multicolore-de-wildflower-whisper | https://www.matchwalls.com/de/products/wildblume-whisper-multicolored-probe | https://www.matchwalls.com/it/products/campione-multicolore-whisper-wildflower | https://www.matchwalls.com/pt/products/amostra-multicolorida-sussurro-de-flores-silvestres,011B5-03
gid://shopify/Product/14835715441016,14835715441016,null,1,CANDIDATO_011B5,Muestra de Wildflower Whisper Rosa,https://www.matchwalls.com/products/muestra-de-wildflower-whisper-rosa,6,es|en|fr|de|it|pt,Amostra|Campione|Muestra|Probe|Sample|Échantillon,no,no,,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/wildflower-whisper-rosa,delete seo.hidden to restore null,https://www.matchwalls.com/products/muestra-de-wildflower-whisper-rosa | https://www.matchwalls.com/en/products/wildflower-whisper-pink-sample | https://www.matchwalls.com/fr/products/echantillon-rose-wildflower-whisper | https://www.matchwalls.com/de/products/wildblumenfluster-pink-probe | https://www.matchwalls.com/it/products/campione-rosa-sussurrato-di-fiori-selvatici | https://www.matchwalls.com/pt/products/amostra-rosa-sussurro-de-flores-silvestres,011B5-03
gid://shopify/Product/14835717603704,14835717603704,null,1,CANDIDATO_011B5,Muestra de World Explorer Azul,https://www.matchwalls.com/products/muestra-de-world-explorer-azul,6,es|en|fr|de|nl|pt,Amostra|Muestra|Probe|Sample|Steekproef|Échantillon,no,yes,nl_non_nl_sample_term_detected,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/world-explorer-azul,delete seo.hidden to restore null,https://www.matchwalls.com/products/muestra-de-world-explorer-azul | https://www.matchwalls.com/en/products/blue-world-explorer-sample | https://www.matchwalls.com/fr/products/echantillon-dexplorateur-du-monde-bleu | https://www.matchwalls.com/de/products/blue-world-explorer-probe | https://www.matchwalls.com/nl/products/blauwe-wereld-explorer-sample | https://www.matchwalls.com/pt/products/amostra-blue-world-explorer,011B5-03
gid://shopify/Product/14835717538168,14835717538168,null,1,CANDIDATO_011B5,Muestra de World Explorer Gris,https://www.matchwalls.com/products/muestra-de-world-explorer-gris,7,es|en|fr|de|nl|it|pt,Amostra|Campione|Muestra|Probe|Sample|Steekproef|Échantillon,no,yes,nl_non_nl_sample_term_detected,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/world-explorer-gris,delete seo.hidden to restore null,https://www.matchwalls.com/products/muestra-de-world-explorer-gris | https://www.matchwalls.com/en/products/world-explorer-gray-sample | https://www.matchwalls.com/fr/products/echantillon-dexplorateur-mondial-gris | https://www.matchwalls.com/de/products/grey-world-explorer-probe | https://www.matchwalls.com/nl/products/gray-world-explorer-sample | https://www.matchwalls.com/it/products/grey-world-explorer-sample | https://www.matchwalls.com/pt/products/amostra-cinza-do-explorador-mundial,011B5-03
gid://shopify/Product/14835718029688,14835718029688,null,1,CANDIDATO_011B5,Muestra de World Explorer Marrón,https://www.matchwalls.com/products/muestra-de-world-explorer-marron,7,es|en|fr|de|nl|it|pt,Amostra|Campione|Muestra|Probe|Sample|Steekproef|Échantillon,no,yes,nl_non_nl_sample_term_detected,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/world-explorer-marron,delete seo.hidden to restore null,https://www.matchwalls.com/products/muestra-de-world-explorer-marron | https://www.matchwalls.com/en/products/world-explorer-brown-sample | https://www.matchwalls.com/fr/products/echantillon-brun-dexplorateur-mondial | https://www.matchwalls.com/de/products/world-explorer-brown-probe | https://www.matchwalls.com/nl/products/world-explorer-brown-sample-2 | https://www.matchwalls.com/it/products/explorer-world-explorer-brown-sample | https://www.matchwalls.com/pt/products/amostra-marrom-do-explorador-mundial,011B5-03
gid://shopify/Product/14835717734776,14835717734776,null,1,CANDIDATO_011B5,Muestra de World Explorer Rosa,https://www.matchwalls.com/products/muestra-de-world-explorer-rosa,7,es|en|fr|de|nl|it|pt,Amostra|Campione|Muestra|Probe|Sample|Steekproef|Échantillon,no,yes,nl_non_nl_sample_term_detected,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/world-explorer-rosa,delete seo.hidden to restore null,https://www.matchwalls.com/products/muestra-de-world-explorer-rosa | https://www.matchwalls.com/en/products/world-explorer-rosa-sample | https://www.matchwalls.com/fr/products/echantillon-de-lexplorateur-mondial-rosa | https://www.matchwalls.com/de/products/world-explorer-rosa-probe | https://www.matchwalls.com/nl/products/world-explorer-pink-sample | https://www.matchwalls.com/it/products/explorer-world-explorer-pink-sample | https://www.matchwalls.com/pt/products/amostra-rosa-do-explorador-mundial,011B5-03
gid://shopify/Product/14835717800312,14835717800312,null,1,CANDIDATO_011B5,Muestra de World Explorer Verde,https://www.matchwalls.com/products/muestra-de-world-explorer-verde,7,es|en|fr|de|nl|it|pt,Amostra|Campione|Muestra|Probe|Sample|Steekproef|Échantillon,no,yes,nl_non_nl_sample_term_detected,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/world-explorer-verde,delete seo.hidden to restore null,https://www.matchwalls.com/products/muestra-de-world-explorer-verde | https://www.matchwalls.com/en/products/world-explorer-green-sample | https://www.matchwalls.com/fr/products/echantillon-vert-dexplorateur-mondial | https://www.matchwalls.com/de/products/world-explorer-green-probe | https://www.matchwalls.com/nl/products/world-explorer-green-sample-sample | https://www.matchwalls.com/it/products/explorer-world-explorer-green-sample | https://www.matchwalls.com/pt/products/amostra-verde-do-explorador-mundial,011B5-03
