"url","idioma","tipo","estado_http","title","title_longitud","meta_description_longitud","h1_count","h1","canonical","hreflang_count","schema_types","posible_mezcla_idioma","estado_cobertura","criterio_cierre"
"https://www.matchwalls.com/de/blogs/inspiration-1/verwandeln-sie-ihr-zuhause-mit-tapeten-entdecken-sie-die-vorteile-und-arten-von-papier","de","article","200","Vorteile und Arten von Papierpapier - Verwandeln Sie Ihr ZuhauseAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa","157","133","1","Verwandeln Sie Ihr Zuhause mit Tapeten: Entdecken Sie die Vorteile und Arten von Papier","https://www.matchwalls.com/de/blogs/inspiration-1/verwandeln-sie-ihr-zuhause-mit-tapeten-entdecken-sie-die-vorteile-und-arten-von-papier","8","BlogPosting | BreadcrumbList | ImageObject | ListItem | Organization | Person","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/de/blogs/inspiration-1/verwandelt-das-kopfteil-ihres-bettes-mit-papieren-und-matchwall-bildern-5-inspirierende-ideen","de","article","200","5 Ideen, um das Kopfteil Ihres Bettes mit Tapete zu verwandelnAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa","155","320","1","Verwandelt das Kopfteil Ihres Bettes mit Papieren und Matchwall -Bildern: 5 inspirierende Ideen.","https://www.matchwalls.com/de/blogs/inspiration-1/verwandelt-das-kopfteil-ihres-bettes-mit-papieren-und-matchwall-bildern-5-inspirierende-ideen","8","BlogPosting | BreadcrumbList | ImageObject | ListItem | Organization | Person","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/en/blogs/inspiration","en","article","200","Inspiration – Art and Decoration BlogAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa","130","86","1","Inspiration","https://www.matchwalls.com/en/blogs/inspiration","8","BreadcrumbList | ListItem","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/en/blogs/inspiration/discover-how-the-vinyl-paper-of-matchwalls-com-can-transform-your-kitchen-into-a-modern-and-functional-space","en","article","200","Transform your kitchen with decorative and modern vinyl paperAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa","154","320","2","Discover how vinyl wallpaper from Matchalls.com can transform your kitchen into a modern and functional space | Discover How Vinyl Wallpaper from Matchwalls.com Can Transform Your Kitchen into a Modern and Functional Space","https://www.matchwalls.com/en/blogs/inspiration/discover-how-the-vinyl-paper-of-matchwalls-com-can-transform-your-kitchen-into-a-modern-and-functional-space","8","BlogPosting | BreadcrumbList | ImageObject | ListItem | Organization | Person","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/en/blogs/inspiration/everything-you-need-to-know-about-self-adhesive-wallpaper-the-perfect-solution-for-decorating-your-spaces","en","article","200","Complete guide on self -adhesive wallpaperAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa","135","320","1","Everything you need to know about self -adhesive wallpaper: the perfect solution for decorating your spaces","https://www.matchwalls.com/en/blogs/inspiration/everything-you-need-to-know-about-self-adhesive-wallpaper-the-perfect-solution-for-decorating-your-spaces","8","BlogPosting | BreadcrumbList | ImageObject | ListItem | Organization | Person","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/en/blogs/inspiration/ideas-for-wallpaper-transform-your-space-with-lovely-designs","en","article","200","Lovely painted papers designs for your spacesAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa","138","320","1","Ideas for wallpaper: Transform your space with lovely designs","https://www.matchwalls.com/en/blogs/inspiration/ideas-for-wallpaper-transform-your-space-with-lovely-designs","8","BlogPosting | BreadcrumbList | ImageObject | ListItem | Organization | Person","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/en/blogs/inspiration/learn-how-to-wallpaper-walls-and-ceilings-with-non-woven-vinyl-and-peel-and-stick-types","en","article","200","How to wallpaper a wall with WallpaperAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa","131","136","1","Learn How to Wallpaper Walls and Ceilings with Non-Woven, Vinyl, and Peel-and-Stick Types","https://www.matchwalls.com/en/blogs/inspiration/learn-how-to-wallpaper-walls-and-ceilings-with-non-woven-vinyl-and-peel-and-stick-types","8","BlogPosting | BreadcrumbList | ImageObject | ListItem | Organization | Person","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/en/blogs/inspiration/matchwalls-vinyl-wallpaper-the-best-choice-for-demanding-spaces","en","article","200","Vinyl wallpaper: ideal for high -traffic areasAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa","139","137","1","Matchwalls vinyl wallpaper: the best choice for demanding spaces","https://www.matchwalls.com/en/blogs/inspiration/matchwalls-vinyl-wallpaper-the-best-choice-for-demanding-spaces","8","BlogPosting | BreadcrumbList | ImageObject | ListItem | Organization | Person","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/en/blogs/inspiration/the-incredible-wallpaper-options-to-decorate-your-home-flowers-landscapes-geometries-and-more","en","article","200","Wallpaper for your home. Types: flowers, landscapes and moreAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa","153","116","1","Incredible wallpaper options to decorate your home: flowers, landscapes, geometrics and more","https://www.matchwalls.com/en/blogs/inspiration/the-incredible-wallpaper-options-to-decorate-your-home-flowers-landscapes-geometries-and-more","8","BlogPosting | BreadcrumbList | ImageObject | ListItem | Organization | Person","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/en/blogs/inspiration/transform-hotels-and-commercial-spaces-with-the-wallcoverings-of-matchwalls","en","article","200","Transforms hotels and commercial spaces with matchwallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa","148","161","1","Transform hotels and commercial spaces with the Wallcoverings of Matchwalls","https://www.matchwalls.com/en/blogs/inspiration/transform-hotels-and-commercial-spaces-with-the-wallcoverings-of-matchwalls","8","BlogPosting | BreadcrumbList | ImageObject | ListItem | Organization | Person","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/en/blogs/inspiration/transforms-the-headboard-of-your-bed-with-papers-and-matchwall-pictures-5-inspiring-ideas","en","article","200","5 ideas to transform the headboard of your bed with wallpaperAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa","154","320","1","Transforms the headboard of your bed with papers and matchwall pictures: 5 inspiring ideas.","https://www.matchwalls.com/en/blogs/inspiration/transforms-the-headboard-of-your-bed-with-papers-and-matchwall-pictures-5-inspiring-ideas","8","BlogPosting | BreadcrumbList | ImageObject | ListItem | Organization | Person","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/en/blogs/inspiration/transform-your-home-is-autumn-with-the-most-irresistible-painted-papers","en","article","200","TRANSFORM YOUR HOME THIS AUTUMPT PAINTEDAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa","133","139","1","Transform your home is autumn with the most irresistible wallpaper","https://www.matchwalls.com/en/blogs/inspiration/transform-your-home-is-autumn-with-the-most-irresistible-painted-papers","8","BlogPosting | BreadcrumbList | ImageObject | ListItem | Organization | Person","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/en/blogs/inspiration/transform-your-home-with-wallpaper-discover-the-benefits-and-types-of-paper","en","article","200","BENEFITS AND TYPES OF PAPER PAPER - TRANSFORM YOUR HOMEAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa","148","110","1","Transform your home with wallpaper: Discover the benefits and types of paper","https://www.matchwalls.com/en/blogs/inspiration/transform-your-home-with-wallpaper-discover-the-benefits-and-types-of-paper","8","BlogPosting | BreadcrumbList | ImageObject | ListItem | Organization | Person","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/en/blogs/inspiration/wallpaper-colors-2025-trends-and-tips-for-interior-designers","en","article","200","Wallpaper Color Trends 2025: A Designer's GuideAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa","140","145","1","Wallpaper Colors: Trends for 2025, Color Theory and Tips for Interior Designers","https://www.matchwalls.com/en/blogs/inspiration/wallpaper-colors-2025-trends-and-tips-for-interior-designers","8","BlogPosting | BreadcrumbList | ImageObject | ListItem | Organization | Person","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/blogs/inspiracion","es","article","200","Inspiración - Blog de arte y decoraciónAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa","132","84","1","Inspiración","https://www.matchwalls.com/blogs/inspiracion","8","BreadcrumbList | ListItem","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/blogs/inspiracion/aprende-a-empapelar-paredes-y-techos-con-calidades-non-woven-vinilicas-y-peel-and-stick","es","article","200","Cómo empapelar pared con papel pintadoAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa","131","140","1","Aprende a Empapelar Paredes y Techos con Calidades Non Woven, Vinílicas y Peel and Stick","https://www.matchwalls.com/blogs/inspiracion/aprende-a-empapelar-paredes-y-techos-con-calidades-non-woven-vinilicas-y-peel-and-stick","8","BlogPosting | BreadcrumbList | ImageObject | ListItem | Organization | Person","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/blogs/inspiracion/colores-del-papel-pintado-tendencias-2025-y-consejos-para-disenadores-de-interiores","es","article","200","Tendencias en Papel Pintado 2025: Colores y DiseñoAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa","143","132","1","Colores del Papel Pintado: Tendencias 2025 y Consejos para Diseñadores de Interiores","https://www.matchwalls.com/blogs/inspiracion/colores-del-papel-pintado-tendencias-2025-y-consejos-para-disenadores-de-interiores","8","BlogPosting | BreadcrumbList | ImageObject | ListItem | Organization | Person","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/blogs/inspiracion/ideas-para-papel-pintado-transforma-tu-espacio-con-disenos-encantadores","es","article","200","Diseños de Papeles Pintados encantadores para tus espaciosAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa","151","320","1","Ideas para Papel Pintado: Transforma tu Espacio con Diseños Encantadores","https://www.matchwalls.com/blogs/inspiracion/ideas-para-papel-pintado-transforma-tu-espacio-con-disenos-encantadores","8","BlogPosting | BreadcrumbList | ImageObject | ListItem | Organization | Person","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/blogs/inspiracion/las-increibles-opciones-de-papel-pintado-para-decorar-tu-hogar-flores-paisajes-geometrias-y-mas","es","article","200","Papel pintado para tu hogar. Tipos: flores, paisajes y másAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa","151","129","1","Las increíbles opciones de papel pintado para decorar tu hogar: flores, paisajes, geometrías y más","https://www.matchwalls.com/blogs/inspiracion/las-increibles-opciones-de-papel-pintado-para-decorar-tu-hogar-flores-paisajes-geometrias-y-mas","8","BlogPosting | BreadcrumbList | ImageObject | ListItem | Organization | Person","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/blogs/inspiracion/papel-pintado-vinilico-de-matchwalls-la-mejor-eleccion-para-espacios-exigentes","es","article","200","Papel pintado vinílico: ideal para áreas de alto tráficoAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa","149","156","1","Papel pintado vinílico de Matchwalls: la mejor elección para espacios exigentes","https://www.matchwalls.com/blogs/inspiracion/papel-pintado-vinilico-de-matchwalls-la-mejor-eleccion-para-espacios-exigentes","8","BlogPosting | BreadcrumbList | ImageObject | ListItem | Organization | Person","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/blogs/inspiracion/todo-lo-que-necesitas-saber-sobre-el-papel-pintado-autoadhesivo-la-solucion-perfecta-para-la-decoracion-de-tus-espacios","es","article","200","Guía completa sobre papel pintado autoadhesivoAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa","139","320","1","Todo lo que necesitas saber sobre el papel pintado autoadhesivo: la solución perfecta para la decoración de tus espacios","https://www.matchwalls.com/blogs/inspiracion/todo-lo-que-necesitas-saber-sobre-el-papel-pintado-autoadhesivo-la-solucion-perfecta-para-la-decoracion-de-tus-espacios","8","BlogPosting | BreadcrumbList | ImageObject | ListItem | Organization | Person","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/blogs/inspiracion/transforma-el-cabecero-de-tu-cama-con-papeles-y-cuadros-matchwalls-5-ideas-inspiradoras","es","article","200","5 Ideas para transformar el cabecero de tu cama con papel pintadoAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa","158","320","1","Transforma el cabecero de tu cama con papeles y cuadros Matchwalls: 5 ideas inspiradoras.","https://www.matchwalls.com/blogs/inspiracion/transforma-el-cabecero-de-tu-cama-con-papeles-y-cuadros-matchwalls-5-ideas-inspiradoras","8","BlogPosting | BreadcrumbList | ImageObject | ListItem | Organization | Person","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/blogs/inspiracion/transforma-hoteles-y-espacios-comerciales-con-los-wallcoverings-de-matchwalls","es","article","200","Transforma Hoteles y Espacios Comerciales con MatchwallsAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa","149","166","1","Transforma Hoteles y Espacios Comerciales con los Wallcoverings de Matchwalls","https://www.matchwalls.com/blogs/inspiracion/transforma-hoteles-y-espacios-comerciales-con-los-wallcoverings-de-matchwalls","8","BlogPosting | BreadcrumbList | ImageObject | ListItem | Organization | Person","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/blogs/inspiracion/transforma-tu-hogar-con-papel-pintado-descubre-los-beneficios-y-tipos-de-papel","es","article","200","Beneficios y tipos de papel pintado - Transforma tu hogarAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa","150","114","1","Transforma tu hogar con papel pintado: Descubre los beneficios y tipos de papel","https://www.matchwalls.com/blogs/inspiracion/transforma-tu-hogar-con-papel-pintado-descubre-los-beneficios-y-tipos-de-papel","8","BlogPosting | BreadcrumbList | ImageObject | ListItem | Organization | Person","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/blogs/inspiracion/transforma-tu-hogar-este-otono-con-los-papeles-pintados-mas-irresistibles-de-matchwalls","es","article","200","Transforma tu Hogar este Otoño conmPapeles PintadosAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa","144","153","1","Transforma tu Hogar este Otoño con los Papeles Pintados Más Irresistibles de MatchWalls","https://www.matchwalls.com/blogs/inspiracion/transforma-tu-hogar-este-otono-con-los-papeles-pintados-mas-irresistibles-de-matchwalls","8","BlogPosting | BreadcrumbList | ImageObject | ListItem | Organization | Person","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/blogs/inspiracion/transfroma-tu-cocina-en-un-espacio-moderno-y-funcional-papel-vinilico","es","article","200","Transforma tu cocina con papel vinílico decorativo y modernoAmerican ExpressApple PayBancontactGoogle PayiDEAL WeroMaestroMastercardShop PayUnion PayVisa","153","320","1","Descubre cómo el papel vinílico de Matchwalls.com puede transformar tu cocina en un espacio moderno y funcional","https://www.matchwalls.com/blogs/inspiracion/transfroma-tu-cocina-en-un-espacio-moderno-y-funcional-papel-vinilico","8","BlogPosting | BreadcrumbList | ImageObject | ListItem | Organization | Person","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/fr/blogs/inspiration-2","fr","article","429","","0","0","0","","","0","","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/fr/blogs/inspiration-2/apprenez-a-tapisser-les-murs-et-plafonds-avec-les-qualites-non-tissees-vinyles-et-peel-and-stick","fr","article","429","","0","0","0","","","0","","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/fr/blogs/inspiration-2/couleurs-de-papier-peint-2025-tendances-et-conseils-pour-les-designers-dinterieur","fr","article","429","","0","0","0","","","0","","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/fr/blogs/inspiration-2/idees-de-papier-peint-transformez-votre-espace-avec-de-beaux-designs","fr","article","429","","0","0","0","","","0","","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/fr/blogs/inspiration-2/les-options-de-papier-peint-incroyables-pour-decorer-votre-maison-fleurs-paysages-geometries-et-plus","fr","article","429","","0","0","0","","","0","","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/fr/blogs/inspiration-2/matchwalls-vinyl-wallpaper-le-meilleur-choix-pour-les-espaces-exigeants","fr","article","429","","0","0","0","","","0","","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/fr/blogs/inspiration-2/tout-ce-que-vous-devez-savoir-sur-le-papier-peint-auto-adhesif-la-solution-parfaite-pour-decorer-vos-espaces","fr","article","429","","0","0","0","","","0","","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/fr/blogs/inspiration-2/transforme-la-tete-de-lit-de-votre-lit-avec-des-papiers-et-des-images-de-mur-de-match-5-idees-inspirantes","fr","article","429","","0","0","0","","","0","","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/fr/blogs/inspiration-2/transformer-les-hotels-et-les-espaces-commerciaux-avec-les-revetements-muraux-des-murs-dallumettes","fr","article","429","","0","0","0","","","0","","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/fr/blogs/inspiration-2/transformer-votre-maison-est-lautomne-avec-les-papiers-peints-les-plus-irresistibles","fr","article","429","","0","0","0","","","0","","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
"https://www.matchwalls.com/fr/blogs/inspiration-2/transformez-votre-cuisine-en-un-espace-moderne-et-fonctionnel-en-papier-vinyle","fr","article","429","","0","0","0","","","0","","no","PENDIENTE_REVISION_INTEGRAL","Contenido+SEO+internacional+schema+GEO+QA_publica"
