lot,round,checked_at_utc,page,locale,ua_label,status,pass,url,final_url,expected_heading,has_country_heading,expected_href,has_cross_country_href,canonical,robots,noindex,content_language_header,cf_cache_status,cf_ray,x_request_id,x_dc,server_timing_theme,server_timing_pageType,server_timing_servedBy,server_timing_requestID,server_timing_edge,server_timing_country,server_timing_cmp,html_len,html_sha256_16,evidence_snippet,error
MW-GEO-LANDINGS-SPAIN-FRANCE-INTERNAL-LINKING-STOREFRONT-RENDER-SHARD-DIAG-012O5,1,2026-07-04T14:59:47.176037+00:00,spain,fr,bingbot,200,FAIL,https://www.matchwalls.com/fr/pages/papier-peint-en-espagne,https://www.matchwalls.com/fr/pages/papier-peint-en-espagne,Papier peint par pays,False,/fr/pages/papier-peint-en-france,False,https://www.matchwalls.com/fr/pages/papier-peint-en-espagne,,False,fr-ES,DYNAMIC,a15efeebbfd0216c-MAD,925aa692-5e3e-401f-80da-ad0f52a5dec7-1783177187,"gcp-europe-west1,gcp-europe-west1,gcp-europe-west1",178399019384,page,6ppw,925aa692-5e3e-401f-80da-ad0f52a5dec7-1783177187,MAD,ES,3.ampS_ESCT_t_f_5cG7-uGsRsi2RTsTWF9egg,552130,e6f6ec69e55e7ec6,"<!doctype html> <html class=""no-js"" lang=""fr"" dir=""ltr""> <head> <script type=""text/javascript""> (function (c, l, a, r, i, t, y) { c[a] = c[a] || function () { (c[a].q = c[a].q || []).push(arguments); }; t = l.createElement(r); t.async = 1; t.src = 'https://www.clarity.ms/tag/' + i; y = l.getElements",
MW-GEO-LANDINGS-SPAIN-FRANCE-INTERNAL-LINKING-STOREFRONT-RENDER-SHARD-DIAG-012O5,1,2026-07-04T14:59:47.781722+00:00,spain,fr,generic_ai_search,200,FAIL,https://www.matchwalls.com/fr/pages/papier-peint-en-espagne,https://www.matchwalls.com/fr/pages/papier-peint-en-espagne,Papier peint par pays,False,/fr/pages/papier-peint-en-france,False,https://www.matchwalls.com/fr/pages/papier-peint-en-espagne,,False,fr-ES,DYNAMIC,a15efeef8a73f528-MAD,25bf8926-4253-4981-95cb-52d6ebd81aec-1783177187,"gcp-europe-west1,gcp-europe-west1,gcp-europe-west1",178399019384,page,k4q6,25bf8926-4253-4981-95cb-52d6ebd81aec-1783177187,MAD,ES,3.ampS_ESCT_t_f_YM6E59SEShqomcOwBzZ1Ng,552130,c617630c52203e88,"<!doctype html> <html class=""no-js"" lang=""fr"" dir=""ltr""> <head> <script type=""text/javascript""> (function (c, l, a, r, i, t, y) { c[a] = c[a] || function () { (c[a].q = c[a].q || []).push(arguments); }; t = l.createElement(r); t.async = 1; t.src = 'https://www.clarity.ms/tag/' + i; y = l.getElements",
MW-GEO-LANDINGS-SPAIN-FRANCE-INTERNAL-LINKING-STOREFRONT-RENDER-SHARD-DIAG-012O5,1,2026-07-04T14:59:48.418611+00:00,spain,de,browser_chrome,200,FAIL,https://www.matchwalls.com/de/pages/spanien-tapete,https://www.matchwalls.com/de/pages/spanien-tapete,Tapeten nach Land,False,/de/pages/franzosische-tapete,False,https://www.matchwalls.com/de/pages/spanien-tapete,,False,de-ES,DYNAMIC,a15efef39c742d40-MAD,73c9a0e7-d2bc-44df-bd0f-cb060787aeb8-1783177188,"gcp-europe-west1,gcp-europe-west1,gcp-europe-west1",178399019384,page,b4rn,73c9a0e7-d2bc-44df-bd0f-cb060787aeb8-1783177188,MAD,ES,3.ampS_ESCT_t_f_nByY*qG8Tm-hg53PG9yfSA,550784,7ce881478f09d8b4,"<!doctype html> <html class=""no-js"" lang=""de"" dir=""ltr""> <head> <script type=""text/javascript""> (function (c, l, a, r, i, t, y) { c[a] = c[a] || function () { (c[a].q = c[a].q || []).push(arguments); }; t = l.createElement(r); t.async = 1; t.src = 'https://www.clarity.ms/tag/' + i; y = l.getElements",
MW-GEO-LANDINGS-SPAIN-FRANCE-INTERNAL-LINKING-STOREFRONT-RENDER-SHARD-DIAG-012O5,1,2026-07-04T14:59:49.042728+00:00,spain,de,googlebot,200,FAIL,https://www.matchwalls.com/de/pages/spanien-tapete,https://www.matchwalls.com/de/pages/spanien-tapete,Tapeten nach Land,False,/de/pages/franzosische-tapete,False,https://www.matchwalls.com/de/pages/spanien-tapete,,False,de-ES,DYNAMIC,a15efef789a286f7-MAD,4709d0d1-5895-45d6-9edf-0fa374d812b1-1783177189,"gcp-europe-west1,gcp-europe-west1,gcp-europe-west1",178399019384,page,vfxw,4709d0d1-5895-45d6-9edf-0fa374d812b1-1783177189,MAD,ES,3.ampS_ESCT_t_f_O46Hd*qGS96o565Lily1Nw,550784,c5f309ce813b3478,"<!doctype html> <html class=""no-js"" lang=""de"" dir=""ltr""> <head> <script type=""text/javascript""> (function (c, l, a, r, i, t, y) { c[a] = c[a] || function () { (c[a].q = c[a].q || []).push(arguments); }; t = l.createElement(r); t.async = 1; t.src = 'https://www.clarity.ms/tag/' + i; y = l.getElements",
MW-GEO-LANDINGS-SPAIN-FRANCE-INTERNAL-LINKING-STOREFRONT-RENDER-SHARD-DIAG-012O5,1,2026-07-04T14:59:49.707738+00:00,spain,de,bingbot,200,FAIL,https://www.matchwalls.com/de/pages/spanien-tapete,https://www.matchwalls.com/de/pages/spanien-tapete,Tapeten nach Land,False,/de/pages/franzosische-tapete,False,https://www.matchwalls.com/de/pages/spanien-tapete,,False,de-ES,DYNAMIC,a15efefbba090f0b-MAD,92738774-1547-4ba7-ab61-e8eb9730f009-1783177189,"gcp-europe-west1,gcp-europe-west1,gcp-europe-west1",178399019384,page,z725,92738774-1547-4ba7-ab61-e8eb9730f009-1783177189,MAD,ES,3.ampS_ESCT_t_f_N8zoOI7jRROb7ZTLoWugMg,550784,c5f309ce813b3478,"<!doctype html> <html class=""no-js"" lang=""de"" dir=""ltr""> <head> <script type=""text/javascript""> (function (c, l, a, r, i, t, y) { c[a] = c[a] || function () { (c[a].q = c[a].q || []).push(arguments); }; t = l.createElement(r); t.async = 1; t.src = 'https://www.clarity.ms/tag/' + i; y = l.getElements",
MW-GEO-LANDINGS-SPAIN-FRANCE-INTERNAL-LINKING-STOREFRONT-RENDER-SHARD-DIAG-012O5,1,2026-07-04T14:59:50.366788+00:00,spain,de,generic_ai_search,200,FAIL,https://www.matchwalls.com/de/pages/spanien-tapete,https://www.matchwalls.com/de/pages/spanien-tapete,Tapeten nach Land,False,/de/pages/franzosische-tapete,False,https://www.matchwalls.com/de/pages/spanien-tapete,,False,de-ES,DYNAMIC,a15efeffa849d929-MAD,63da0578-23b4-47ef-97c3-c9647a061b09-1783177190,"gcp-europe-west1,gcp-europe-west1,gcp-europe-west1",178399019384,page,nk89,63da0578-23b4-47ef-97c3-c9647a061b09-1783177190,MAD,ES,3.ampS_ESCT_t_f_iF31SnSTQVOIk*AM5FqQpQ,550784,7ce881478f09d8b4,"<!doctype html> <html class=""no-js"" lang=""de"" dir=""ltr""> <head> <script type=""text/javascript""> (function (c, l, a, r, i, t, y) { c[a] = c[a] || function () { (c[a].q = c[a].q || []).push(arguments); }; t = l.createElement(r); t.async = 1; t.src = 'https://www.clarity.ms/tag/' + i; y = l.getElements",
MW-GEO-LANDINGS-SPAIN-FRANCE-INTERNAL-LINKING-STOREFRONT-RENDER-SHARD-DIAG-012O5,1,2026-07-04T14:59:51.035376+00:00,spain,nl,browser_chrome,ERROR,FAIL,https://www.matchwalls.com/nl/pages/spanje-behang,,Behang per land,False,/nl/pages/frans-behang,False,,,False,,,,,,,,,,,,,0,,,URLError(TimeoutError('_ssl.c:989: The handshake operation timed out'))
MW-GEO-LANDINGS-SPAIN-FRANCE-INTERNAL-LINKING-STOREFRONT-RENDER-SHARD-DIAG-012O5,1,2026-07-04T15:00:26.319468+00:00,spain,nl,googlebot,200,FAIL,https://www.matchwalls.com/nl/pages/spanje-behang,https://www.matchwalls.com/nl/pages/spanje-behang,Behang per land,False,/nl/pages/frans-behang,False,https://www.matchwalls.com/nl/pages/spanje-behang,,False,nl-ES,DYNAMIC,a15effe08d1f5e5a-MAD,33ce84ae-9183-49c0-9d7f-bdf02b531bac-1783177226,"gcp-europe-west1,gcp-europe-west1,gcp-europe-west1",178399019384,page,hz7s,33ce84ae-9183-49c0-9d7f-bdf02b531bac-1783177226,MAD,ES,3.ampS_ESCT_t_f_j2z3jTM3TWiLkxXSbvGFXQ,551105,d196a2f76e355774,"s</h2> <p>Als uw project zich richt op Barcelona, Madrid, Valencia, Málaga, Sevilla, Girona, Tarragona, Bizkaia, Gipuzkoa, Granada, Murcia of Zaragoza, kan MatchWalls een startpunt zijn om ontwerp, materiaal en monsters te kiezen voordat u verdergaat.</p> <h2>Veelgestelde vragen</h2> <h3>Kan ik monsters bestellen voordat ik koop?</h3> <p>Ja. Monsters helpen om kleur, textuur en afwerking te controleren voordat u het definitieve behang of de definitieve wanddecoratie kiest.</p> <h3>Werkt MatchWalls met professionals",
MW-GEO-LANDINGS-SPAIN-FRANCE-INTERNAL-LINKING-STOREFRONT-RENDER-SHARD-DIAG-012O5,1,2026-07-04T15:00:27.070382+00:00,spain,nl,bingbot,200,FAIL,https://www.matchwalls.com/nl/pages/spanje-behang,https://www.matchwalls.com/nl/pages/spanje-behang,Behang per land,False,/nl/pages/frans-behang,False,https://www.matchwalls.com/nl/pages/spanje-behang,,False,nl-ES,DYNAMIC,a15effe52e6e756e-MAD,a8efa726-6936-4ee9-a6ed-36f34df10ede-1783177227,"gcp-europe-west1,gcp-europe-west1,gcp-europe-west1",178399019384,page,hxml,a8efa726-6936-4ee9-a6ed-36f34df10ede-1783177227,MAD,ES,3.ampS_ESCT_t_f_x8HnQ12*RDmf8JtQ*7e1xw,551105,15cbac82fe4f9858,"s</h2> <p>Als uw project zich richt op Barcelona, Madrid, Valencia, Málaga, Sevilla, Girona, Tarragona, Bizkaia, Gipuzkoa, Granada, Murcia of Zaragoza, kan MatchWalls een startpunt zijn om ontwerp, materiaal en monsters te kiezen voordat u verdergaat.</p> <h2>Veelgestelde vragen</h2> <h3>Kan ik monsters bestellen voordat ik koop?</h3> <p>Ja. Monsters helpen om kleur, textuur en afwerking te controleren voordat u het definitieve behang of de definitieve wanddecoratie kiest.</p> <h3>Werkt MatchWalls met professionals",
MW-GEO-LANDINGS-SPAIN-FRANCE-INTERNAL-LINKING-STOREFRONT-RENDER-SHARD-DIAG-012O5,1,2026-07-04T15:00:27.709356+00:00,spain,nl,generic_ai_search,200,FAIL,https://www.matchwalls.com/nl/pages/spanje-behang,https://www.matchwalls.com/nl/pages/spanje-behang,Behang per land,False,/nl/pages/frans-behang,False,https://www.matchwalls.com/nl/pages/spanje-behang,,False,nl-ES,DYNAMIC,a15effe93d61041d-MAD,c4b1aa4e-683b-436a-a7fd-df955e4aba0a-1783177227,"gcp-europe-west1,gcp-europe-west1,gcp-europe-west1",178399019384,page,jmvq,c4b1aa4e-683b-436a-a7fd-df955e4aba0a-1783177227,MAD,ES,3.ampS_ESCT_t_f_0lR5hRTQRDG3cHzlGJDpVA,551105,d196a2f76e355774,"s</h2> <p>Als uw project zich richt op Barcelona, Madrid, Valencia, Málaga, Sevilla, Girona, Tarragona, Bizkaia, Gipuzkoa, Granada, Murcia of Zaragoza, kan MatchWalls een startpunt zijn om ontwerp, materiaal en monsters te kiezen voordat u verdergaat.</p> <h2>Veelgestelde vragen</h2> <h3>Kan ik monsters bestellen voordat ik koop?</h3> <p>Ja. Monsters helpen om kleur, textuur en afwerking te controleren voordat u het definitieve behang of de definitieve wanddecoratie kiest.</p> <h3>Werkt MatchWalls met professionals",
MW-GEO-LANDINGS-SPAIN-FRANCE-INTERNAL-LINKING-STOREFRONT-RENDER-SHARD-DIAG-012O5,1,2026-07-04T15:00:28.420898+00:00,france,es,browser_chrome,200,FAIL,https://www.matchwalls.com/pages/papel-pintado-francia,https://www.matchwalls.com/pages/papel-pintado-francia,Papel pintado por pa?s,False,/pages/papel-pintado-espana,False,https://www.matchwalls.com/pages/papel-pintado-francia,,False,es-ES,DYNAMIC,a15effee1d3d562d-MAD,60bb55ff-d4a8-45e4-ae42-990ff1de2d81-1783177228,"gcp-europe-west1,gcp-europe-west1,gcp-europe-west1",178399019384,page,v77g,60bb55ff-d4a8-45e4-ae42-990ff1de2d81-1783177228,MAD,ES,3.ampS_ESCT_t_f_imspYHqWTny20FuddlO83g,546933,12846d4b6bae157a," en Francia</h2> <p>Si buscas papel pintado en París, Lyon, Toulouse, Marsella, Burdeos, Nantes, Lille, Niza, Montpellier o Estrasburgo, MatchWalls puede servir como punto de partida para elegir diseño, material y muestras antes de lanzar tu proyecto.</p> <h2>Preguntas frecuentes</h2> <h3>¿Puedo pedir muestras antes de comprar?</h3> <p>Sí. Las muestras permiten comprobar color, textura y acabado antes de elegir el papel pintado o mural definitivo.</p> <h3>¿MatchWalls trabaja con profesionales?</h3> <p>Sí. MatchWall",
MW-GEO-LANDINGS-SPAIN-FRANCE-INTERNAL-LINKING-STOREFRONT-RENDER-SHARD-DIAG-012O5,1,2026-07-04T15:00:29.103054+00:00,france,es,googlebot,200,FAIL,https://www.matchwalls.com/pages/papel-pintado-francia,https://www.matchwalls.com/pages/papel-pintado-francia,Papel pintado por pa?s,False,/pages/papel-pintado-espana,False,https://www.matchwalls.com/pages/papel-pintado-francia,,False,es-ES,DYNAMIC,a15efff1bdaa191e-MAD,9cee0f8d-9e84-4808-a5a1-e80b94578af4-1783177229,"gcp-europe-west1,gcp-europe-west1,gcp-europe-west1",178399019384,page,2rtc,9cee0f8d-9e84-4808-a5a1-e80b94578af4-1783177229,MAD,ES,3.ampS_ESCT_t_f_Sa2vUZCyRnyh6w79FWZLIw,546933,12846d4b6bae157a," en Francia</h2> <p>Si buscas papel pintado en París, Lyon, Toulouse, Marsella, Burdeos, Nantes, Lille, Niza, Montpellier o Estrasburgo, MatchWalls puede servir como punto de partida para elegir diseño, material y muestras antes de lanzar tu proyecto.</p> <h2>Preguntas frecuentes</h2> <h3>¿Puedo pedir muestras antes de comprar?</h3> <p>Sí. Las muestras permiten comprobar color, textura y acabado antes de elegir el papel pintado o mural definitivo.</p> <h3>¿MatchWalls trabaja con profesionales?</h3> <p>Sí. MatchWall",
