product_gid,url,status,final_url,redirected,robots_meta,x_robots_tag,has_noindex,has_nofollow,canonical,canonical_self,h1,h1_present,title,fetch_error
gid://shopify/Product/14835719176568,https://www.matchwalls.com/fr/products/echantillon-de-dames-classiques-gris,200,https://www.matchwalls.com/fr/products/echantillon-de-dames-classiques-gris,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/fr/products/echantillon-de-dames-classiques-gris,yes,Échantillon de dames classiques gris,yes,Échantillon de dames classiques gris,
gid://shopify/Product/14835719176568,https://www.matchwalls.com/de/products/grey-classic-ladies-probe,200,https://www.matchwalls.com/de/products/grey-classic-ladies-probe,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/de/products/grey-classic-ladies-probe,yes,Grey Classic Ladies Probe,yes,Grey Classic Ladies Probe,
gid://shopify/Product/14835719176568,https://www.matchwalls.com/it/products/grey-classic-ladies-sample,200,https://www.matchwalls.com/it/products/grey-classic-ladies-sample,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/it/products/grey-classic-ladies-sample,yes,Grey Classic Ladies Sample,yes,Grey Classic Ladies Sample,
gid://shopify/Product/14835719176568,https://www.matchwalls.com/pt/products/amostra-cinza-classica-feminina,200,https://www.matchwalls.com/pt/products/amostra-cinza-classica-feminina,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/pt/products/amostra-cinza-classica-feminina,yes,Amostra cinza clássica feminina,yes,Amostra cinza clássica feminina,
gid://shopify/Product/14835719307640,https://www.matchwalls.com/products/muestra-de-damas-clasicas-verde,200,https://www.matchwalls.com/products/muestra-de-damas-clasicas-verde,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/products/muestra-de-damas-clasicas-verde,yes,Muestra de Damas Clásicas Verde,yes,Muestra de Damas Clásicas Verde,
gid://shopify/Product/14835719307640,https://www.matchwalls.com/en/products/green-classic-ladies-sample,200,https://www.matchwalls.com/en/products/green-classic-ladies-sample,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/en/products/green-classic-ladies-sample,yes,Green Classic Ladies Sample,yes,Green Classic Ladies Sample,
gid://shopify/Product/14835719307640,https://www.matchwalls.com/fr/products/echantillon-de-dames-classiques-vertes,200,https://www.matchwalls.com/fr/products/echantillon-de-dames-classiques-vertes,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/fr/products/echantillon-de-dames-classiques-vertes,yes,Échantillon de dames classiques vertes,yes,Échantillon de dames classiques vertes,
gid://shopify/Product/14835719307640,https://www.matchwalls.com/de/products/green-classic-ladies-probe,200,https://www.matchwalls.com/de/products/green-classic-ladies-probe,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/de/products/green-classic-ladies-probe,yes,Green Classic Ladies Probe,yes,Green Classic Ladies Probe,
gid://shopify/Product/14835719307640,https://www.matchwalls.com/it/products/green-classic-ladies-sample-2,200,https://www.matchwalls.com/it/products/green-classic-ladies-sample-2,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/it/products/green-classic-ladies-sample-2,yes,Green Classic Ladies Sample,yes,Green Classic Ladies Sample,
gid://shopify/Product/14835719307640,https://www.matchwalls.com/pt/products/amostra-verde-classica-de-senhoras,200,https://www.matchwalls.com/pt/products/amostra-verde-classica-de-senhoras,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/pt/products/amostra-verde-classica-de-senhoras,yes,Amostra verde clássica de senhoras,yes,Amostra verde clássica de senhoras,
gid://shopify/Product/14858207789432,https://www.matchwalls.com/products/muestra-de-forest-study-retreat,200,https://www.matchwalls.com/products/muestra-de-forest-study-retreat,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/products/muestra-de-forest-study-retreat,yes,Muestra de Forest Study Retreat,yes,Muestra de Forest Study Retreat,
gid://shopify/Product/14858207789432,https://www.matchwalls.com/en/products/forest-study-recoto-sample,200,https://www.matchwalls.com/en/products/forest-study-recoto-sample,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/en/products/forest-study-recoto-sample,yes,Forest Study Recoto sample,yes,Forest Study Recoto sample,
gid://shopify/Product/14858207789432,https://www.matchwalls.com/fr/products/echantillon-de-recoto-de-letude-forestiere,200,https://www.matchwalls.com/fr/products/echantillon-de-recoto-de-letude-forestiere,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/fr/products/echantillon-de-recoto-de-letude-forestiere,yes,Échantillon de recoto de l'étude forestière,yes,Échantillon de recoto de l'étude forestière,
gid://shopify/Product/14858207789432,https://www.matchwalls.com/de/products/waldstudie-recoto-probe,200,https://www.matchwalls.com/de/products/waldstudie-recoto-probe,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/de/products/waldstudie-recoto-probe,yes,Waldstudie Recoto Probe,yes,Waldstudie Recoto Probe,
gid://shopify/Product/14858207789432,https://www.matchwalls.com/nl/products/bosstudie-recoto-steekproef,200,https://www.matchwalls.com/nl/products/bosstudie-recoto-steekproef,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/nl/products/bosstudie-recoto-steekproef,yes,Bosstudie Recoto -steekproef,yes,Bosstudie Recoto -steekproef,
gid://shopify/Product/14858207789432,https://www.matchwalls.com/it/products/studio-forestale-campione-recoto,200,https://www.matchwalls.com/it/products/studio-forestale-campione-recoto,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/it/products/studio-forestale-campione-recoto,yes,Studio forestale campione Recoto,yes,Studio forestale campione Recoto,
gid://shopify/Product/14858207789432,https://www.matchwalls.com/pt/products/estudo-florestal-amostra-reconhecida,200,https://www.matchwalls.com/pt/products/estudo-florestal-amostra-reconhecida,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/pt/products/estudo-florestal-amostra-reconhecida,yes,Estudo florestal Amostra reconhecida,yes,Estudo florestal Amostra reconhecida,
gid://shopify/Product/14835717210488,https://www.matchwalls.com/products/muestra-de-golden-woodland-amarillo,200,https://www.matchwalls.com/products/muestra-de-golden-woodland-amarillo,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/products/muestra-de-golden-woodland-amarillo,yes,Muestra de Golden Woodland Amarillo,yes,Muestra de Golden Woodland Amarillo,
gid://shopify/Product/14835717210488,https://www.matchwalls.com/en/products/golden-woodland-sample-yellow,200,https://www.matchwalls.com/en/products/golden-woodland-sample-yellow,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/en/products/golden-woodland-sample-yellow,yes,Golden Woodland sample yellow,yes,Golden Woodland sample yellow,
gid://shopify/Product/14835717210488,https://www.matchwalls.com/fr/products/echantillon-de-bois-dore-jaune,200,https://www.matchwalls.com/fr/products/echantillon-de-bois-dore-jaune,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/fr/products/echantillon-de-bois-dore-jaune,yes,Échantillon de bois doré jaune,yes,Échantillon de bois doré jaune,
gid://shopify/Product/14835717210488,https://www.matchwalls.com/de/products/golden-waldprobe-gelb,200,https://www.matchwalls.com/de/products/golden-waldprobe-gelb,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/de/products/golden-waldprobe-gelb,yes,Golden Waldprobe Gelb,yes,Golden Waldprobe Gelb,
gid://shopify/Product/14835717210488,https://www.matchwalls.com/it/products/campione-di-boschi-doro-giallo,200,https://www.matchwalls.com/it/products/campione-di-boschi-doro-giallo,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/it/products/campione-di-boschi-doro-giallo,yes,Campione di boschi d'oro giallo,yes,Campione di boschi d'oro giallo,
gid://shopify/Product/14835717210488,https://www.matchwalls.com/pt/products/amostra-de-floresta-dourada-amarela,200,https://www.matchwalls.com/pt/products/amostra-de-floresta-dourada-amarela,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/pt/products/amostra-de-floresta-dourada-amarela,yes,Amostra de floresta dourada amarela,yes,Amostra de floresta dourada amarela,
gid://shopify/Product/14835717341560,https://www.matchwalls.com/products/muestra-de-golden-woodland-lila,200,https://www.matchwalls.com/products/muestra-de-golden-woodland-lila,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/products/muestra-de-golden-woodland-lila,yes,Muestra de Golden Woodland Lila,yes,Muestra de Golden Woodland Lila,
gid://shopify/Product/14835717341560,https://www.matchwalls.com/en/products/golden-woodland-lila-sample,200,https://www.matchwalls.com/en/products/golden-woodland-lila-sample,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/en/products/golden-woodland-lila-sample,yes,Golden Woodland Lila sample,yes,Golden Woodland Lila sample,
gid://shopify/Product/14835717341560,https://www.matchwalls.com/fr/products/echantillon-de-lila-en-bois-dore,200,https://www.matchwalls.com/fr/products/echantillon-de-lila-en-bois-dore,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/fr/products/echantillon-de-lila-en-bois-dore,yes,Échantillon de Lila en bois doré,yes,Échantillon de Lila en bois doré,
gid://shopify/Product/14835717341560,https://www.matchwalls.com/de/products/golden-waldlila-probe,200,https://www.matchwalls.com/de/products/golden-waldlila-probe,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/de/products/golden-waldlila-probe,yes,Golden Waldlila Probe,yes,Golden Waldlila Probe,
gid://shopify/Product/14835717341560,https://www.matchwalls.com/it/products/golden-woodland-lila-campione,200,https://www.matchwalls.com/it/products/golden-woodland-lila-campione,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/it/products/golden-woodland-lila-campione,yes,Golden Woodland Lila campione,yes,Golden Woodland Lila campione,
gid://shopify/Product/14835717341560,https://www.matchwalls.com/pt/products/amostra-de-lila-de-floresta-dourada,200,https://www.matchwalls.com/pt/products/amostra-de-lila-de-floresta-dourada,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/pt/products/amostra-de-lila-de-floresta-dourada,yes,Amostra de lila de floresta dourada,yes,Amostra de lila de floresta dourada,
gid://shopify/Product/14835717079416,https://www.matchwalls.com/products/muestra-de-golden-woodland-marron,200,https://www.matchwalls.com/products/muestra-de-golden-woodland-marron,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/products/muestra-de-golden-woodland-marron,yes,Muestra de Golden Woodland Marrón,yes,Muestra de Golden Woodland Marrón,
gid://shopify/Product/14835717079416,https://www.matchwalls.com/en/products/golden-woodland-brown-sample,200,https://www.matchwalls.com/en/products/golden-woodland-brown-sample,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/en/products/golden-woodland-brown-sample,yes,Golden Woodland brown sample,yes,Golden Woodland brown sample,
gid://shopify/Product/14835717079416,https://www.matchwalls.com/fr/products/echantillon-brun-boise-dore,200,https://www.matchwalls.com/fr/products/echantillon-brun-boise-dore,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/fr/products/echantillon-brun-boise-dore,yes,Échantillon brun boisé doré,yes,Échantillon brun boisé doré,
gid://shopify/Product/14835717079416,https://www.matchwalls.com/de/products/golden-woodland-braune-probe,200,https://www.matchwalls.com/de/products/golden-woodland-braune-probe,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/de/products/golden-woodland-braune-probe,yes,Golden Woodland Braune Probe,yes,Golden Woodland Braune Probe,
gid://shopify/Product/14835717079416,https://www.matchwalls.com/it/products/campione-marrone-boschivo-dorato,200,https://www.matchwalls.com/it/products/campione-marrone-boschivo-dorato,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/it/products/campione-marrone-boschivo-dorato,yes,Campione marrone boschivo dorato,yes,Campione marrone boschivo dorato,
gid://shopify/Product/14835717079416,https://www.matchwalls.com/pt/products/amostra-marrom-da-floresta-dourada,200,https://www.matchwalls.com/pt/products/amostra-marrom-da-floresta-dourada,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/pt/products/amostra-marrom-da-floresta-dourada,yes,Amostra marrom da floresta dourada,yes,Amostra marrom da floresta dourada,
gid://shopify/Product/14858732339576,https://www.matchwalls.com/products/muestra-de-highland-plaid-marron,200,https://www.matchwalls.com/products/muestra-de-highland-plaid-marron,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/products/muestra-de-highland-plaid-marron,yes,Muestra de Highland Plaid Marròn,yes,Muestra de Highland Plaid Marròn,
gid://shopify/Product/14858732339576,https://www.matchwalls.com/en/products/highland-plaid-marron-sample,200,https://www.matchwalls.com/en/products/highland-plaid-marron-sample,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/en/products/highland-plaid-marron-sample,yes,Highland Plaid Marròn sample,yes,Highland Plaid Marròn sample,
gid://shopify/Product/14858732339576,https://www.matchwalls.com/fr/products/echantillon-de-marron-a-plaid-highland,200,https://www.matchwalls.com/fr/products/echantillon-de-marron-a-plaid-highland,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/fr/products/echantillon-de-marron-a-plaid-highland,yes,Échantillon de marròn à plaid Highland,yes,Échantillon de marròn à plaid Highland,
gid://shopify/Product/14858732339576,https://www.matchwalls.com/de/products/highland-plaid-marron-probe,200,https://www.matchwalls.com/de/products/highland-plaid-marron-probe,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/de/products/highland-plaid-marron-probe,yes,Highland Plaid Marròn Probe,yes,Highland Plaid Marròn Probe,
gid://shopify/Product/14858732339576,https://www.matchwalls.com/it/products/campione-di-marcia-marciale-dellaltopiano,200,https://www.matchwalls.com/it/products/campione-di-marcia-marciale-dellaltopiano,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/it/products/campione-di-marcia-marciale-dellaltopiano,yes,Campione di marcia marciale dell'altopiano,yes,Campione di marcia marciale dell'altopiano,
gid://shopify/Product/14858732339576,https://www.matchwalls.com/pt/products/amostra-da-highland-plaid-marron,200,https://www.matchwalls.com/pt/products/amostra-da-highland-plaid-marron,no,"noindex,nofollow",,yes,yes,https://www.matchwalls.com/pt/products/amostra-da-highland-plaid-marron,yes,Amostra da Highland Plaid Marròn,yes,Amostra da Highland Plaid Marròn,
