tipo,id,path,target,source_first,target_first,source_in_sitemap,target_in_sitemap,estado
page,gid://shopify/UrlRedirect/409984762083,/pages/medidas-paredes-techos,/pages/medidas-paredes,301,200,NO,YES,VERIFICADO Y CORRECTO
collection,gid://shopify/UrlRedirect/405254897891,/collections/kids,/collections/kids-rollos,301,404,NO,NO,INCORRECTO
collection,gid://shopify/UrlRedirect/405255127267,/collections/elegancia-asegurada,/collections/elegancia-asegurada-murales,301,200,NO,YES,VERIFICADO PERO MEJORABLE
collection,gid://shopify/UrlRedirect/408478843107,/collections/patrones-grandes-rollos,/collections/papel-pintado-estampado-grande,301,404,NO,NO,INCORRECTO
collection,gid://shopify/UrlRedirect/408478875875,/collections/patrones-pequenos-rollos,/collections/papel-pintado-estampados-pequenos,301,200,NO,YES,VERIFICADO PERO MEJORABLE
collection,gid://shopify/UrlRedirect/408478908643,/collections/rayas-rollos,/collections/papel-pintado-rayas,301,301,NO,NO,INCORRECTO
collection,gid://shopify/UrlRedirect/408478974179,/collections/semi-lisos-rollos,/collections/semi-lisos-papel-pintado,301,404,NO,NO,INCORRECTO
collection,gid://shopify/UrlRedirect/408479006947,/collections/moderno-rollos,/collections/moderno-papel-pintado,301,404,NO,NO,INCORRECTO
collection,gid://shopify/UrlRedirect/408602673379,/collections/mas-vendidos-mural,/collections/murales-mas-vendidos-mural,301,200,NO,YES,VERIFICADO PERO MEJORABLE
collection,gid://shopify/UrlRedirect/408719425763,/collections/lienzos-artista,/collections/lienzos-abstractos,301,404,NO,NO,INCORRECTO
collection,gid://shopify/UrlRedirect/410026868963,/collections/murales-mvp,/collections/murales,301,200,NO,YES,VERIFICADO PERO MEJORABLE
collection,gid://shopify/UrlRedirect/410027000035,/collections/papeles-pintados,/collections/murales,301,200,NO,YES,VERIFICADO PERO MEJORABLE
collection,gid://shopify/UrlRedirect/417318207715,/collections/papeles-pintados-old,/collections/murales,301,200,NO,YES,VERIFICADO PERO MEJORABLE
collection,gid://shopify/UrlRedirect/417318240483,/collections/papeles-pintados-para-el-salon,/collections/murales-para-el-salon,301,200,NO,YES,VERIFICADO PERO MEJORABLE
collection,gid://shopify/UrlRedirect/417318273251,/collections/papeles-pintados-para-el-comedor,/collections/murales-para-el-comedor,301,200,NO,YES,VERIFICADO PERO MEJORABLE
collection,gid://shopify/UrlRedirect/417318306019,/collections/papeles-pintados-para-la-cocina,/collections/murales-para-la-cocina,301,200,NO,YES,VERIFICADO PERO MEJORABLE
collection,gid://shopify/UrlRedirect/417318338787,/collections/papeles-pintados-para-el-dormitorio,/collections/murales-para-el-dormitorio,301,200,NO,YES,VERIFICADO PERO MEJORABLE
collection,gid://shopify/UrlRedirect/417318371555,/collections/papeles-pintados-para-el-pasillo,/collections/murales-para-el-pasillo,301,200,NO,YES,VERIFICADO PERO MEJORABLE
collection,gid://shopify/UrlRedirect/417318404323,/collections/papeles-pintados-infantiles,/collections/kids-murales,301,200,NO,YES,VERIFICADO PERO MEJORABLE
collection,gid://shopify/UrlRedirect/417318437091,/collections/papeles-pintados-para-adolescentes,/collections/murales-para-habitaciones-de-adolescentes,301,200,NO,YES,VERIFICADO PERO MEJORABLE
collection,gid://shopify/UrlRedirect/417318469859,/collections/papeles-pintados-para-una-oficina-en-casa,/collections/murales-para-una-oficina-en-casa,301,200,NO,YES,VERIFICADO PERO MEJORABLE
collection,gid://shopify/UrlRedirect/417318502627,/collections/papeles-pintados-para-una-oficina-comercial,/collections/murales-para-una-oficina-comercial,301,200,NO,YES,VERIFICADO PERO MEJORABLE
collection,gid://shopify/UrlRedirect/417318535395,/collections/papeles-pintados-para-espacio-publico,/collections/murales-para-un-espacio-publico,301,200,NO,YES,VERIFICADO PERO MEJORABLE
collection,gid://shopify/UrlRedirect/417340293347,/collections/novedades-en-papeles-pintados,/collections/nuevos-matchwalls-murales,301,200,NO,YES,VERIFICADO PERO MEJORABLE
collection,gid://shopify/UrlRedirect/417542308067,/collections/papeles-pintados-estilo-paisaje,/collections/murales-estilo-paisajes,301,200,NO,YES,VERIFICADO PERO MEJORABLE
collection,gid://shopify/UrlRedirect/417542340835,/collections/papeles-pintados-estilo-artistico,/collections/murales-estilo-artistico,301,200,NO,YES,VERIFICADO PERO MEJORABLE
collection,gid://shopify/UrlRedirect/417542373603,/collections/papeles-pintados-estilo-botanico,/collections/murales-estilo-botanico,301,200,NO,YES,VERIFICADO PERO MEJORABLE
collection,gid://shopify/UrlRedirect/417542406371,/collections/papeles-pintados-estilo-floral,/collections/murales-estilo-floral,301,200,NO,YES,VERIFICADO PERO MEJORABLE
collection,gid://shopify/UrlRedirect/417542439139,/collections/papeles-pintados-estilo-grafico,/collections/murales-estilo-grafico,301,200,NO,YES,VERIFICADO PERO MEJORABLE
collection,gid://shopify/UrlRedirect/417542471907,/collections/papeles-pintados-estilo-geometrico,/collections/murales-estilo-geometrico,301,200,NO,YES,VERIFICADO PERO MEJORABLE
collection,gid://shopify/UrlRedirect/417542504675,/collections/papeles-pintados-estilo-naturaleza,/collections/murales-estilo-naturaleza,301,200,NO,YES,VERIFICADO PERO MEJORABLE
collection,gid://shopify/UrlRedirect/417542537443,/collections/papel-pintado-rayas,/collections/murales-estilo-a-rayas,301,200,NO,YES,VERIFICADO PERO MEJORABLE
collection,gid://shopify/UrlRedirect/417542570211,/collections/papeles-pintados-estilo-estructural,/collections/murales-estilo-estructura,301,200,NO,YES,VERIFICADO PERO MEJORABLE
collection,gid://shopify/UrlRedirect/417542602979,/collections/papeles-pintados-estilo-japones,/collections/murales-estilo-japones,301,200,NO,YES,VERIFICADO PERO MEJORABLE
collection,gid://shopify/UrlRedirect/417542635747,/collections/papeles-pintados-estilo-marmol,/collections/murales-estilo-marmol,301,200,NO,YES,VERIFICADO PERO MEJORABLE
collection,gid://shopify/UrlRedirect/417542668515,/collections/papeles-pintados-estilo-maderas,/collections/murales-estilo-maderas,301,200,NO,YES,VERIFICADO PERO MEJORABLE
collection,gid://shopify/UrlRedirect/417542701283,/collections/%20papeles-pintados,/collections/murales,301,200,NO,YES,VERIFICADO PERO MEJORABLE
collection,gid://shopify/UrlRedirect/417542734051,/collections/best-seller,/collections/murales-mas-vendidos-mural,301,200,NO,YES,VERIFICADO PERO MEJORABLE
