product_gid,legacy_resource_id,current_seo_hidden,proposed_seo_hidden,action_group,representative_title,representative_url,url_count,languages,product_types,product_type_anomaly,priority_anomaly,priority_anomaly_flags,es_mapping_status,es_inferred_main_url,rollback,all_urls,rolling_block
gid://shopify/Product/14835755188600,14835755188600,null,1,CANDIDATO_011B5,Muestra de Puzzle de Letras Azul,https://www.matchwalls.com/products/muestra-de-puzzle-de-letras-azul,7,es|en|fr|de|nl|it|pt,Amostra|Campione|Muestra|Probe|Sample|Steekproef|Échantillon,no,yes,nl_non_nl_sample_term_detected,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/puzzle-de-letras-azul,delete seo.hidden to restore null,https://www.matchwalls.com/products/muestra-de-puzzle-de-letras-azul | https://www.matchwalls.com/en/products/blue-letter-puzzle-sample | https://www.matchwalls.com/fr/products/echantillon-de-puzzle-de-lettres-bleues | https://www.matchwalls.com/de/products/blue-letter-puzzle-probe | https://www.matchwalls.com/nl/products/blue-letter-puzzle-sample-1 | https://www.matchwalls.com/it/products/campione-di-puzzle-di-lettere-blu | https://www.matchwalls.com/pt/products/amostra-de-quebra-cabeca-azul,011B5-02
gid://shopify/Product/14835755123064,14835755123064,null,1,CANDIDATO_011B5,Muestra de Puzzle de Letras Blanco y Negro,https://www.matchwalls.com/products/muestra-de-puzzle-de-letras-blanco-y-negro,6,es|en|fr|de|it|pt,Amostra|Campione|Muestra|Probe|Sample|Échantillon,no,no,,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/puzzle-de-letras-blanco-y-negro,delete seo.hidden to restore null,https://www.matchwalls.com/products/muestra-de-puzzle-de-letras-blanco-y-negro | https://www.matchwalls.com/en/products/black-and-white-black-and-white-puzzle-sample | https://www.matchwalls.com/fr/products/echantillon-de-puzzle-noir-et-blanc-noir | https://www.matchwalls.com/de/products/schwarz-weiss-schwarz-weiss-puzzle-probe | https://www.matchwalls.com/it/products/campione-puzzle-bianco-e-nero-bianco-e-nero | https://www.matchwalls.com/pt/products/amostra-de-quebra-cabeca-preto-e-branco-preto-e-branco,011B5-02
gid://shopify/Product/14835755581816,14835755581816,null,1,CANDIDATO_011B5,Muestra de Puzzle de Letras Lila,https://www.matchwalls.com/products/muestra-de-puzzle-de-letras-lila,1,es,Muestra,no,no,,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/puzzle-de-letras-lila,delete seo.hidden to restore null,https://www.matchwalls.com/products/muestra-de-puzzle-de-letras-lila,011B5-02
gid://shopify/Product/14835755450744,14835755450744,null,1,CANDIDATO_011B5,Muestra de Puzzle de Letras Marron,https://www.matchwalls.com/products/muestra-de-puzzle-de-letras-marron,1,es,Muestra,no,no,,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/puzzle-de-letras-marron,delete seo.hidden to restore null,https://www.matchwalls.com/products/muestra-de-puzzle-de-letras-marron,011B5-02
gid://shopify/Product/14835755352440,14835755352440,null,1,CANDIDATO_011B5,Muestra de Puzzle de Letras Verde,https://www.matchwalls.com/products/muestra-de-puzzle-de-letras-verde,6,es|en|fr|de|it|pt,Amostra|Campione|Muestra|Probe|Sample|Échantillon,no,no,,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/puzzle-de-letras-verde,delete seo.hidden to restore null,https://www.matchwalls.com/products/muestra-de-puzzle-de-letras-verde | https://www.matchwalls.com/en/products/green-letter-puzzle-sample | https://www.matchwalls.com/fr/products/echantillon-de-puzzle-de-lettre-verte | https://www.matchwalls.com/de/products/green-letter-puzzle-probe | https://www.matchwalls.com/it/products/campione-di-puzzle-di-lettere-verdi | https://www.matchwalls.com/pt/products/amostra-verde-de-quebra-cabeca,011B5-02
gid://shopify/Product/14835714261368,14835714261368,null,1,CANDIDATO_011B5,Muestra de Stripe Harmony Azul,https://www.matchwalls.com/products/muestra-de-stripe-harmony-azul,6,es|en|fr|de|it|pt,Amostra|Campione|Muestra|Probe|Sample|Échantillon,no,no,,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/stripe-harmony-azul,delete seo.hidden to restore null,https://www.matchwalls.com/products/muestra-de-stripe-harmony-azul | https://www.matchwalls.com/en/products/blue-harmony-stripe-sample | https://www.matchwalls.com/fr/products/echantillon-de-bande-dharmonie-bleue | https://www.matchwalls.com/de/products/blue-harmony-stripe-probe | https://www.matchwalls.com/it/products/campione-a-strisce-di-armonia-blu | https://www.matchwalls.com/pt/products/amostra-azul-de-listra-de-harmonia,011B5-02
gid://shopify/Product/14835714097528,14835714097528,null,1,CANDIDATO_011B5,Muestra de Stripe Harmony Multicolor,https://www.matchwalls.com/products/muestra-de-stripe-harmony-multicolor,6,es|en|fr|de|it|pt,Amostra|Campione|Muestra|Probe|Sample|Échantillon,no,no,,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/stripe-harmony-multicolor,delete seo.hidden to restore null,https://www.matchwalls.com/products/muestra-de-stripe-harmony-multicolor | https://www.matchwalls.com/en/products/multicolor-harmony-stripe-sample | https://www.matchwalls.com/fr/products/echantillon-de-bande-dharmonie-multicolore | https://www.matchwalls.com/de/products/multicolor-harmonie-streifenprobe | https://www.matchwalls.com/it/products/campione-a-strisce-armoniche-multicolore | https://www.matchwalls.com/pt/products/amostra-de-listra-de-harmonia-multicolor,011B5-02
gid://shopify/Product/14835714359672,14835714359672,null,1,CANDIDATO_011B5,Muestra de Stripe Harmony Rosa,https://www.matchwalls.com/products/muestra-de-stripe-harmony-rosa,7,es|en|fr|de|nl|it|pt,Amostra|Campione|Muestra|Probe|Sample|Steekproef|Échantillon,no,yes,nl_non_nl_sample_term_detected,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/stripe-harmony-rosa,delete seo.hidden to restore null,https://www.matchwalls.com/products/muestra-de-stripe-harmony-rosa | https://www.matchwalls.com/en/products/harmony-rosa-stripe-sample | https://www.matchwalls.com/fr/products/echantillon-de-bande-dharmonie-rosa | https://www.matchwalls.com/de/products/harmonie-rosa-streifenprobe | https://www.matchwalls.com/nl/products/harmony-rosa-stripe-sample-1 | https://www.matchwalls.com/it/products/armony-rosa-stripe-sample | https://www.matchwalls.com/pt/products/amostra-de-listra-de-harmonia-rosa,011B5-02
gid://shopify/Product/14835714195832,14835714195832,null,1,CANDIDATO_011B5,Muestra de Stripe Harmony Verde,https://www.matchwalls.com/products/muestra-de-stripe-harmony-verde,7,es|en|fr|de|nl|it|pt,Amostra|Campione|Muestra|Probe|Sample|Steekproef|Échantillon,no,yes,nl_non_nl_sample_term_detected,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/stripe-harmony-verde,delete seo.hidden to restore null,https://www.matchwalls.com/products/muestra-de-stripe-harmony-verde | https://www.matchwalls.com/en/products/harmony-green-stripe-sample | https://www.matchwalls.com/fr/products/echantillon-de-bande-vert-harmonie | https://www.matchwalls.com/de/products/harmony-green-stripe-probe | https://www.matchwalls.com/nl/products/harmony-green-stripe-sample-1 | https://www.matchwalls.com/it/products/armony-green-stripe-sample | https://www.matchwalls.com/pt/products/harmony-green-stripe-amostra,011B5-02
gid://shopify/Product/14835720651128,14835720651128,null,1,CANDIDATO_011B5,Muestra de Tartán Contemporáneo Amarillo,https://www.matchwalls.com/products/muestra-de-tartan-contemporaneo-amarillo,6,es|en|fr|de|it|pt,Amostra|Campione|Muestra|Probe|Sample|Échantillon,no,no,,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/tartan-contemporaneo-amarillo,delete seo.hidden to restore null,https://www.matchwalls.com/products/muestra-de-tartan-contemporaneo-amarillo | https://www.matchwalls.com/en/products/yellow-contemporary-tartan-sample | https://www.matchwalls.com/fr/products/echantillon-de-tartan-contemporain-jaune | https://www.matchwalls.com/de/products/gelbe-zeitgenossische-tartan-probe | https://www.matchwalls.com/it/products/campione-di-tartan-contemporaneo-giallo | https://www.matchwalls.com/pt/products/amostra-de-tartan-contemporaneo-amarelo,011B5-02
gid://shopify/Product/14835720814968,14835720814968,null,1,CANDIDATO_011B5,Muestra de Tartán Contemporáneo Azul,https://www.matchwalls.com/products/muestra-de-tartan-contemporaneo-azul,7,es|en|fr|de|nl|it|pt,Amostra|Campione|Muestra|Probe|Sample|Steekproef|Échantillon,no,yes,nl_non_nl_sample_term_detected,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/tartan-contemporaneo-azul,delete seo.hidden to restore null,https://www.matchwalls.com/products/muestra-de-tartan-contemporaneo-azul | https://www.matchwalls.com/en/products/blue-contemporary-tartan-sample | https://www.matchwalls.com/fr/products/echantillon-de-tartan-contemporain-bleu | https://www.matchwalls.com/de/products/blue-contemporary-tartan-probe | https://www.matchwalls.com/nl/products/blauw-eigentijdse-tartan-sample | https://www.matchwalls.com/it/products/campione-blu-contemporaneo-tartan | https://www.matchwalls.com/pt/products/amostra-azul-de-tartan-contemporaneo,011B5-02
gid://shopify/Product/14835720716664,14835720716664,null,1,CANDIDATO_011B5,Muestra de Tartán Contemporáneo Beige,https://www.matchwalls.com/products/muestra-de-tartan-contemporaneo-beige,7,es|en|fr|de|nl|it|pt,Amostra|Campione|Muestra|Probe|Sample|Steekproef|Échantillon,no,yes,nl_non_nl_sample_term_detected,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/tartan-contemporaneo-beige,delete seo.hidden to restore null,https://www.matchwalls.com/products/muestra-de-tartan-contemporaneo-beige | https://www.matchwalls.com/en/products/beige-contemporary-tartan-sample | https://www.matchwalls.com/fr/products/echantillon-de-tartan-contemporain-beige | https://www.matchwalls.com/de/products/beige-zeitgenossische-tartan-probe | https://www.matchwalls.com/nl/products/beige-hedendaagse-tartan-sample | https://www.matchwalls.com/it/products/campione-tartan-contemporaneo-beige | https://www.matchwalls.com/pt/products/amostra-bege-contemporanea-de-tartan,011B5-02
gid://shopify/Product/14835720454520,14835720454520,null,1,CANDIDATO_011B5,Muestra de Tartán Contemporáneo Gris,https://www.matchwalls.com/products/muestra-de-tartan-contemporaneo-gris,7,es|en|fr|de|nl|it|pt,Amostra|Campione|Muestra|Probe|Sample|Steekproef|Échantillon,no,yes,nl_non_nl_sample_term_detected,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/tartan-contemporaneo-gris,delete seo.hidden to restore null,https://www.matchwalls.com/products/muestra-de-tartan-contemporaneo-gris | https://www.matchwalls.com/en/products/gray-contemporary-tartan-sample | https://www.matchwalls.com/fr/products/echantillon-de-tartan-contemporain-gris | https://www.matchwalls.com/de/products/graue-zeitgenossische-tartanprobe | https://www.matchwalls.com/nl/products/grijze-eigentijdse-tartan-sample | https://www.matchwalls.com/it/products/campione-di-tartan-grigio-contemporaneo | https://www.matchwalls.com/pt/products/amostra-de-tartan-contemporaneo-cinza,011B5-02
gid://shopify/Product/14835720913272,14835720913272,null,1,CANDIDATO_011B5,Muestra de Tartán Contemporáneo Rosa,https://www.matchwalls.com/products/muestra-de-tartan-contemporaneo-rosa,7,es|en|fr|de|nl|it|pt,Amostra|Campione|Muestra|Probe|Sample|Steekproef|Échantillon,no,yes,nl_non_nl_sample_term_detected,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/tartan-contemporaneo-rosa,delete seo.hidden to restore null,https://www.matchwalls.com/products/muestra-de-tartan-contemporaneo-rosa | https://www.matchwalls.com/en/products/pink-contemporary-tartan-sample | https://www.matchwalls.com/fr/products/echantillon-de-tartan-contemporain-rose | https://www.matchwalls.com/de/products/rosa-zeitgenossische-tartan-probe | https://www.matchwalls.com/nl/products/roze-eigentijdse-tartan-sample | https://www.matchwalls.com/it/products/campione-tartan-contemporaneo-rosa | https://www.matchwalls.com/pt/products/amostra-de-tartan-contemporaneo-rosa,011B5-02
gid://shopify/Product/14835720585592,14835720585592,null,1,CANDIDATO_011B5,Muestra de Tartán Contemporáneo Verde,https://www.matchwalls.com/products/muestra-de-tartan-contemporaneo-verde,7,es|en|fr|de|nl|it|pt,Amostra|Campione|Muestra|Probe|Sample|Steekproef|Échantillon,no,yes,nl_non_nl_sample_term_detected,CANDIDATO_POR_HANDLE_EXACTO,https://www.matchwalls.com/products/tartan-contemporaneo-verde,delete seo.hidden to restore null,https://www.matchwalls.com/products/muestra-de-tartan-contemporaneo-verde | https://www.matchwalls.com/en/products/green-contemporary-tartan-sample | https://www.matchwalls.com/fr/products/echantillon-de-tartan-contemporain-vert | https://www.matchwalls.com/de/products/grune-zeitgenossische-tartanprobe | https://www.matchwalls.com/nl/products/groene-eigentijdse-tartan-sample | https://www.matchwalls.com/it/products/campione-tartan-contemporaneo-verde | https://www.matchwalls.com/pt/products/amostra-de-tartan-contemporaneo-verde,011B5-02
