lote,queue_rank,priority,locale_signal,page_type,topic_cluster,url,status_browser,final_url_browser,redirect_count_browser,elapsed_ms_browser,title_len,title,meta_description_len,meta_description,robots_meta,x_robots_tag,canonical,canonical_self_or_original,html_lang,h1_count,h1_first,hreflang_count,hreflangs_sample,jsonld_types,served_by,x_request_id,issues,qa_state,write_allowed_now
MW-BING-SEO-GEO-PRIORITY-URL-PUBLIC-QA-013J6,24,BAJA,ES,collection,Geo/local,https://www.matchwalls.com/collections/comprar-papel-pintado-marsella,429,https://www.matchwalls.com/collections/comprar-papel-pintado-marsella,0,145,0,,0,,,,,no,,0,,0,,,cloudflare,,HTTP 429;missing_title;missing_meta_description;missing_h1;missing_canonical;missing_hreflang,INCORRECTO,no
MW-BING-SEO-GEO-PRIORITY-URL-PUBLIC-QA-013J6,25,BAJA,ES,collection,Colecci?n producto/color/patr?n/espacio,https://www.matchwalls.com/collections/papeles-pintados-color-plateado,429,https://www.matchwalls.com/collections/papeles-pintados-color-plateado,0,170,0,,0,,,,,no,,0,,0,,,cloudflare,,HTTP 429;missing_title;missing_meta_description;missing_h1;missing_canonical;missing_hreflang,INCORRECTO,no
MW-BING-SEO-GEO-PRIORITY-URL-PUBLIC-QA-013J6,26,BAJA,EN,product,Producto,https://www.matchwalls.com/en/products/verdant-zenith-gray-3,429,https://www.matchwalls.com/en/products/verdant-zenith-gray-3,0,154,0,,0,,,,,no,,0,,0,,,cloudflare,,HTTP 429;missing_title;missing_meta_description;missing_h1;missing_canonical;missing_hreflang,INCORRECTO,no
MW-BING-SEO-GEO-PRIORITY-URL-PUBLIC-QA-013J6,27,BAJA,EN,collection,Geo/local,https://www.matchwalls.com/en/collections/malaga-wallpaper,429,https://www.matchwalls.com/en/collections/malaga-wallpaper,0,132,0,,0,,,,,no,,0,,0,,,cloudflare,,HTTP 429;missing_title;missing_meta_description;missing_h1;missing_canonical;missing_hreflang,INCORRECTO,no
MW-BING-SEO-GEO-PRIORITY-URL-PUBLIC-QA-013J6,28,BAJA,ES,collection,Colecci?n producto/color/patr?n/espacio,https://www.matchwalls.com/collections/murales-para-una-oficina-comercial,429,https://www.matchwalls.com/collections/murales-para-una-oficina-comercial,0,162,0,,0,,,,,no,,0,,0,,,cloudflare,,HTTP 429;missing_title;missing_meta_description;missing_h1;missing_canonical;missing_hreflang,INCORRECTO,no
MW-BING-SEO-GEO-PRIORITY-URL-PUBLIC-QA-013J6,29,BAJA,ES,collection,Colecci?n producto/color/patr?n/espacio,https://www.matchwalls.com/collections/papeles-pintados-color-amarillo,429,https://www.matchwalls.com/collections/papeles-pintados-color-amarillo,0,161,0,,0,,,,,no,,0,,0,,,cloudflare,,HTTP 429;missing_title;missing_meta_description;missing_h1;missing_canonical;missing_hreflang,INCORRECTO,no
MW-BING-SEO-GEO-PRIORITY-URL-PUBLIC-QA-013J6,30,BAJA,ES,product,Producto,https://www.matchwalls.com/products/tartan-contemporaneo-amarillo,429,https://www.matchwalls.com/products/tartan-contemporaneo-amarillo,0,149,0,,0,,,,,no,,0,,0,,,cloudflare,,HTTP 429;missing_title;missing_meta_description;missing_h1;missing_canonical;missing_hreflang,INCORRECTO,no
MW-BING-SEO-GEO-PRIORITY-URL-PUBLIC-QA-013J6,31,BAJA,ES,product,Producto,https://www.matchwalls.com/products/navy-precision-azul,429,https://www.matchwalls.com/products/navy-precision-azul,0,191,0,,0,,,,,no,,0,,0,,,cloudflare,,HTTP 429;missing_title;missing_meta_description;missing_h1;missing_canonical;missing_hreflang,INCORRECTO,no
MW-BING-SEO-GEO-PRIORITY-URL-PUBLIC-QA-013J6,32,BAJA,ES,product,Producto,https://www.matchwalls.com/products/tartan-contemporaneo-azul,429,https://www.matchwalls.com/products/tartan-contemporaneo-azul,0,178,0,,0,,,,,no,,0,,0,,,cloudflare,,HTTP 429;missing_title;missing_meta_description;missing_h1;missing_canonical;missing_hreflang,INCORRECTO,no
MW-BING-SEO-GEO-PRIORITY-URL-PUBLIC-QA-013J6,33,BAJA,ES,collection,Colecci?n producto/color/patr?n/espacio,https://www.matchwalls.com/collections/papeles-pintados-color-rosa,429,https://www.matchwalls.com/collections/papeles-pintados-color-rosa,0,143,0,,0,,,,,no,,0,,0,,,cloudflare,,HTTP 429;missing_title;missing_meta_description;missing_h1;missing_canonical;missing_hreflang,INCORRECTO,no
MW-BING-SEO-GEO-PRIORITY-URL-PUBLIC-QA-013J6,34,BAJA,FR,product,Producto,https://www.matchwalls.com/fr/products/eclipse-lunaire-grise,429,https://www.matchwalls.com/fr/products/eclipse-lunaire-grise,0,319,0,,0,,,,,no,,0,,0,,,cloudflare,,HTTP 429;missing_title;missing_meta_description;missing_h1;missing_canonical;missing_hreflang,INCORRECTO,no
MW-BING-SEO-GEO-PRIORITY-URL-PUBLIC-QA-013J6,35,BAJA,EN,collection,Geo/local,https://www.matchwalls.com/en/collections/la-rioja-wallpaper,429,https://www.matchwalls.com/en/collections/la-rioja-wallpaper,0,202,0,,0,,,,,no,,0,,0,,,cloudflare,,HTTP 429;missing_title;missing_meta_description;missing_h1;missing_canonical;missing_hreflang,INCORRECTO,no
MW-BING-SEO-GEO-PRIORITY-URL-PUBLIC-QA-013J6,36,BAJA,ES,collection,Colecci?n producto/color/patr?n/espacio,https://www.matchwalls.com/collections/murales-estilo-maderas,429,https://www.matchwalls.com/collections/murales-estilo-maderas,0,168,0,,0,,,,,no,,0,,0,,,cloudflare,,HTTP 429;missing_title;missing_meta_description;missing_h1;missing_canonical;missing_hreflang,INCORRECTO,no
MW-BING-SEO-GEO-PRIORITY-URL-PUBLIC-QA-013J6,37,BAJA,EN,collection,Geo/local,https://www.matchwalls.com/en/collections/castellon-wallpaper,429,https://www.matchwalls.com/en/collections/castellon-wallpaper,0,265,0,,0,,,,,no,,0,,0,,,cloudflare,,HTTP 429;missing_title;missing_meta_description;missing_h1;missing_canonical;missing_hreflang,INCORRECTO,no
MW-BING-SEO-GEO-PRIORITY-URL-PUBLIC-QA-013J6,38,BAJA,DE,collection,Colecci?n producto/color/patr?n/espacio,https://www.matchwalls.com/de/collections/peel-stick-self-adhasive-tapete,429,https://www.matchwalls.com/de/collections/peel-stick-self-adhasive-tapete,0,175,0,,0,,,,,no,,0,,0,,,cloudflare,,HTTP 429;missing_title;missing_meta_description;missing_h1;missing_canonical;missing_hreflang,INCORRECTO,no
MW-BING-SEO-GEO-PRIORITY-URL-PUBLIC-QA-013J6,39,BAJA,ES,product,Producto,https://www.matchwalls.com/products/tartan-sutil-beige,429,https://www.matchwalls.com/products/tartan-sutil-beige,0,154,0,,0,,,,,no,,0,,0,,,cloudflare,,HTTP 429;missing_title;missing_meta_description;missing_h1;missing_canonical;missing_hreflang,INCORRECTO,no
MW-BING-SEO-GEO-PRIORITY-URL-PUBLIC-QA-013J6,40,BAJA,ES,product,Producto,https://www.matchwalls.com/products/cuadricula-clasica-blanco-y-negro,429,https://www.matchwalls.com/products/cuadricula-clasica-blanco-y-negro,0,196,0,,0,,,,,no,,0,,0,,,cloudflare,,HTTP 429;missing_title;missing_meta_description;missing_h1;missing_canonical;missing_hreflang,INCORRECTO,no
MW-BING-SEO-GEO-PRIORITY-URL-PUBLIC-QA-013J6,41,BAJA,EN,page,Mural personalizado / informacional,https://www.matchwalls.com/en/pages/all-about-our-murals,429,https://www.matchwalls.com/en/pages/all-about-our-murals,0,161,0,,0,,,,,no,,0,,0,,,cloudflare,,HTTP 429;missing_title;missing_meta_description;missing_h1;missing_canonical;missing_hreflang,INCORRECTO,no
MW-BING-SEO-GEO-PRIORITY-URL-PUBLIC-QA-013J6,42,BAJA,ES,product,Producto,https://www.matchwalls.com/products/stripe-harmony-verde,429,https://www.matchwalls.com/products/stripe-harmony-verde,0,152,0,,0,,,,,no,,0,,0,,,cloudflare,,HTTP 429;missing_title;missing_meta_description;missing_h1;missing_canonical;missing_hreflang,INCORRECTO,no
