group,id,path,target
pathAr,gid://shopify/UrlRedirect/1534402724216,/ar/collections/%d8%ac%d8%af%d8%a7%d8%b1%d9%8a%d8%a7%d8%aa-%d9%84%d9%84%d9%85%d8%b7%d8%a8%d8%ae-matchwallsmurals,/en/collections/black-painted-papers-matchwallswallpapers
pathAr,gid://shopify/UrlRedirect/1534402756984,/ar/collections/%d8%ae%d9%84%d9%81%d9%8a%d8%a7%d8%aa-%d8%b3%d9%88%d8%af%d8%a7%d8%a1-matchwallswallpapers,/en
pathFr,gid://shopify/UrlRedirect/417580974307,/fr/collections/floral-painted-papers-matchwallswallspapers,/fr/collections/floral-murals-matchwallsmurals
pathFr,gid://shopify/UrlRedirect/417581007075,/fr/collections/painted-papers-graphic-matchwallswallpapers-1,/fr/collections/graphical-murals-matchwallsmurals
pathFr,gid://shopify/UrlRedirect/417581039843,/fr/collections/geometric-paints-matchwalswallpapers,/fr/collections/geometric-murals-matchwallsmurs
pathFr,gid://shopify/UrlRedirect/417581072611,/fr/collections/nature-painted-papers-matchwallswallpapers,/fr/collections/nature-murals-matchwallsmurals
pathFr,gid://shopify/UrlRedirect/417581105379,/fr/collections/wall-paper-matchwallswallpapers,/fr/collections/rays-mural-matchwallsmurals-1
pathFr,gid://shopify/UrlRedirect/417581138147,/fr/collections/japanese-painted-papers-matchwallswallpapers,/fr/collections/japanese-murals-matchwallsmurals
pathFr,gid://shopify/UrlRedirect/417581170915,/fr/collections/painted-papeles-marble-matchwallswallpa,/fr/collections/mural-mural-matchwallsmurals
pathFr,gid://shopify/UrlRedirect/417581236451,/fr/collections/painted-papers-matchwallswallpapers,/fr/collections/murals-for-the-matchwallsmurals-room
pathFr,gid://shopify/UrlRedirect/417581269219,/fr/collections/painted-dining-papers-matchwallswallpapers,/fr/collections/mural-for-the-matchwallsmurals-dining-room
pathFr,gid://shopify/UrlRedirect/417581301987,/fr/collections/painted-papers-kitchen-matchwallswallpapers,/fr/collections/kitchen-murals-matchwallsmurals
pathFr,gid://shopify/UrlRedirect/417581334755,/fr/collections/bedroom-painted-papers-matchwallswallpa,/fr/collections/bedroom-murals-matchwallsmurals
pathFr,gid://shopify/UrlRedirect/417581367523,/fr/collections/painted-papers-baller-matchwallswallpapers,/fr/collections/mural-murals-matchwallsmurals
pathFr,gid://shopify/UrlRedirect/417581400291,/fr/collections/painted-adolescents-matchwallswallpapers,/fr/collections/mural-for-teenage-rooms-matchwallsmurals
pathFr,gid://shopify/UrlRedirect/417581433059,/fr/collections/papinons-peints-paysages-matchwallswallpapers,/fr/collections/paysages-muraux-matchwallsmurals
pathFr,gid://shopify/UrlRedirect/417581465827,/fr/collections/papiers-peints-botaniques-matchwallswallpapers,/fr/collections/peintures-murales-botaniques-matchwallsmurals
pathFr,gid://shopify/UrlRedirect/417581498595,/fr/collections/papiers-peints-a-floral-matchwallswallspapers,/fr/collections/peintures-murales-florales-matchwallsmurals
pathFr,gid://shopify/UrlRedirect/417581531363,/fr/collections/documents-peints-graphiques-matchwallswallpapers,/fr/collections/peintures-murales-graphiques-matchwallsmurals
pathFr,gid://shopify/UrlRedirect/417581564131,/fr/collections/peintures-geometriques-matchwalswallpapers,/fr/collections/peintures-murales-geometriques-matchwallsmurs
pathFr,gid://shopify/UrlRedirect/417581596899,/fr/collections/documents-peints-de-la-nature-matchwallswallpapers,/fr/collections/peintures-murales-de-la-nature-matchwallsmurals
pathFr,gid://shopify/UrlRedirect/417581629667,/fr/collections/papier-peint-matchwallswallpapers,/fr/collections/rayons-muraux-matchwallsmurals
pathFr,gid://shopify/UrlRedirect/417581662435,/fr/collections/papiers-peints-japonais-matchwallswallpapers,/fr/collections/peintures-murales-japonaises-matchwallsmurals
pathFr,gid://shopify/UrlRedirect/417581695203,/fr/collections/marbre-papeles-peint-matchwallswallpa,/fr/collections/murale-murale-matchwallsmurals
pathFr,gid://shopify/UrlRedirect/417581727971,/fr/collections/papiers-en-bois-peint-matchwallswallpapers,/fr/collections/math-muross-matchwallsmaderas-12
pathEn,gid://shopify/UrlRedirect/417581203683,/en/collections/matchwalls-painted-papers-matchwallswallpapers,/en/collections/all-matchwallsmurals-murals
pathEn,gid://shopify/UrlRedirect/1544891629944,/en/collections/black-murals-matchwallsmurals,/en/collections/black-painted-papers-matchwallswallpapers
