group,lang,ua,url,status,final_url,contains_heading,contains_link_text,noindex,canonical,cache_headers,result,context
francia,es,browser,https://www.matchwalls.com/pages/papel-pintado-francia,200,https://www.matchwalls.com/pages/papel-pintado-francia,false,false,false,https://www.matchwalls.com/pages/papel-pintado-francia,"x-request-id: e063bc16-d06f-4e51-81e9-c24ac7c48a26-1783176582; server-timing: processing;dur=35;desc=""gc:1"", db;dur=9, asn;desc=""3352"", edge;desc=""MAD"", country;desc=""ES"", theme;desc=""178399019384"", pageType;desc=""page"", servedBy;desc=""k2ls"", requestID;desc=""e063bc16-d06f-4e51-81e9-c24ac7c48a26-1783176582"", _y;desc=""00000000-0000-0000-5000-000000000000"", _s;desc=""00000000-0000-0000-5000-000000000000"", _cmp;desc=""3.ampS_ESCT_t_f_Bj8rYwO7TMS1EtxOjyHL-A"", compressionLevel;desc=""5""; cf-cache-status: DYNAMIC",FAIL,"pel pintado en París, Lyon, Toulouse, Marsella, Burdeos, Nantes, Lille, Niza, Montpellier o Estrasburgo, MatchWalls puede servir como punto de partida para elegir diseño, material y muestras antes de lanzar tu proyecto. Preguntas frecuentes ¿Puedo pedir muestras antes de comprar? Sí. Las muestras permiten comprobar color, textura y acabado antes de elegir el papel pintado o mural definitivo. ¿MatchWalls trabaja con profesionales? Sí. MatchWalls trabaja con interioristas, decoradores, tiendas y proyectos comerciales en la selección de diseños, materiales y muestras. ¿Puedo crear un mural personalizado? Sí. Las opciones de personaliza"
francia,es,googlebot,https://www.matchwalls.com/pages/papel-pintado-francia,200,https://www.matchwalls.com/pages/papel-pintado-francia,false,false,false,https://www.matchwalls.com/pages/papel-pintado-francia,"x-request-id: 07687b92-2f1f-4ed7-96c9-21a1a124bbd6-1783176582; server-timing: processing;dur=35;desc=""gc:2"", db;dur=9, asn;desc=""3352"", edge;desc=""MAD"", country;desc=""ES"", theme;desc=""178399019384"", pageType;desc=""page"", servedBy;desc=""grwn"", requestID;desc=""07687b92-2f1f-4ed7-96c9-21a1a124bbd6-1783176582"", _y;desc=""00000000-0000-0000-5000-000000000000"", _s;desc=""00000000-0000-0000-5000-000000000000"", _cmp;desc=""3.ampS_ESCT_t_f_BQcQZXF2TWmqlSXQmpXxNg"", compressionLevel;desc=""5""; cf-cache-status: DYNAMIC",FAIL,"pel pintado en París, Lyon, Toulouse, Marsella, Burdeos, Nantes, Lille, Niza, Montpellier o Estrasburgo, MatchWalls puede servir como punto de partida para elegir diseño, material y muestras antes de lanzar tu proyecto. Preguntas frecuentes ¿Puedo pedir muestras antes de comprar? Sí. Las muestras permiten comprobar color, textura y acabado antes de elegir el papel pintado o mural definitivo. ¿MatchWalls trabaja con profesionales? Sí. MatchWalls trabaja con interioristas, decoradores, tiendas y proyectos comerciales en la selección de diseños, materiales y muestras. ¿Puedo crear un mural personalizado? Sí. Las opciones de personaliza"
francia,en,browser,https://www.matchwalls.com/en/pages/french-wallpaper,200,https://www.matchwalls.com/en/pages/french-wallpaper,false,false,false,https://www.matchwalls.com/en/pages/french-wallpaper,"x-request-id: c1b10e1a-bd04-4bc1-87cf-3fd1a7153e67-1783176583; server-timing: processing;dur=55;desc=""gc:3"", db;dur=25, asn;desc=""3352"", edge;desc=""MAD"", country;desc=""ES"", theme;desc=""178399019384"", pageType;desc=""page"", servedBy;desc=""q2fq"", requestID;desc=""c1b10e1a-bd04-4bc1-87cf-3fd1a7153e67-1783176583"", _y;desc=""00000000-0000-0000-5000-000000000000"", _s;desc=""00000000-0000-0000-5000-000000000000"", _cmp;desc=""3.ampS_ESCT_t_f_XILNo6u5Q3OIxShBydDaow"", compressionLevel;desc=""5""; cf-cache-status: DYNAMIC",FAIL,"lpaper in Paris, Lyon, Toulouse, Marseille, Bordeaux, Nantes, Lille, Nice, Montpellier or Strasbourg, MatchWalls can be a starting point for choosing the right design, material and samples before launching your project. Frequently asked questions Can I order samples before buying? Yes. Samples allow you to check colour, texture and finish before choosing the final wallpaper or mural. Does MatchWalls work with professionals? Yes. MatchWalls supports interior designers, decorators, retail spaces and commercial projects in selecting designs, materials and samples. Can I create a custom mural? Yes. Customisation options make it possible"
francia,en,googlebot,https://www.matchwalls.com/en/pages/french-wallpaper,200,https://www.matchwalls.com/en/pages/french-wallpaper,false,false,false,https://www.matchwalls.com/en/pages/french-wallpaper,"x-request-id: c45a7cb7-49d5-4174-b21a-ab814563656d-1783176583; server-timing: processing;dur=39;desc=""gc:2"", db;dur=10, asn;desc=""3352"", edge;desc=""MAD"", country;desc=""ES"", theme;desc=""178399019384"", pageType;desc=""page"", servedBy;desc=""jxcr"", requestID;desc=""c45a7cb7-49d5-4174-b21a-ab814563656d-1783176583"", _y;desc=""00000000-0000-0000-5000-000000000000"", _s;desc=""00000000-0000-0000-5000-000000000000"", _cmp;desc=""3.ampS_ESCT_t_f_i1siryrWRa-gshHIRujg-w"", compressionLevel;desc=""5""; cf-cache-status: DYNAMIC",FAIL,"lpaper in Paris, Lyon, Toulouse, Marseille, Bordeaux, Nantes, Lille, Nice, Montpellier or Strasbourg, MatchWalls can be a starting point for choosing the right design, material and samples before launching your project. Frequently asked questions Can I order samples before buying? Yes. Samples allow you to check colour, texture and finish before choosing the final wallpaper or mural. Does MatchWalls work with professionals? Yes. MatchWalls supports interior designers, decorators, retail spaces and commercial projects in selecting designs, materials and samples. Can I create a custom mural? Yes. Customisation options make it possible"
francia,fr,browser,https://www.matchwalls.com/fr/pages/papier-peint-en-france,200,https://www.matchwalls.com/fr/pages/papier-peint-en-france,true,true,false,https://www.matchwalls.com/fr/pages/papier-peint-en-france,"x-request-id: 5aaf54dc-2869-4444-ad57-9e5f509f4c17-1783176584; server-timing: processing;dur=51;desc=""gc:4"", db;dur=12, asn;desc=""3352"", edge;desc=""MAD"", country;desc=""ES"", theme;desc=""178399019384"", pageType;desc=""page"", servedBy;desc=""nxlw"", requestID;desc=""5aaf54dc-2869-4444-ad57-9e5f509f4c17-1783176584"", _y;desc=""00000000-0000-0000-5000-000000000000"", _s;desc=""00000000-0000-0000-5000-000000000000"", _cmp;desc=""3.ampS_ESCT_t_f_MGz95DwmR9CvEtvvTpebpQ"", compressionLevel;desc=""5""; cf-cache-status: DYNAMIC",PASS,"Paris, Lyon, Toulouse, Marseille, Bordeaux, Nantes, Lille, Nice, Montpellier ou Strasbourg, MatchWalls peut servir de point de départ pour choisir un design, un matériau et des échantillons avant de lancer votre projet. Papier peint par pays Vous consultez les solutions pour la France. Si votre projet se situe en Espagne ou si vous souhaitez comparer les options pour un autre marché, consultez notre guide du papier peint en Espagne . Questions fréquentes Puis-je commander des échantillons avant d’acheter ? Oui. Les échantillons permettent de vérifier la couleur, la texture et le rendu du matériau avant de choisir le papier peint ou "
francia,fr,googlebot,https://www.matchwalls.com/fr/pages/papier-peint-en-france,200,https://www.matchwalls.com/fr/pages/papier-peint-en-france,false,false,false,https://www.matchwalls.com/fr/pages/papier-peint-en-france,"x-request-id: 064bea74-c3b1-44b0-8998-fe996f2a1704-1783176584; server-timing: processing;dur=35, db;dur=10, asn;desc=""3352"", edge;desc=""MAD"", country;desc=""ES"", theme;desc=""178399019384"", pageType;desc=""page"", servedBy;desc=""mp8j"", requestID;desc=""064bea74-c3b1-44b0-8998-fe996f2a1704-1783176584"", _y;desc=""00000000-0000-0000-5000-000000000000"", _s;desc=""00000000-0000-0000-5000-000000000000"", _cmp;desc=""3.ampS_ESCT_t_f_vj8P3U0eQpK2k09-CugQ5Q"", compressionLevel;desc=""5""; cf-cache-status: DYNAMIC",FAIL,"(function (c, l, a, r, i, t, y) { c[a] = c[a] || function () { (c[a].q = c[a].q || []).push(arguments); }; t = l.createElement(r); t.async = 1; t.src = 'https://www.clarity.ms/tag/' + i; y = l.getElementsByTagName(r)[0]; y.parentNode.insertBefore(t, y); })(window, document, 'clarity', 'script', 'ouwok1lkcm'); (function (w, d, s, l, i) { w[l] = w[l] || []; w[l].push({ 'gtm.start': new Date().getTime(), event: 'gtm.js' }); var f = d.getElementsByTagName(s)[0], j = d.createElement(s), dl = l != 'da"
francia,de,browser,https://www.matchwalls.com/de/pages/franzosische-tapete,200,https://www.matchwalls.com/de/pages/franzosische-tapete,false,false,false,https://www.matchwalls.com/de/pages/franzosische-tapete,"x-request-id: b75880c1-cdf7-4743-99e2-39a7ad0d129a-1783176584; server-timing: processing;dur=44;desc=""gc:2"", db;dur=11, asn;desc=""3352"", edge;desc=""MAD"", country;desc=""ES"", theme;desc=""178399019384"", pageType;desc=""page"", servedBy;desc=""4p9x"", requestID;desc=""b75880c1-cdf7-4743-99e2-39a7ad0d129a-1783176584"", _y;desc=""00000000-0000-0000-5000-000000000000"", _s;desc=""00000000-0000-0000-5000-000000000000"", _cmp;desc=""3.ampS_ESCT_t_f_ZNHw2oiRSTqtR6cibQNFBA"", compressionLevel;desc=""5""; cf-cache-status: DYNAMIC",FAIL,"(function (c, l, a, r, i, t, y) { c[a] = c[a] || function () { (c[a].q = c[a].q || []).push(arguments); }; t = l.createElement(r); t.async = 1; t.src = 'https://www.clarity.ms/tag/' + i; y = l.getElementsByTagName(r)[0]; y.parentNode.insertBefore(t, y); })(window, document, 'clarity', 'script', 'ouwok1lkcm'); (function (w, d, s, l, i) { w[l] = w[l] || []; w[l].push({ 'gtm.start': new Date().getTime(), event: 'gtm.js' }); var f = d.getElementsByTagName(s)[0], j = d.createElement(s), dl = l != 'da"
francia,de,googlebot,https://www.matchwalls.com/de/pages/franzosische-tapete,200,https://www.matchwalls.com/de/pages/franzosische-tapete,false,false,false,https://www.matchwalls.com/de/pages/franzosische-tapete,"x-request-id: a3516092-a0c2-4631-ab6e-8d480e2a00fc-1783176585; server-timing: processing;dur=34;desc=""gc:2"", db;dur=8, asn;desc=""3352"", edge;desc=""MAD"", country;desc=""ES"", theme;desc=""178399019384"", pageType;desc=""page"", servedBy;desc=""cm6c"", requestID;desc=""a3516092-a0c2-4631-ab6e-8d480e2a00fc-1783176585"", _y;desc=""00000000-0000-0000-5000-000000000000"", _s;desc=""00000000-0000-0000-5000-000000000000"", _cmp;desc=""3.ampS_ESCT_t_f_tY3hhGQBSceTKmXz6B4sUw"", compressionLevel;desc=""5""; cf-cache-status: DYNAMIC",FAIL,"(function (c, l, a, r, i, t, y) { c[a] = c[a] || function () { (c[a].q = c[a].q || []).push(arguments); }; t = l.createElement(r); t.async = 1; t.src = 'https://www.clarity.ms/tag/' + i; y = l.getElementsByTagName(r)[0]; y.parentNode.insertBefore(t, y); })(window, document, 'clarity', 'script', 'ouwok1lkcm'); (function (w, d, s, l, i) { w[l] = w[l] || []; w[l].push({ 'gtm.start': new Date().getTime(), event: 'gtm.js' }); var f = d.getElementsByTagName(s)[0], j = d.createElement(s), dl = l != 'da"
francia,nl,browser,https://www.matchwalls.com/nl/pages/frans-behang,200,https://www.matchwalls.com/nl/pages/frans-behang,false,false,false,https://www.matchwalls.com/nl/pages/frans-behang,"x-request-id: dcdef168-4030-408c-bf59-3f756ddaefe8-1783176585; server-timing: processing;dur=70;desc=""gc:5"", db;dur=22, asn;desc=""3352"", edge;desc=""MAD"", country;desc=""ES"", theme;desc=""178399019384"", pageType;desc=""page"", servedBy;desc=""qs9n"", requestID;desc=""dcdef168-4030-408c-bf59-3f756ddaefe8-1783176585"", _y;desc=""00000000-0000-0000-5000-000000000000"", _s;desc=""00000000-0000-0000-5000-000000000000"", _cmp;desc=""3.ampS_ESCT_t_f_SnLiJ6-FQsSyYwwihRyagw"", compressionLevel;desc=""5""; cf-cache-status: DYNAMIC",FAIL,"s u behang zoekt voor Paris, Lyon, Toulouse, Marseille, Bordeaux, Nantes, Lille, Nice, Montpellier of Strasbourg, kan MatchWalls een startpunt zijn om ontwerp, materiaal en monsters te kiezen voordat u uw project start. Veelgestelde vragen Kan ik monsters bestellen voordat ik koop? Ja. Monsters helpen om kleur, textuur en afwerking te controleren voordat u het definitieve behang of de definitieve wanddecoratie kiest. Werkt MatchWalls met professionals? Ja. MatchWalls ondersteunt interieurontwerpers, decorateurs, winkels en commerciële projecten bij de keuze van ontwerpen, materialen en monsters. Kan ik een gepersonaliseerde muurschi"
francia,nl,googlebot,https://www.matchwalls.com/nl/pages/frans-behang,200,https://www.matchwalls.com/nl/pages/frans-behang,false,false,false,https://www.matchwalls.com/nl/pages/frans-behang,"x-request-id: cf8da819-6401-4b29-aeb8-22f1d3d38dd1-1783176586; server-timing: processing;dur=43, db;dur=11, asn;desc=""3352"", edge;desc=""MAD"", country;desc=""ES"", theme;desc=""178399019384"", pageType;desc=""page"", servedBy;desc=""glb7"", requestID;desc=""cf8da819-6401-4b29-aeb8-22f1d3d38dd1-1783176586"", _y;desc=""00000000-0000-0000-5000-000000000000"", _s;desc=""00000000-0000-0000-5000-000000000000"", _cmp;desc=""3.ampS_ESCT_t_f_ZBo1cELjTXGDcskrHd-tjw"", compressionLevel;desc=""5""; cf-cache-status: DYNAMIC",FAIL,"s u behang zoekt voor Paris, Lyon, Toulouse, Marseille, Bordeaux, Nantes, Lille, Nice, Montpellier of Strasbourg, kan MatchWalls een startpunt zijn om ontwerp, materiaal en monsters te kiezen voordat u uw project start. Veelgestelde vragen Kan ik monsters bestellen voordat ik koop? Ja. Monsters helpen om kleur, textuur en afwerking te controleren voordat u het definitieve behang of de definitieve wanddecoratie kiest. Werkt MatchWalls met professionals? Ja. MatchWalls ondersteunt interieurontwerpers, decorateurs, winkels en commerciële projecten bij de keuze van ontwerpen, materialen en monsters. Kan ik een gepersonaliseerde muurschi"
