sample_term,language,handle,url,geo_reason,flags,url_lastmod,http_status,final_url,redirect_count,robots_header,meta_robots,canonical,title,meta_description,h1,h2_first_5,product_link_count,product_fingerprint,first_12_product_paths,text_len,term_in_h1,term_in_title,body_snippet,error
toulouse,en,toulouse-wallpaper,https://www.matchwalls.com/en/collections/toulouse-wallpaper,translated_place_wallpaper_handle,,2026-06-15T14:49:07+02:00,200,https://www.matchwalls.com/en/collections/toulouse-wallpaper,,,,https://www.matchwalls.com/en/collections/toulouse-wallpaper,Buy Wallpaper Toulouse - MatchWalls,Refresh your spaces in Toulouse with wallpaper that reflects its warmth and unique style. MatchWalls offers free shipping throughout the region.,Toulouse Wallpaper,"News, inspiration, gifts and news",144,411d0c6f6b03,/en/products/highland-plaid-marron | /en/products/highland-plaid-red | /en/products/highland-plaid-green-4 | /en/products/highland-plaid-white | /en/products/green-natural-horizon | /en/products/multicolored-natural-horizon-1 | /en/products/gray-natural-horizon | /en/products/blue-natural-horizon | /en/products/pink-natural-horizon | /en/products/black-and-white-brizna | /en/products/brizna-beige | /en/products/brizna-gray-3,15208,True,True,Buy Wallpaper Toulouse - MatchWalls Jump to content What they think of us Free international shipping Pay in 3 terms with Klarna Satisfaction guarantee Fast delivery Free international shipping Pay in 3 terms with Klarna Satisfaction guarantee Fast delivery Free international shipping Pay in 3 terms with Klarna Satisfaction guarantee Fast delivery Free international shipping Pay in 3 terms with Klarna Satisfaction guarantee Fast delivery Free international shipping Pay in 3 terms with Klarna Sat,
toulouse,fr,acheter-papier-peint-toulouse,https://www.matchwalls.com/fr/collections/acheter-papier-peint-toulouse,explicit_buy_wallpaper_geo_prefix,geo_collection_candidate,2026-06-15T14:49:07+02:00,200,https://www.matchwalls.com/fr/collections/acheter-papier-peint-toulouse,,,,https://www.matchwalls.com/fr/collections/acheter-papier-peint-toulouse,Acheter du papier peint Toulouse - MatchWalls,Rénovez vos espaces à Toulouse avec du papier peint qui reflète sa chaleur et son style unique. MatchWalls offre la livraison gratuite dans toute la région.,Papier Peint Toulouse,"Nouvelles, inspiration, cadeaux et nouvelles",144,460c8f23264d,/fr/products/highland-plaid-marron | /fr/products/highland-plaid-red-2 | /fr/products/green-a-plaid-highland | /fr/products/highland-plaid-white-4 | /fr/products/horizon-naturel-vert | /fr/products/horizon-naturel-multicolore | /fr/products/horizon-naturel-gris | /fr/products/horizon-naturel-bleu | /fr/products/horizon-naturel-rose | /fr/products/brizna-noir-et-blanc | /fr/products/brizna-beige | /fr/products/brizna-gray-2,16616,True,True,Acheter du papier peint Toulouse - MatchWalls Sauter au contenu Ce qu'ils pensent de nous Expédition internationale gratuite Payer en 3 conditions avec Klarna Garantie de satisfaction Livraison rapide Expédition internationale gratuite Payer en 3 conditions avec Klarna Garantie de satisfaction Livraison rapide Expédition internationale gratuite Payer en 3 conditions avec Klarna Garantie de satisfaction Livraison rapide Expédition internationale gratuite Payer en 3 conditions avec Klarna Garantie,
toulouse,de,toulouse-wallpaper-2,https://www.matchwalls.com/de/collections/toulouse-wallpaper-2,translated_place_wallpaper_handle,,2026-06-15T14:49:07+02:00,200,https://www.matchwalls.com/de/collections/toulouse-wallpaper-2,,,,https://www.matchwalls.com/de/collections/toulouse-wallpaper-2,Tapete Kaufen Toulouse – MatchWalls,"Erneuern Sie Ihre Räume in Toulouse mit Tapeten, die ihre Wärme und ihren einzigartigen Stil widerspiegeln. MatchWalls bietet kostenlosen Versand in die gesamte Region.",Tapete Toulouse,"Nachrichten, Inspiration, Geschenke und Nachrichten",31,0d32f0311bb9,/de/products/highland-plaid-marron | /de/products/gruner-naturlicher-horizont | /de/products/schwarz-weiss-brizna | /de/products/whispering-woods-blau | /de/products/tropenwald-aus-blauem-aquarell | /de/products/wildnis-flustert-blau | /de/products/flustering-reeds-wallpaper-beige | /de/products/brauner-malerischer-wald | /de/products/benutzerdefinierte-datei-uploader | /de/products/schwarze-kurven-abstrakt | /de/products/ewiger-gruner-dschungel | /de/products/floral-symphony-multicolor,12710,True,True,Tapete Kaufen Toulouse – MatchWalls Zu Inhalt springen Was sie von uns halten Kostenloser internationaler Versand 3 mit Klarna in 3 Amtszeiten bezahlen Zufriedenheitsgarantie Schnelle Lieferung Kostenloser internationaler Versand 3 mit Klarna in 3 Amtszeiten bezahlen Zufriedenheitsgarantie Schnelle Lieferung Kostenloser internationaler Versand 3 mit Klarna in 3 Amtszeiten bezahlen Zufriedenheitsgarantie Schnelle Lieferung Kostenloser internationaler Versand 3 mit Klarna in 3 Amtszeiten bezahlen ,
toulouse,nl,toulouse-wallpaper-1,https://www.matchwalls.com/nl/collections/toulouse-wallpaper-1,translated_place_wallpaper_handle,suffix_minus_1,2026-06-15T14:49:07+02:00,200,https://www.matchwalls.com/nl/collections/toulouse-wallpaper-1,,,,https://www.matchwalls.com/nl/collections/toulouse-wallpaper-1,Behang kopen Toulouse - MatchWalls,Vernieuw jouw ruimtes in Toulouse met behang dat hun warmte en unieke stijl weerspiegelt. MatchWalls biedt gratis verzending naar de hele regio.,Behang Toulouse,"Nieuws, inspiratie, geschenken en nieuws",31,5460af332018,/nl/products/highland-plaid-marron | /nl/products/groene-natuurlijke-horizon | /nl/products/zwart-witte-brizna | /nl/products/whispering-woods-blauw | /nl/products/blue-watercolor-tropical-forest-1 | /nl/products/wildernis-fluistert-blauw | /nl/products/whispering-riet-wallpaper-beige | /nl/products/bruin-pittoresk-bos | /nl/products/aangepaste-bestandsbelaster | /nl/products/black-curves-abstract-2 | /nl/products/eeuwige-groene-jungle | /nl/products/bloemen-symphony-multicolor,12445,True,True,Behang kopen Toulouse - MatchWalls Spring naar inhoud Wat ze van ons denken Gratis internationale verzending Betaal in 3 termen met Klarna Tevredenheidsgarantie Snelle levering Gratis internationale verzending Betaal in 3 termen met Klarna Tevredenheidsgarantie Snelle levering Gratis internationale verzending Betaal in 3 termen met Klarna Tevredenheidsgarantie Snelle levering Gratis internationale verzending Betaal in 3 termen met Klarna Tevredenheidsgarantie Snelle levering Gratis international,
alava,es,comprar-papel-pintado-alava,https://www.matchwalls.com/collections/comprar-papel-pintado-alava,explicit_buy_wallpaper_geo_prefix,geo_collection_candidate,2026-06-15T14:49:07+02:00,200,https://www.matchwalls.com/collections/comprar-papel-pintado-alava,,,,https://www.matchwalls.com/collections/comprar-papel-pintado-alava,Comprar papel pintado Álava - MatchWalls,"Transforma tus espacios en Álava con papeles pintados que evocan su rica naturaleza y tradición. En MatchWalls, envío gratis a todas las localidades.",Papel pintado Álava,"NOTICIAS, INSPIRACIÓN, REGALOS Y NOVEDADES",148,e43f67740e1b,/products/highland-plaid-marron | /products/highland-plaid-rosa | /products/highland-plaid-verde | /products/highland-plaid-blanco | /products/horizonte-natural-verde | /products/horizonte-natural-multicolor | /products/horizonte-natural-gris | /products/horizonte-natural-azul | /products/horizonte-natural-rosa | /products/brizna-blanco-y-negro | /products/brizna-beige | /products/brizna-gris,16740,False,False,Comprar papel pintado Álava - MatchWalls saltar al contenido Lo que opinan de nosotros Envío internacional gratuito Paga en 3 plazos con Klarna Garantía de satisfacción Entrega Rapida Envío internacional gratuito Paga en 3 plazos con Klarna Garantía de satisfacción Entrega Rapida Envío internacional gratuito Paga en 3 plazos con Klarna Garantía de satisfacción Entrega Rapida Envío internacional gratuito Paga en 3 plazos con Klarna Garantía de satisfacción Entrega Rapida Envío internacional gratu,
alava,en,alava-wallpaper,https://www.matchwalls.com/en/collections/alava-wallpaper,translated_place_wallpaper_handle,,2026-06-15T14:49:07+02:00,200,https://www.matchwalls.com/en/collections/alava-wallpaper,,,,https://www.matchwalls.com/en/collections/alava-wallpaper,Buy Wallpaper Álava - MatchWalls,"Transform your spaces in Álava with wallpapers that evoke its rich nature and tradition. At MatchWalls, free shipping to all localities.",Álava Wallpaper,"News, inspiration, gifts and news",144,411d0c6f6b03,/en/products/highland-plaid-marron | /en/products/highland-plaid-red | /en/products/highland-plaid-green-4 | /en/products/highland-plaid-white | /en/products/green-natural-horizon | /en/products/multicolored-natural-horizon-1 | /en/products/gray-natural-horizon | /en/products/blue-natural-horizon | /en/products/pink-natural-horizon | /en/products/black-and-white-brizna | /en/products/brizna-beige | /en/products/brizna-gray-3,15873,False,False,Buy Wallpaper Álava - MatchWalls Jump to content What they think of us Free international shipping Pay in 3 terms with Klarna Satisfaction guarantee Fast delivery Free international shipping Pay in 3 terms with Klarna Satisfaction guarantee Fast delivery Free international shipping Pay in 3 terms with Klarna Satisfaction guarantee Fast delivery Free international shipping Pay in 3 terms with Klarna Satisfaction guarantee Fast delivery Free international shipping Pay in 3 terms with Klarna Satisf,
alava,fr,acheter-papier-peint-alava,https://www.matchwalls.com/fr/collections/acheter-papier-peint-alava,explicit_buy_wallpaper_geo_prefix,geo_collection_candidate,2026-06-15T14:49:07+02:00,200,https://www.matchwalls.com/fr/collections/acheter-papier-peint-alava,,,,https://www.matchwalls.com/fr/collections/acheter-papier-peint-alava,Acheter du papier peint Álava - MatchWalls,"Transformez vos espaces en Álava avec des papiers peints évoquant sa riche nature et tradition. Chez MatchWalls, livraison gratuite dans toutes les localités.",Papier Peint Alava,"Nouvelles, inspiration, cadeaux et nouvelles",144,460c8f23264d,/fr/products/highland-plaid-marron | /fr/products/highland-plaid-red-2 | /fr/products/green-a-plaid-highland | /fr/products/highland-plaid-white-4 | /fr/products/horizon-naturel-vert | /fr/products/horizon-naturel-multicolore | /fr/products/horizon-naturel-gris | /fr/products/horizon-naturel-bleu | /fr/products/horizon-naturel-rose | /fr/products/brizna-noir-et-blanc | /fr/products/brizna-beige | /fr/products/brizna-gray-2,17319,True,False,Acheter du papier peint Álava - MatchWalls Sauter au contenu Ce qu'ils pensent de nous Expédition internationale gratuite Payer en 3 conditions avec Klarna Garantie de satisfaction Livraison rapide Expédition internationale gratuite Payer en 3 conditions avec Klarna Garantie de satisfaction Livraison rapide Expédition internationale gratuite Payer en 3 conditions avec Klarna Garantie de satisfaction Livraison rapide Expédition internationale gratuite Payer en 3 conditions avec Klarna Garantie de,
alava,de,alava-wallpaper-1,https://www.matchwalls.com/de/collections/alava-wallpaper-1,translated_place_wallpaper_handle,suffix_minus_1,2026-06-15T14:49:07+02:00,200,https://www.matchwalls.com/de/collections/alava-wallpaper-1,,,,https://www.matchwalls.com/de/collections/alava-wallpaper-1,Tapete Kaufen Álava – MatchWalls,"Verwandeln Sie Ihre Räume in Álava mit Tapeten, die an ihre reiche Natur und Tradition erinnern. Bei MatchWalls, kostenloser Versand in alle Ortschaften.",Tapete Álava,"Nachrichten, Inspiration, Geschenke und Nachrichten",31,0d32f0311bb9,/de/products/highland-plaid-marron | /de/products/gruner-naturlicher-horizont | /de/products/schwarz-weiss-brizna | /de/products/whispering-woods-blau | /de/products/tropenwald-aus-blauem-aquarell | /de/products/wildnis-flustert-blau | /de/products/flustering-reeds-wallpaper-beige | /de/products/brauner-malerischer-wald | /de/products/benutzerdefinierte-datei-uploader | /de/products/schwarze-kurven-abstrakt | /de/products/ewiger-gruner-dschungel | /de/products/floral-symphony-multicolor,12921,False,False,Tapete Kaufen Álava – MatchWalls Zu Inhalt springen Was sie von uns halten Kostenloser internationaler Versand 3 mit Klarna in 3 Amtszeiten bezahlen Zufriedenheitsgarantie Schnelle Lieferung Kostenloser internationaler Versand 3 mit Klarna in 3 Amtszeiten bezahlen Zufriedenheitsgarantie Schnelle Lieferung Kostenloser internationaler Versand 3 mit Klarna in 3 Amtszeiten bezahlen Zufriedenheitsgarantie Schnelle Lieferung Kostenloser internationaler Versand 3 mit Klarna in 3 Amtszeiten bezahlen Zuf,
alava,nl,alava-wallpaper-2,https://www.matchwalls.com/nl/collections/alava-wallpaper-2,translated_place_wallpaper_handle,,2026-06-15T14:49:07+02:00,200,https://www.matchwalls.com/nl/collections/alava-wallpaper-2,,,,https://www.matchwalls.com/nl/collections/alava-wallpaper-2,Behang kopen Álava - MatchWalls,Transformeer jouw ruimtes in Álava met behang dat hun rijke natuur en traditie oproept. Bij MatchWalls gratis verzending naar alle plaatsen.,Behang Álava,"Nieuws, inspiratie, geschenken en nieuws",31,5460af332018,/nl/products/highland-plaid-marron | /nl/products/groene-natuurlijke-horizon | /nl/products/zwart-witte-brizna | /nl/products/whispering-woods-blauw | /nl/products/blue-watercolor-tropical-forest-1 | /nl/products/wildernis-fluistert-blauw | /nl/products/whispering-riet-wallpaper-beige | /nl/products/bruin-pittoresk-bos | /nl/products/aangepaste-bestandsbelaster | /nl/products/black-curves-abstract-2 | /nl/products/eeuwige-groene-jungle | /nl/products/bloemen-symphony-multicolor,13135,False,False,Behang kopen Álava - MatchWalls Spring naar inhoud Wat ze van ons denken Gratis internationale verzending Betaal in 3 termen met Klarna Tevredenheidsgarantie Snelle levering Gratis internationale verzending Betaal in 3 termen met Klarna Tevredenheidsgarantie Snelle levering Gratis internationale verzending Betaal in 3 termen met Klarna Tevredenheidsgarantie Snelle levering Gratis internationale verzending Betaal in 3 termen met Klarna Tevredenheidsgarantie Snelle levering Gratis internationale v,
albacete,es,comprar-papel-pintado-albacete,https://www.matchwalls.com/collections/comprar-papel-pintado-albacete,explicit_buy_wallpaper_geo_prefix,geo_collection_candidate,2026-06-15T14:49:07+02:00,200,https://www.matchwalls.com/collections/comprar-papel-pintado-albacete,,,,https://www.matchwalls.com/collections/comprar-papel-pintado-albacete,Comprar papel pintado Albacete - MatchWalls,Renueva tu hogar en Albacete con papel pintado que refleja la calidez manchega. MatchWalls ofrece una amplia variedad y envío gratis a toda la provincia.,Papel pintado Albacete,"NOTICIAS, INSPIRACIÓN, REGALOS Y NOVEDADES",148,e43f67740e1b,/products/highland-plaid-marron | /products/highland-plaid-rosa | /products/highland-plaid-verde | /products/highland-plaid-blanco | /products/horizonte-natural-verde | /products/horizonte-natural-multicolor | /products/horizonte-natural-gris | /products/horizonte-natural-azul | /products/horizonte-natural-rosa | /products/brizna-blanco-y-negro | /products/brizna-beige | /products/brizna-gris,17551,True,True,Comprar papel pintado Albacete - MatchWalls saltar al contenido Lo que opinan de nosotros Envío internacional gratuito Paga en 3 plazos con Klarna Garantía de satisfacción Entrega Rapida Envío internacional gratuito Paga en 3 plazos con Klarna Garantía de satisfacción Entrega Rapida Envío internacional gratuito Paga en 3 plazos con Klarna Garantía de satisfacción Entrega Rapida Envío internacional gratuito Paga en 3 plazos con Klarna Garantía de satisfacción Entrega Rapida Envío internacional gr,
albacete,en,albacete-wallpaper,https://www.matchwalls.com/en/collections/albacete-wallpaper,translated_place_wallpaper_handle,,2026-06-15T14:49:07+02:00,200,https://www.matchwalls.com/en/collections/albacete-wallpaper,,,,https://www.matchwalls.com/en/collections/albacete-wallpaper,Buy Wallpaper Albacete - MatchWalls,Refresh your home in Albacete with wallpaper that reflects the warmth of La Mancha. MatchWalls offers a wide variety and free shipping throughout the province.,Albacete Wallpaper,"News, inspiration, gifts and news",144,411d0c6f6b03,/en/products/highland-plaid-marron | /en/products/highland-plaid-red | /en/products/highland-plaid-green-4 | /en/products/highland-plaid-white | /en/products/green-natural-horizon | /en/products/multicolored-natural-horizon-1 | /en/products/gray-natural-horizon | /en/products/blue-natural-horizon | /en/products/pink-natural-horizon | /en/products/black-and-white-brizna | /en/products/brizna-beige | /en/products/brizna-gray-3,16603,True,True,Buy Wallpaper Albacete - MatchWalls Jump to content What they think of us Free international shipping Pay in 3 terms with Klarna Satisfaction guarantee Fast delivery Free international shipping Pay in 3 terms with Klarna Satisfaction guarantee Fast delivery Free international shipping Pay in 3 terms with Klarna Satisfaction guarantee Fast delivery Free international shipping Pay in 3 terms with Klarna Satisfaction guarantee Fast delivery Free international shipping Pay in 3 terms with Klarna Sat,
albacete,fr,acheter-papier-peint-albacete,https://www.matchwalls.com/fr/collections/acheter-papier-peint-albacete,explicit_buy_wallpaper_geo_prefix,geo_collection_candidate,2026-06-15T14:49:07+02:00,200,https://www.matchwalls.com/fr/collections/acheter-papier-peint-albacete,,,,https://www.matchwalls.com/fr/collections/acheter-papier-peint-albacete,Acheter du papier peint Albacete - MatchWalls,Rafraîchissez votre maison à Albacete avec du papier peint reflétant la chaleur de La Manche. MatchWalls propose une large variété et la livraison gratuite dans toute la province.,Papier Peint Albacete,"Nouvelles, inspiration, cadeaux et nouvelles",144,460c8f23264d,/fr/products/highland-plaid-marron | /fr/products/highland-plaid-red-2 | /fr/products/green-a-plaid-highland | /fr/products/highland-plaid-white-4 | /fr/products/horizon-naturel-vert | /fr/products/horizon-naturel-multicolore | /fr/products/horizon-naturel-gris | /fr/products/horizon-naturel-bleu | /fr/products/horizon-naturel-rose | /fr/products/brizna-noir-et-blanc | /fr/products/brizna-beige | /fr/products/brizna-gray-2,18074,True,True,Acheter du papier peint Albacete - MatchWalls Sauter au contenu Ce qu'ils pensent de nous Expédition internationale gratuite Payer en 3 conditions avec Klarna Garantie de satisfaction Livraison rapide Expédition internationale gratuite Payer en 3 conditions avec Klarna Garantie de satisfaction Livraison rapide Expédition internationale gratuite Payer en 3 conditions avec Klarna Garantie de satisfaction Livraison rapide Expédition internationale gratuite Payer en 3 conditions avec Klarna Garantie,
albacete,nl,albacete-wallpaper-1,https://www.matchwalls.com/nl/collections/albacete-wallpaper-1,translated_place_wallpaper_handle,suffix_minus_1,2026-06-15T14:49:07+02:00,200,https://www.matchwalls.com/nl/collections/albacete-wallpaper-1,,,,https://www.matchwalls.com/nl/collections/albacete-wallpaper-1,Behang kopen Albacete - MatchWalls,Vernieuw jouw huis in Albacete met behang dat de warmte van La Mancha weerspiegelt. MatchWalls biedt een breed scala en gratis verzending naar de hele provincie.,Behang Albacete,"Nieuws, inspiratie, geschenken en nieuws",31,5460af332018,/nl/products/highland-plaid-marron | /nl/products/groene-natuurlijke-horizon | /nl/products/zwart-witte-brizna | /nl/products/whispering-woods-blauw | /nl/products/blue-watercolor-tropical-forest-1 | /nl/products/wildernis-fluistert-blauw | /nl/products/whispering-riet-wallpaper-beige | /nl/products/bruin-pittoresk-bos | /nl/products/aangepaste-bestandsbelaster | /nl/products/black-curves-abstract-2 | /nl/products/eeuwige-groene-jungle | /nl/products/bloemen-symphony-multicolor,13888,True,True,Behang kopen Albacete - MatchWalls Spring naar inhoud Wat ze van ons denken Gratis internationale verzending Betaal in 3 termen met Klarna Tevredenheidsgarantie Snelle levering Gratis internationale verzending Betaal in 3 termen met Klarna Tevredenheidsgarantie Snelle levering Gratis internationale verzending Betaal in 3 termen met Klarna Tevredenheidsgarantie Snelle levering Gratis internationale verzending Betaal in 3 termen met Klarna Tevredenheidsgarantie Snelle levering Gratis international,
